,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,276671710.0,290539975.0,310600000.0,327300000.0,
Share Issued,276671710.0,290539975.0,310600000.0,327300000.0,
Net Debt,14051000000.0,11535000000.0,9557000000.0,8745000000.0,
Total Debt,15241000000.0,12760000000.0,11098000000.0,11236000000.0,
Tangible Book Value,-21211000000.0,-18758000000.0,-17051000000.0,-16585000000.0,
Invested Capital,11455000000.0,11191000000.0,10632000000.0,11552000000.0,
Working Capital,-5164000000.0,-4451000000.0,-4026000000.0,-2781000000.0,
Net Tangible Assets,-21211000000.0,-18758000000.0,-17051000000.0,-16585000000.0,
Capital Lease Obligations,794000000.0,887000000.0,1034000000.0,1098000000.0,
Common Stock Equity,-2992000000.0,-682000000.0,568000000.0,1414000000.0,
Total Capitalization,10146000000.0,10638000000.0,9948000000.0,10747000000.0,
Total Equity Gross Minority Interest,-2992000000.0,-682000000.0,568000000.0,1414000000.0,
Stockholders Equity,-2992000000.0,-682000000.0,568000000.0,1414000000.0,
Gains Losses Not Affecting Retained Earnings,-1063000000.0,-647000000.0,-729000000.0,-342000000.0,
Other Equity Adjustments,-1063000000.0,-647000000.0,-729000000.0,-342000000.0,
Treasury Stock,24644000000.0,20929000000.0,17015000000.0,14446000000.0,
Retained Earnings,16531000000.0,14838000000.0,12342000000.0,10305000000.0,
Additional Paid In Capital,6179000000.0,6051000000.0,5965000000.0,5892000000.0,
Capital Stock,5000000.0,5000000.0,5000000.0,5000000.0,
Common Stock,5000000.0,5000000.0,5000000.0,5000000.0,
Total Liabilities Net Minority Interest,29174000000.0,26356000000.0,24247000000.0,24139000000.0,
Total Non Current Liabilities Net Minority Interest,20525000000.0,18594000000.0,16908000000.0,17732000000.0,
Other Non Current Liabilities,5409000000.0,5160000000.0,5122000000.0,5951000000.0,
Non Current Deferred Liabilities,1184000000.0,1227000000.0,1372000000.0,1350000000.0,
Non Current Deferred Revenue,1103000000.0,1018000000.0,1059000000.0,1181000000.0,
Non Current Deferred Taxes Liabilities,81000000.0,209000000.0,313000000.0,169000000.0,
Long Term Debt And Capital Lease Obligation,13932000000.0,12207000000.0,10414000000.0,10431000000.0,
Long Term Capital Lease Obligation,794000000.0,887000000.0,1034000000.0,1098000000.0,
Long Term Debt,13138000000.0,11320000000.0,9380000000.0,9333000000.0,
Current Liabilities,8649000000.0,7762000000.0,7339000000.0,6407000000.0,
Other Current Liabilities,3487000000.0,3328000000.0,3314000000.0,2522000000.0,
Current Debt And Capital Lease Obligation,1309000000.0,553000000.0,684000000.0,805000000.0,
Current Debt,1309000000.0,553000000.0,684000000.0,805000000.0,
Payables And Accrued Expenses,3853000000.0,3881000000.0,3341000000.0,3080000000.0,
Current Accrued Expenses,3090000000.0,3143000000.0,2595000000.0,2354000000.0,
Payables,763000000.0,738000000.0,746000000.0,726000000.0,
Accounts Payable,763000000.0,738000000.0,746000000.0,726000000.0,
Total Assets,26182000000.0,25674000000.0,24815000000.0,25553000000.0,
Total Non Current Assets,22697000000.0,22363000000.0,21502000000.0,21927000000.0,
Other Non Current Assets,716000000.0,658000000.0,584000000.0,604000000.0,
Non Current Deferred Assets,650000000.0,673000000.0,240000000.0,228000000.0,
Non Current Deferred Taxes Assets,650000000.0,673000000.0,240000000.0,228000000.0,
Non Current Note Receivables,136000000.0,138000000.0,152000000.0,144000000.0,
Investments And Advances,298000000.0,308000000.0,335000000.0,387000000.0,
Long Term Equity Investment,298000000.0,308000000.0,335000000.0,387000000.0,
Goodwill And Other Intangible Assets,18219000000.0,18076000000.0,17619000000.0,17999000000.0,
Other Intangible Assets,9488000000.0,9190000000.0,8747000000.0,8926000000.0,
Goodwill,8731000000.0,8886000000.0,8872000000.0,9073000000.0,
Net PPE,2678000000.0,2510000000.0,2572000000.0,2565000000.0,
Accumulated Depreciation,-881000000.0,-890000000.0,-874000000.0,-850000000.0,
Gross PPE,3559000000.0,3400000000.0,3446000000.0,3415000000.0,
Construction In Progress,89000000.0,72000000.0,36000000.0,137000000.0,
Other Properties,845000000.0,929000000.0,987000000.0,1062000000.0,
Machinery Furniture Equipment,619000000.0,622000000.0,649000000.0,545000000.0,
Buildings And Improvements,1238000000.0,1108000000.0,1086000000.0,985000000.0,
Land And Improvements,768000000.0,669000000.0,688000000.0,686000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,3485000000.0,3311000000.0,3313000000.0,3626000000.0,
Other Current Assets,294000000.0,261000000.0,235000000.0,251000000.0,
Assets Held For Sale Current,,,,,8000000.0
Prepaid Assets,,,,251000000.0,180000000.0
Receivables,2795000000.0,2712000000.0,2571000000.0,1982000000.0,
Accounts Receivable,2795000000.0,2712000000.0,2571000000.0,1982000000.0,
Allowance For Doubtful Accounts Receivable,-199000000.0,-197000000.0,-191000000.0,-187000000.0,
Gross Accounts Receivable,2994000000.0,2909000000.0,2762000000.0,2169000000.0,
Cash Cash Equivalents And Short Term Investments,396000000.0,338000000.0,507000000.0,1393000000.0,
Cash And Cash Equivalents,396000000.0,338000000.0,507000000.0,1393000000.0,
