,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Ordinary Shares Number,37691942.0,38354829.0,39069419.0,40192901.0,
Share Issued,37691942.0,38354829.0,39069419.0,40192901.0,
Net Debt,872494000.0,986780000.0,1341212000.0,1159029000.0,
Total Debt,1271923000.0,1364484000.0,1660825000.0,1427779000.0,
Tangible Book Value,283823000.0,314427000.0,237751000.0,70215000.0,
Invested Capital,2223821000.0,2366107000.0,2621997000.0,2254743000.0,
Working Capital,884928000.0,1044594000.0,1343277000.0,1024669000.0,
Net Tangible Assets,283823000.0,314427000.0,237751000.0,70215000.0,
Capital Lease Obligations,321567000.0,311164000.0,274022000.0,244429000.0,
Common Stock Equity,1273465000.0,1312787000.0,1235194000.0,1071393000.0,
Total Capitalization,2174348000.0,2327904000.0,2596955000.0,2242971000.0,
Total Equity Gross Minority Interest,1273465000.0,1312787000.0,1235194000.0,1071393000.0,
Stockholders Equity,1273465000.0,1312787000.0,1235194000.0,1071393000.0,
Gains Losses Not Affecting Retained Earnings,-13664000.0,6582000.0,5895000.0,-7484000.0,
Other Equity Adjustments,-13664000.0,6582000.0,5895000.0,-7484000.0,
Retained Earnings,648476000.0,699990000.0,653484000.0,526874000.0,
Additional Paid In Capital,638615000.0,606177000.0,575776000.0,551963000.0,
Capital Stock,38000.0,38000.0,39000.0,40000.0,
Common Stock,38000.0,38000.0,39000.0,40000.0,
Total Liabilities Net Minority Interest,2094719000.0,2115281000.0,2330243000.0,2158738000.0,
Total Non Current Liabilities Net Minority Interest,1250533000.0,1344515000.0,1654529000.0,1414322000.0,
Other Non Current Liabilities,44959000.0,40028000.0,35471000.0,31545000.0,
Non Current Deferred Liabilities,81408000.0,67421000.0,58759000.0,35840000.0,
Non Current Deferred Taxes Liabilities,81408000.0,67421000.0,58759000.0,35840000.0,
Long Term Debt And Capital Lease Obligation,1124166000.0,1237066000.0,1560299000.0,1346937000.0,
Long Term Capital Lease Obligation,223283000.0,221949000.0,198538000.0,175359000.0,
Long Term Debt,900883000.0,1015117000.0,1361761000.0,1171578000.0,
Current Liabilities,844186000.0,770766000.0,675714000.0,744416000.0,
Other Current Liabilities,46078000.0,59743000.0,59115000.0,55846000.0,
Current Debt And Capital Lease Obligation,147757000.0,127418000.0,100526000.0,80842000.0,
Current Capital Lease Obligation,98284000.0,89215000.0,75484000.0,69070000.0,
Current Debt,49473000.0,38203000.0,25042000.0,11772000.0,
Other Current Borrowings,49473000.0,38203000.0,25042000.0,11772000.0,
Pensionand Other Post Retirement Benefit Plans Current,18312000.0,30346000.0,70609000.0,76255000.0,
Payables And Accrued Expenses,632039000.0,553259000.0,445464000.0,531473000.0,
Current Accrued Expenses,18956000.0,23378000.0,22318000.0,25882000.0,
Payables,613083000.0,529881000.0,423146000.0,505591000.0,
Total Tax Payable,87848000.0,21209000.0,16479000.0,106894000.0,
Accounts Payable,525235000.0,508672000.0,406667000.0,398697000.0,
Total Assets,3368184000.0,3428068000.0,3565437000.0,3230131000.0,
Total Non Current Assets,1639070000.0,1612708000.0,1546446000.0,1461046000.0,
Other Non Current Assets,81812000.0,83426000.0,84438000.0,37967000.0,
Investments And Advances,1439000.0,1305000.0,1248000.0,1231000.0,
Long Term Equity Investment,1439000.0,1305000.0,1248000.0,1231000.0,
Goodwill And Other Intangible Assets,989642000.0,998360000.0,997443000.0,1001178000.0,
Other Intangible Assets,290732000.0,298282000.0,305450000.0,312814000.0,
Goodwill,698910000.0,700078000.0,691993000.0,688364000.0,
Net PPE,566177000.0,529617000.0,463317000.0,420670000.0,
Accumulated Depreciation,-255154000.0,-233136000.0,-211513000.0,-191243000.0,
Gross PPE,821331000.0,762753000.0,674830000.0,611913000.0,
Leases,90337000.0,81114000.0,70945000.0,62684000.0,
Construction In Progress,15012000.0,14653000.0,10869000.0,6176000.0,
Other Properties,314853000.0,305688000.0,269608000.0,241662000.0,
Machinery Furniture Equipment,317911000.0,281040000.0,247632000.0,227025000.0,
Buildings And Improvements,58744000.0,56181000.0,55911000.0,54503000.0,
Land And Improvements,24474000.0,24077000.0,19865000.0,19863000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,1729114000.0,1815360000.0,2018991000.0,1769085000.0,
Other Current Assets,4187000.0,9269000.0,6498000.0,7204000.0,
Restricted Cash,,,,,166948000.0
Prepaid Assets,42904000.0,31175000.0,24394000.0,21889000.0,
Inventory,1289300000.0,1365466000.0,1591060000.0,1339100000.0,
Receivables,314861000.0,342910000.0,351448000.0,376571000.0,
Receivables Adjustments Allowances,-8593000.0,-11718000.0,-9522000.0,-5942000.0,
Other Receivables,291982000.0,293662000.0,328177000.0,354789000.0,
Accounts Receivable,31472000.0,60966000.0,32793000.0,27724000.0,
Cash Cash Equivalents And Short Term Investments,77862000.0,66540000.0,45591000.0,24321000.0,
Cash And Cash Equivalents,77862000.0,66540000.0,45591000.0,24321000.0,
