,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,28200000.0,25500000.0,22600000.0,19392961.0,
Ordinary Shares Number,109617146.0,109418146.0,109600000.0,108674766.0,
Share Issued,137817146.0,134918146.0,132200000.0,128067727.0,
Total Debt,2704400000.0,2702900000.0,2701400000.0,2699700000.0,
Tangible Book Value,28205000000.0,24934500000.0,21748500000.0,18762100000.0,
Invested Capital,31338000000.0,27956000000.0,24645400000.0,20748800000.0,
Working Capital,14716600000.0,16055800000.0,12742800000.0,10082400000.0,
Net Tangible Assets,28205000000.0,24934500000.0,21748500000.0,18762100000.0,
Capital Lease Obligations,720000000.0,720000000.0,720000000.0,719700000.0,
Common Stock Equity,29353600000.0,25973100000.0,22664000000.0,18768800000.0,
Total Capitalization,31338000000.0,27956000000.0,24645400000.0,20748800000.0,
Total Equity Gross Minority Interest,29353600000.0,25973100000.0,22664000000.0,18768800000.0,
Stockholders Equity,29353600000.0,25973100000.0,22664000000.0,18768800000.0,
Gains Losses Not Affecting Retained Earnings,-7900000.0,-80900000.0,-238800000.0,-26200000.0,
Other Equity Adjustments,-7900000.0,-80900000.0,-238800000.0,-26200000.0,
Treasury Stock,15167400000.0,12560400000.0,10353300000.0,8260900000.0,
Retained Earnings,31672900000.0,27260300000.0,23306700000.0,18968300000.0,
Additional Paid In Capital,12855900000.0,11354000000.0,9949300000.0,8087500000.0,
Capital Stock,100000.0,100000.0,100000.0,100000.0,
Common Stock,100000.0,100000.0,100000.0,100000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,8405800000.0,7107100000.0,6550500000.0,6666000000.0,
Total Non Current Liabilities Net Minority Interest,4461500000.0,3683700000.0,3409200000.0,2733500000.0,
Other Non Current Liabilities,1571400000.0,854100000.0,638000000.0,680200000.0,
Non Current Deferred Liabilities,185700000.0,126700000.0,69800000.0,73300000.0,
Non Current Deferred Revenue,185700000.0,126700000.0,69800000.0,73300000.0,
Long Term Debt And Capital Lease Obligation,2704400000.0,2702900000.0,2701400000.0,1980000000.0,
Long Term Capital Lease Obligation,720000000.0,720000000.0,720000000.0,0.0,
Long Term Debt,1984400000.0,1982900000.0,1981400000.0,1980000000.0,
Current Liabilities,3944300000.0,3423400000.0,3141300000.0,3932500000.0,
Other Current Liabilities,,,,,122400000.0
Current Deferred Liabilities,627700000.0,458900000.0,477900000.0,442000000.0,
Current Deferred Revenue,627700000.0,458900000.0,477900000.0,442000000.0,
Current Debt And Capital Lease Obligation,,,,719700000.0,
Current Capital Lease Obligation,,,0.0,719700000.0,0.0
Payables And Accrued Expenses,3316600000.0,2964500000.0,2663400000.0,2770800000.0,
Current Accrued Expenses,2313900000.0,2346200000.0,2074200000.0,1593100000.0,
Payables,1002700000.0,618300000.0,589200000.0,1177700000.0,
Dueto Related Parties Current,,,10500000.0,287400000.0,16100000.0
Total Tax Payable,213200000.0,11700000.0,300000.0,326300000.0,
Income Tax Payable,213200000.0,11700000.0,300000.0,326300000.0,
Accounts Payable,789500000.0,606600000.0,589200000.0,564000000.0,
Total Assets,37759400000.0,33080200000.0,29214500000.0,25434800000.0,
Total Non Current Assets,19098500000.0,13601000000.0,13330400000.0,11419900000.0,
Other Non Current Assets,1136000000.0,444100000.0,336400000.0,216100000.0,
Non Current Deferred Assets,3314100000.0,2575400000.0,1723700000.0,876900000.0,
Non Current Deferred Taxes Assets,3314100000.0,2575400000.0,1723700000.0,876900000.0,
Investments And Advances,8900100000.0,5396500000.0,6591800000.0,6838000000.0,
Investmentin Financial Assets,8900100000.0,5396500000.0,6591800000.0,6838000000.0,
Available For Sale Securities,8900100000.0,5396500000.0,6591800000.0,6838000000.0,
Goodwill And Other Intangible Assets,1148600000.0,1038600000.0,915500000.0,6700000.0,
Other Intangible Assets,1148600000.0,1038600000.0,915500000.0,,
Net PPE,4599700000.0,4146400000.0,3763000000.0,3482200000.0,
Accumulated Depreciation,-2286900000.0,-1978800000.0,-1669200000.0,-1398100000.0,
Gross PPE,6886600000.0,6125200000.0,5432200000.0,4880300000.0,
Leases,154500000.0,133900000.0,114300000.0,113900000.0,
Construction In Progress,1721600000.0,1345000000.0,980500000.0,767700000.0,
Other Properties,1494500000.0,1384500000.0,1315300000.0,1225500000.0,
Machinery Furniture Equipment,654600000.0,555600000.0,487600000.0,436700000.0,
Buildings And Improvements,2573200000.0,2423100000.0,2270000000.0,2088500000.0,
Land And Improvements,288200000.0,283100000.0,264500000.0,248000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,18660900000.0,19479200000.0,15884100000.0,14014900000.0,
Other Current Assets,349200000.0,386600000.0,411200000.0,332400000.0,
Current Deferred Assets,,,521800000.0,448500000.0,430900000.0
Prepaid Assets,,,411200000.0,332400000.0,160800000.0
Inventory,3087300000.0,2580500000.0,2401900000.0,1951300000.0,
Other Inventories,725700000.0,522100000.0,521800000.0,448500000.0,
Finished Goods,139800000.0,147300000.0,98600000.0,73700000.0,
Work In Process,1342300000.0,1121800000.0,963100000.0,707200000.0,
Raw Materials,879500000.0,789300000.0,818400000.0,721900000.0,
Receivables,6211900000.0,5667300000.0,5328700000.0,6036500000.0,
Other Receivables,,,,,598500000.0
Accounts Receivable,6211900000.0,5667300000.0,5328700000.0,6036500000.0,
Cash Cash Equivalents And Short Term Investments,9012500000.0,10844800000.0,7742300000.0,5694700000.0,
Other Short Term Investments,6524300000.0,8114800000.0,4636400000.0,2809100000.0,
Cash And Cash Equivalents,2488200000.0,2730000000.0,3105900000.0,2885600000.0,
