,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,11208444.0,350000.0,,,
Ordinary Shares Number,1913768088.0,1915057047.0,1888972560.0,1888972560.0,
Share Issued,1924976532.0,1915407047.0,1888972560.0,1888972560.0,
Net Debt,7424000000.0,6904000000.0,7760000000.0,,
Total Debt,8719000000.0,8427000000.0,116000000.0,129000000.0,
Tangible Book Value,-7649000000.0,-7679000000.0,932000000.0,-112000000.0,
Invested Capital,18162000000.0,19497000000.0,19970000000.0,20399000000.0,
Working Capital,-214000000.0,657000000.0,1951000000.0,885000000.0,
Net Tangible Assets,-7649000000.0,-7679000000.0,932000000.0,-112000000.0,
Capital Lease Obligations,225000000.0,141000000.0,116000000.0,129000000.0,
Common Stock Equity,9668000000.0,11211000000.0,19970000000.0,20399000000.0,
Total Capitalization,16610000000.0,18898000000.0,19970000000.0,20399000000.0,
Total Equity Gross Minority Interest,9668000000.0,11211000000.0,19970000000.0,20399000000.0,
Stockholders Equity,9668000000.0,11211000000.0,19970000000.0,20399000000.0,
Other Equity Interest,,,25425000000.0,24872000000.0,21928000000.0
Gains Losses Not Affecting Retained Earnings,-6146000000.0,-5377000000.0,-5455000000.0,-4473000000.0,
Other Equity Adjustments,-6146000000.0,-5377000000.0,-5455000000.0,-1000000.0,
Foreign Currency Translation Adjustments,,,-5474000000.0,-4421000000.0,-3495000000.0
Minimum Pension Liabilities,,,12000000.0,-51000000.0,-76000000.0
Treasury Stock,242000000.0,7000000.0,0.0,,
Retained Earnings,-93000000.0,429000000.0,0.0,,
Additional Paid In Capital,16130000000.0,16147000000.0,0.0,,
Capital Stock,19000000.0,19000000.0,0.0,,
Common Stock,19000000.0,19000000.0,0.0,,
Preferred Stock,0.0,0.0,0.0,,
Total Liabilities Net Minority Interest,15933000000.0,16640000000.0,7346000000.0,7530000000.0,
Total Non Current Liabilities Net Minority Interest,10194000000.0,11159000000.0,3420000000.0,3488000000.0,
Other Non Current Liabilities,,,646000000.0,,
Employee Benefits,342000000.0,360000000.0,214000000.0,302000000.0,
Non Current Accrued Expenses,132000000.0,65000000.0,62000000.0,71000000.0,
Tradeand Other Payables Non Current,328000000.0,329000000.0,584000000.0,603000000.0,
Non Current Deferred Liabilities,2261000000.0,2621000000.0,2479000000.0,2430000000.0,
Non Current Deferred Taxes Liabilities,2261000000.0,2621000000.0,2479000000.0,2430000000.0,
Long Term Debt And Capital Lease Obligation,7131000000.0,7784000000.0,81000000.0,82000000.0,
Long Term Capital Lease Obligation,189000000.0,97000000.0,81000000.0,82000000.0,
Long Term Debt,6942000000.0,7687000000.0,8930000000.0,,
Current Liabilities,5739000000.0,5481000000.0,3926000000.0,4042000000.0,
Current Debt And Capital Lease Obligation,1588000000.0,643000000.0,35000000.0,47000000.0,
Current Capital Lease Obligation,36000000.0,44000000.0,35000000.0,47000000.0,
Current Debt,1552000000.0,599000000.0,,,
Other Current Borrowings,752000000.0,,,,
Commercial Paper,800000000.0,599000000.0,0.0,,
Pensionand Other Post Retirement Benefit Plans Current,325000000.0,406000000.0,272000000.0,266000000.0,
Payables And Accrued Expenses,3826000000.0,4432000000.0,3619000000.0,3729000000.0,
Current Accrued Expenses,1416000000.0,1688000000.0,1461000000.0,1545000000.0,
Payables,2410000000.0,2744000000.0,2158000000.0,2184000000.0,
Total Tax Payable,156000000.0,255000000.0,329000000.0,357000000.0,
Income Tax Payable,74000000.0,142000000.0,329000000.0,357000000.0,
Accounts Payable,2254000000.0,2489000000.0,1829000000.0,1827000000.0,
Total Assets,25601000000.0,27851000000.0,27316000000.0,27929000000.0,
Total Non Current Assets,20076000000.0,21713000000.0,21439000000.0,23002000000.0,
