,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,565929654.0,567732687.0,594747484.0,642223571.0
Preferred Shares Number,102251000.0,102251000.0,102251000.0,84251000.0
Ordinary Shares Number,1559796088.0,1557993055.0,1530978258.0,1483502171.0
Share Issued,2125725742.0,2125725742.0,2125725742.0,2125725742.0
Net Debt,9124000000.0,1743000000.0,15846000000.0,12813000000.0
Total Debt,65626000000.0,62935000000.0,69388000000.0,41718000000.0
Tangible Book Value,33687000000.0,29925000000.0,24430000000.0,34547000000.0
Invested Capital,117396000000.0,111433000000.0,113346000000.0,90265000000.0
Net Tangible Assets,40495000000.0,36733000000.0,31238000000.0,40918000000.0
Common Stock Equity,51770000000.0,48498000000.0,43958000000.0,48547000000.0
Preferred Stock Equity,6808000000.0,6808000000.0,6808000000.0,6371000000.0
Total Capitalization,116580000000.0,106786000000.0,90595000000.0,87043000000.0
Total Equity Gross Minority Interest,59040000000.0,55771000000.0,51232000000.0,55387000000.0
Minority Interest,462000000.0,465000000.0,466000000.0,469000000.0
Stockholders Equity,58578000000.0,55306000000.0,50766000000.0,54918000000.0
Gains Losses Not Affecting Retained Earnings,-9764000000.0,-10096000000.0,-11407000000.0,-1943000000.0
Other Equity Adjustments,-9764000000.0,-10096000000.0,-11407000000.0,-1943000000.0
Treasury Stock,24065000000.0,24126000000.0,25269000000.0,27271000000.0
Retained Earnings,76863000000.0,74026000000.0,71901000000.0,69201000000.0
Additional Paid In Capital,8715000000.0,8673000000.0,8712000000.0,8539000000.0
Capital Stock,6829000000.0,6829000000.0,6829000000.0,6392000000.0
Common Stock,21000000.0,21000000.0,21000000.0,21000000.0
Preferred Stock,6808000000.0,6808000000.0,6808000000.0,6371000000.0
Total Liabilities Net Minority Interest,619278000000.0,607720000000.0,623573000000.0,517897000000.0
Long Term Debt And Capital Lease Obligation,58002000000.0,51480000000.0,39829000000.0,32125000000.0
Long Term Debt,58002000000.0,51480000000.0,39829000000.0,32125000000.0
Current Debt And Capital Lease Obligation,7624000000.0,11455000000.0,29559000000.0,9593000000.0
Current Debt,7624000000.0,11455000000.0,29559000000.0,9593000000.0
Other Current Borrowings,3336000000.0,3682000000.0,21414000000.0,3567000000.0
Commercial Paper,4288000000.0,7773000000.0,8145000000.0,6026000000.0
Total Assets,678318000000.0,663491000000.0,674805000000.0,573284000000.0
Investments And Advances,164306000000.0,153413000000.0,160792000000.0,174264000000.0
Held To Maturity Securities,77942000000.0,84045000000.0,88740000000.0,41858000000.0
Goodwill And Other Intangible Assets,18083000000.0,18573000000.0,19528000000.0,14000000000.0
Other Intangible Assets,5547000000.0,6084000000.0,7155000000.0,3738000000.0
Goodwill,12536000000.0,12489000000.0,12373000000.0,10262000000.0
Net PPE,3565000000.0,3623000000.0,3858000000.0,3305000000.0
Accumulated Depreciation,-4588000000.0,-4636000000.0,-5069000000.0,-4948000000.0
Gross PPE,8153000000.0,8259000000.0,8927000000.0,8253000000.0
Construction In Progress,96000000.0,68000000.0,46000000.0,23000000.0
Other Properties,1428000000.0,1424000000.0,1565000000.0,1186000000.0
Machinery Furniture Equipment,3010000000.0,3013000000.0,3485000000.0,3438000000.0
Buildings And Improvements,3121000000.0,3239000000.0,3296000000.0,3161000000.0
Land And Improvements,498000000.0,515000000.0,535000000.0,445000000.0
Receivables,8270000000.0,8340000000.0,10081000000.0,12367000000.0
Other Receivables,8270000000.0,8340000000.0,10081000000.0,12367000000.0
Other Short Term Investments,86364000000.0,69368000000.0,72052000000.0,132406000000.0
Cash And Cash Equivalents,56502000000.0,61192000000.0,53542000000.0,28905000000.0
Cash Cash Equivalents And Federal Funds Sold,56502000000.0,61192000000.0,53542000000.0,28905000000.0
