,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,100000.0,200000.0,200000.0,300000.0,
Ordinary Shares Number,853900000.0,853616677.0,858800000.0,869700000.0,
Share Issued,854000000.0,853816677.0,859000000.0,870000000.0,
Net Debt,15172000000.0,19095000000.0,14060000000.0,11660000000.0,
Total Debt,25652000000.0,26729000000.0,23521000000.0,25528000000.0,
Tangible Book Value,9354000000.0,9129000000.0,12767000000.0,8075000000.0,
Invested Capital,38002000000.0,39570000000.0,39448000000.0,36168000000.0,
Working Capital,2869000000.0,1737000000.0,4077000000.0,7365000000.0,
Net Tangible Assets,9354000000.0,9129000000.0,12767000000.0,8075000000.0,
Capital Lease Obligations,4368000000.0,4465000000.0,3859000000.0,3613000000.0,
Common Stock Equity,16718000000.0,17306000000.0,19786000000.0,14253000000.0,
Total Capitalization,36164000000.0,36222000000.0,37107000000.0,34037000000.0,
Total Equity Gross Minority Interest,16743000000.0,17314000000.0,19803000000.0,14269000000.0,
Minority Interest,25000000.0,8000000.0,17000000.0,16000000.0,
Stockholders Equity,16718000000.0,17306000000.0,19786000000.0,14253000000.0,
Other Equity Interest,7000000.0,9000000.0,13000000.0,16000000.0,
Gains Losses Not Affecting Retained Earnings,-4309000000.0,-3758000000.0,-1549000000.0,-3278000000.0,
Other Equity Adjustments,-4309000000.0,-3758000000.0,-1549000000.0,-3278000000.0,
Treasury Stock,7000000.0,9000000.0,13000000.0,16000000.0,
Retained Earnings,20882000000.0,21055000000.0,21326000000.0,16179000000.0,
Additional Paid In Capital,136000000.0,0.0,0.0,1343000000.0,
Capital Stock,9000000.0,9000000.0,9000000.0,9000000.0,
Common Stock,9000000.0,9000000.0,9000000.0,9000000.0,
Total Liabilities Net Minority Interest,53327000000.0,53543000000.0,51321000000.0,55136000000.0,
Total Non Current Liabilities Net Minority Interest,36886000000.0,35867000000.0,33181000000.0,37567000000.0,
Other Non Current Liabilities,3351000000.0,3264000000.0,3513000000.0,3578000000.0,
Employee Benefits,6859000000.0,6159000000.0,4807000000.0,8047000000.0,
Non Current Pension And Other Postretirement Benefit Plans,6859000000.0,6159000000.0,4807000000.0,8047000000.0,
Non Current Deferred Liabilities,3595000000.0,3772000000.0,4302000000.0,3125000000.0,
Non Current Deferred Taxes Liabilities,3595000000.0,3772000000.0,4302000000.0,3125000000.0,
Long Term Debt And Capital Lease Obligation,23081000000.0,22672000000.0,20559000000.0,22817000000.0,
Long Term Capital Lease Obligation,3635000000.0,3756000000.0,3238000000.0,3033000000.0,
Long Term Debt,19446000000.0,18916000000.0,17321000000.0,19784000000.0,
Current Liabilities,16441000000.0,17676000000.0,18140000000.0,17569000000.0,
Other Current Liabilities,1437000000.0,1256000000.0,1467000000.0,1430000000.0,
Current Debt And Capital Lease Obligation,2571000000.0,4057000000.0,2962000000.0,2711000000.0,
