,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,18200000.0,21800000.0,6900000.0,3200000.0
Ordinary Shares Number,390700000.0,385400000.0,386300000.0,388000000.0
Share Issued,408900000.0,407200000.0,393200000.0,391200000.0
Net Debt,1835300000.0,1867900000.0,1328000000.0,929200000.0
Total Debt,2587400000.0,2594000000.0,2145000000.0,2157900000.0
Tangible Book Value,1976400000.0,1908900000.0,1932800000.0,1984100000.0
Invested Capital,4544000000.0,4502800000.0,4102100000.0,4023900000.0
Working Capital,1369400000.0,2869900000.0,1829500000.0,2963600000.0
Net Tangible Assets,1976400000.0,1908900000.0,1932800000.0,1984100000.0
Capital Lease Obligations,146000000.0,159800000.0,174700000.0,176100000.0
Common Stock Equity,2102600000.0,2068600000.0,2131800000.0,2042100000.0
Total Capitalization,3339600000.0,4502800000.0,3329500000.0,4023900000.0
Total Equity Gross Minority Interest,2102600000.0,2068600000.0,2131800000.0,2042100000.0
Stockholders Equity,2102600000.0,2068600000.0,2131800000.0,2042100000.0
Gains Losses Not Affecting Retained Earnings,-8000000.0,-16700000.0,-11600000.0,500000.0
Other Equity Adjustments,-8000000.0,-16700000.0,-11600000.0,500000.0
Treasury Stock,1581200000.0,2451100000.0,595000000.0,206200000.0
Retained Earnings,1597600000.0,1021400000.0,479900000.0,138700000.0
Additional Paid In Capital,2093800000.0,3514600000.0,2258100000.0,2108700000.0
Capital Stock,400000.0,400000.0,400000.0,400000.0
Common Stock,400000.0,400000.0,400000.0,400000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,4381900000.0,4195900000.0,3259900000.0,2891200000.0
Total Non Current Liabilities Net Minority Interest,1449900000.0,2639900000.0,1420600000.0,2170400000.0
Other Non Current Liabilities,18100000.0,5200000.0,5900000.0,8200000.0
Tradeand Other Payables Non Current,44800000.0,38700000.0,32700000.0,2800000.0
Non Current Deferred Liabilities,9500000.0,7400000.0,19000000.0,22000000.0
Non Current Deferred Revenue,9500000.0,7400000.0,19000000.0,16100000.0
Non Current Deferred Taxes Liabilities,,,4900000.0,5900000.0
Long Term Debt And Capital Lease Obligation,1360500000.0,2572900000.0,1351900000.0,2137400000.0
Long Term Capital Lease Obligation,123500000.0,138700000.0,154200000.0,155600000.0
Long Term Debt,1237000000.0,2434200000.0,1197700000.0,1981800000.0
