,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,25688335.0,20434584.0,14717347.0,11313634.0,
Ordinary Shares Number,251291100.0,254543290.0,258875999.0,261143805.0,
Share Issued,276979435.0,274977874.0,273593346.0,272457439.0,
Net Debt,9678000000.0,9574100000.0,10370900000.0,9449300000.0,
Total Debt,11913300000.0,11809700000.0,12507900000.0,11495400000.0,
Tangible Book Value,-7062100000.0,-7790700000.0,-8483100000.0,-8698900000.0,
Invested Capital,13939600000.0,13566700000.0,13671800000.0,12052200000.0,
Working Capital,-1407900000.0,-1114000000.0,-53000000.0,-665800000.0,
Net Tangible Assets,-7062100000.0,-7790700000.0,-8483100000.0,-8698900000.0,
Capital Lease Obligations,2024900000.0,1958800000.0,1938200000.0,1880400000.0,
Common Stock Equity,4051200000.0,3715800000.0,3102100000.0,2437200000.0,
Total Capitalization,12228000000.0,12093700000.0,12693100000.0,11028100000.0,
Total Equity Gross Minority Interest,4051200000.0,3715800000.0,3102100000.0,2437200000.0,
Stockholders Equity,4051200000.0,3715800000.0,3102100000.0,2437200000.0,
Other Equity Interest,,,3963900000.0,3793000000.0,3491400000.0
Gains Losses Not Affecting Retained Earnings,-875200000.0,-624300000.0,-700600000.0,-698400000.0,
Other Equity Adjustments,-875200000.0,-624300000.0,-700600000.0,-698400000.0,
Foreign Currency Translation Adjustments,,,-810800000.0,-702100000.0,-671500000.0
Minimum Pension Liabilities,,,78300000.0,-32200000.0,-87200000.0
Treasury Stock,6988600000.0,5233600000.0,3775600000.0,2869900000.0,
Retained Earnings,7246300000.0,5288300000.0,3523200000.0,2121700000.0,
Additional Paid In Capital,4576200000.0,4193600000.0,3963900000.0,3793000000.0,
Capital Stock,92500000.0,91800000.0,91200000.0,90800000.0,
Common Stock,92500000.0,91800000.0,91200000.0,90800000.0,
Total Liabilities Net Minority Interest,19581400000.0,19238600000.0,19491900000.0,18229500000.0,
Total Non Current Liabilities Net Minority Interest,12772700000.0,12611700000.0,13531200000.0,12510000000.0,
Other Non Current Liabilities,2309400000.0,1908000000.0,1606400000.0,1420800000.0,
Employee Benefits,120700000.0,133200000.0,139300000.0,259400000.0,
Non Current Pension And Other Postretirement Benefit Plans,120700000.0,133200000.0,139300000.0,259400000.0,
Non Current Accrued Expenses,,,240200000.0,277400000.0,300500000.0
Non Current Deferred Liabilities,607500000.0,683100000.0,681600000.0,768200000.0,
Non Current Deferred Taxes Liabilities,607500000.0,683100000.0,681600000.0,768200000.0,
Long Term Debt And Capital Lease Obligation,9735100000.0,9887400000.0,11103900000.0,10061600000.0,
Long Term Capital Lease Obligation,1558300000.0,1509500000.0,1512900000.0,1470700000.0,
Long Term Debt,8176800000.0,8377900000.0,9591000000.0,8590900000.0,
Current Liabilities,6808700000.0,6626900000.0,5960700000.0,5719500000.0,
Current Debt And Capital Lease Obligation,2178200000.0,1922300000.0,1404000000.0,1433800000.0,
Current Capital Lease Obligation,466600000.0,449300000.0,425300000.0,409700000.0,
Current Debt,1711600000.0,1473000000.0,978700000.0,1024100000.0,
Other Current Borrowings,1049200000.0,1098800000.0,600000.0,260600000.0,
Line Of Credit,6800000.0,26500000.0,39600000.0,23600000.0,
Commercial Paper,655600000.0,347700000.0,938500000.0,739900000.0,
Pensionand Other Post Retirement Benefit Plans Current,,,,716600000.0,752700000.0
Payables And Accrued Expenses,4630500000.0,4704600000.0,4556700000.0,4285700000.0,
Current Accrued Expenses,1360200000.0,1329500000.0,1138300000.0,1005800000.0,
Payables,3270300000.0,3375100000.0,3418400000.0,3279900000.0,
Total Tax Payable,1017100000.0,1060100000.0,981900000.0,876900000.0,
Accounts Payable,2253200000.0,2315000000.0,2436500000.0,2403000000.0,
Total Assets,23632600000.0,22954400000.0,22594000000.0,20666700000.0,
Total Non Current Assets,18231800000.0,17441500000.0,16686300000.0,15613000000.0,
Other Non Current Assets,1631500000.0,1210800000.0,1027300000.0,789000000.0,
Non Current Deferred Assets,,,,,53100000.0
Goodwill And Other Intangible Assets,11113300000.0,11506500000.0,11585200000.0,11136100000.0,
Other Intangible Assets,3533200000.0,3880500000.0,4002000000.0,4001500000.0,
Goodwill,7580100000.0,7626000000.0,7583200000.0,7134600000.0,
Net PPE,5487000000.0,4724200000.0,4073800000.0,3687900000.0,
Accumulated Depreciation,-3190200000.0,-3040200000.0,-2981600000.0,-2797200000.0,
Gross PPE,8677200000.0,7764400000.0,7055400000.0,6485100000.0,
Construction In Progress,1598100000.0,1111000000.0,496100000.0,205400000.0,
Other Properties,1953800000.0,1887400000.0,1866800000.0,1820600000.0,
Machinery Furniture Equipment,3689500000.0,3459800000.0,3230200000.0,3043600000.0,
Buildings And Improvements,1175900000.0,1048700000.0,1199300000.0,1157800000.0,
Land And Improvements,259900000.0,257500000.0,263000000.0,257700000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,5400800000.0,5512900000.0,5907700000.0,5053700000.0,
Other Current Assets,513500000.0,438400000.0,518800000.0,608400000.0,
Inventory,2288100000.0,2329800000.0,2626500000.0,1927200000.0,
Finished Goods,1751900000.0,1810900000.0,1957700000.0,1378800000.0,
Work In Process,536200000.0,518900000.0,668800000.0,548400000.0,
Receivables,2388800000.0,2467900000.0,2563600000.0,2352400000.0,
Accounts Receivable,2388800000.0,2467900000.0,2563600000.0,2352400000.0,
Allowance For Doubtful Accounts Receivable,-60400000.0,-59600000.0,-56600000.0,-48900000.0,
Gross Accounts Receivable,2449200000.0,2527500000.0,2620200000.0,2401300000.0,
Cash Cash Equivalents And Short Term Investments,210400000.0,276800000.0,198800000.0,165700000.0,
Cash And Cash Equivalents,210400000.0,276800000.0,198800000.0,165700000.0,
