,2024-04-30,2023-04-30,2022-04-30,2021-04-30
Ordinary Shares Number,206376661.0,212000000.0,220000000.0,222000000.0
Share Issued,206376661.0,212000000.0,220000000.0,222000000.0
Net Debt,489000000.0,73000000.0,,
Total Debt,2652000000.0,2684000000.0,2940000000.0,2752000000.0
Tangible Book Value,-1737000000.0,-1781000000.0,-1650000000.0,-1455000000.0
Invested Capital,3538000000.0,3548000000.0,3474000000.0,3317000000.0
Working Capital,791000000.0,1213000000.0,1992000000.0,2549000000.0
Net Tangible Assets,-1737000000.0,-1781000000.0,-1650000000.0,-1455000000.0
Capital Lease Obligations,260000000.0,295000000.0,304000000.0,120000000.0
Common Stock Equity,1146000000.0,1159000000.0,838000000.0,685000000.0
Total Capitalization,3138000000.0,3548000000.0,3224000000.0,3317000000.0
Total Equity Gross Minority Interest,1146000000.0,1159000000.0,838000000.0,685000000.0
Stockholders Equity,1146000000.0,1159000000.0,838000000.0,685000000.0
Gains Losses Not Affecting Retained Earnings,-59000000.0,-51000000.0,-44000000.0,-30000000.0
Other Equity Adjustments,-59000000.0,-51000000.0,-44000000.0,-30000000.0
Retained Earnings,208000000.0,265000000.0,122000000.0,211000000.0
Capital Stock,997000000.0,945000000.0,760000000.0,504000000.0
Common Stock,997000000.0,945000000.0,760000000.0,504000000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,8741000000.0,8659000000.0,9188000000.0,8675000000.0
Total Non Current Liabilities Net Minority Interest,4635000000.0,5192000000.0,5235000000.0,5223000000.0
Other Non Current Liabilities,103000000.0,93000000.0,88000000.0,90000000.0
Tradeand Other Payables Non Current,100000000.0,215000000.0,303000000.0,351000000.0
Non Current Deferred Liabilities,2211000000.0,2239000000.0,2192000000.0,2068000000.0
Non Current Deferred Revenue,2058000000.0,2095000000.0,2061000000.0,1941000000.0
Non Current Deferred Taxes Liabilities,153000000.0,144000000.0,131000000.0,127000000.0
Long Term Debt And Capital Lease Obligation,2212000000.0,2637000000.0,2643000000.0,2703000000.0
Long Term Capital Lease Obligation,220000000.0,248000000.0,257000000.0,71000000.0
Long Term Debt,1992000000.0,2389000000.0,2386000000.0,2632000000.0
Long Term Provisions,9000000.0,8000000.0,9000000.0,11000000.0
Current Liabilities,4106000000.0,3467000000.0,3953000000.0,3452000000.0
Other Current Liabilities,417000000.0,430000000.0,399000000.0,395000000.0
Current Deferred Liabilities,2176000000.0,2218000000.0,2171000000.0,2062000000.0
Current Deferred Revenue,2176000000.0,2218000000.0,2171000000.0,2062000000.0
Current Debt And Capital Lease Obligation,440000000.0,47000000.0,297000000.0,49000000.0
Current Capital Lease Obligation,40000000.0,47000000.0,47000000.0,49000000.0
Current Debt,400000000.0,,250000000.0,
Other Current Borrowings,400000000.0,,250000000.0,
Commercial Paper,,,,0.0
Pensionand Other Post Retirement Benefit Plans Current,538000000.0,363000000.0,462000000.0,505000000.0
Current Provisions,18000000.0,17000000.0,17000000.0,21000000.0
Payables And Accrued Expenses,517000000.0,392000000.0,607000000.0,420000000.0
Current Accrued Expenses,,,,21000000.0
Payables,517000000.0,392000000.0,607000000.0,420000000.0
Accounts Payable,517000000.0,392000000.0,607000000.0,420000000.0
Total Assets,9887000000.0,9818000000.0,10026000000.0,9360000000.0
Total Non Current Assets,4990000000.0,5138000000.0,4081000000.0,3359000000.0
Other Non Current Assets,360000000.0,319000000.0,335000000.0,361000000.0
Non Current Deferred Assets,896000000.0,948000000.0,362000000.0,219000000.0
Non Current Deferred Taxes Assets,896000000.0,948000000.0,362000000.0,219000000.0
Goodwill And Other Intangible Assets,2883000000.0,2940000000.0,2488000000.0,2140000000.0
Other Intangible Assets,124000000.0,181000000.0,142000000.0,101000000.0
Goodwill,2759000000.0,2759000000.0,2346000000.0,2039000000.0
Net PPE,851000000.0,931000000.0,896000000.0,639000000.0
Accumulated Depreciation,-1478000000.0,-1363000000.0,-1250000000.0,-1273000000.0
Gross PPE,2329000000.0,2294000000.0,2146000000.0,1912000000.0
Leases,81000000.0,91000000.0,92000000.0,83000000.0
Construction In Progress,70000000.0,55000000.0,65000000.0,46000000.0
Other Properties,247000000.0,281000000.0,294000000.0,114000000.0
Machinery Furniture Equipment,1518000000.0,1462000000.0,1296000000.0,1267000000.0
Buildings And Improvements,367000000.0,359000000.0,353000000.0,356000000.0
Land And Improvements,46000000.0,46000000.0,46000000.0,46000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,4897000000.0,4680000000.0,5945000000.0,6001000000.0
Other Current Assets,452000000.0,456000000.0,377000000.0,346000000.0
Inventory,186000000.0,167000000.0,204000000.0,114000000.0
Finished Goods,70000000.0,102000000.0,73000000.0,92000000.0
Raw Materials,116000000.0,65000000.0,131000000.0,22000000.0
Receivables,1007000000.0,987000000.0,1230000000.0,945000000.0
Accounts Receivable,1007000000.0,987000000.0,1230000000.0,945000000.0
Cash Cash Equivalents And Short Term Investments,3252000000.0,3070000000.0,4134000000.0,4596000000.0
Other Short Term Investments,1349000000.0,754000000.0,22000000.0,67000000.0
Cash And Cash Equivalents,1903000000.0,2316000000.0,4112000000.0,4529000000.0
Cash Equivalents,1173000000.0,853000000.0,,
Cash Financial,730000000.0,1463000000.0,,
