,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Ordinary Shares Number,623000000.0,640000000.0,582000000.0,580000000.0
Share Issued,623000000.0,640000000.0,582000000.0,580000000.0
Net Debt,7758000000.0,9012000000.0,1849000000.0,2668000000.0
Total Debt,8655000000.0,9819000000.0,3829000000.0,3693000000.0
Tangible Book Value,-10651000000.0,-11114000000.0,-3989000000.0,-4483000000.0
Invested Capital,10801000000.0,11962000000.0,3643000000.0,3101000000.0
Working Capital,-1290000000.0,-1616000000.0,-805000000.0,-598000000.0
Net Tangible Assets,-10651000000.0,-11114000000.0,-3989000000.0,-4483000000.0
Capital Lease Obligations,51000000.0,57000000.0,93000000.0,92000000.0
Common Stock Equity,2197000000.0,2200000000.0,-93000000.0,-500000000.0
Total Capitalization,10626000000.0,11729000000.0,2643000000.0,2788000000.0
Total Equity Gross Minority Interest,2197000000.0,2200000000.0,-93000000.0,-500000000.0
Stockholders Equity,2197000000.0,2200000000.0,-93000000.0,-500000000.0
Gains Losses Not Affecting Retained Earnings,11000000.0,-15000000.0,-4000000.0,47000000.0
Other Equity Adjustments,11000000.0,-15000000.0,-4000000.0,47000000.0
Retained Earnings,-41000000.0,-585000000.0,-1940000000.0,-2776000000.0
Capital Stock,2227000000.0,2800000000.0,1851000000.0,2229000000.0
Common Stock,2227000000.0,2800000000.0,1851000000.0,2229000000.0
Total Liabilities Net Minority Interest,13575000000.0,13747000000.0,7036000000.0,6861000000.0
Total Non Current Liabilities Net Minority Interest,10927000000.0,10898000000.0,3971000000.0,4725000000.0
Other Non Current Liabilities,47000000.0,43000000.0,47000000.0,60000000.0
Non Current Accrued Expenses,586000000.0,0.0,,
Tradeand Other Payables Non Current,1490000000.0,820000000.0,996000000.0,1119000000.0
Non Current Deferred Liabilities,337000000.0,475000000.0,117000000.0,192000000.0
Non Current Deferred Revenue,76000000.0,80000000.0,42000000.0,55000000.0
Non Current Deferred Taxes Liabilities,261000000.0,395000000.0,75000000.0,137000000.0
Long Term Debt And Capital Lease Obligation,8467000000.0,9560000000.0,2811000000.0,3354000000.0
Long Term Capital Lease Obligation,38000000.0,31000000.0,75000000.0,66000000.0
Long Term Debt,8429000000.0,9529000000.0,2736000000.0,3288000000.0
Current Liabilities,2648000000.0,2849000000.0,3065000000.0,2136000000.0
Current Deferred Liabilities,1730000000.0,1708000000.0,1264000000.0,1210000000.0
Current Deferred Revenue,1730000000.0,1708000000.0,1264000000.0,1210000000.0
Current Debt And Capital Lease Obligation,188000000.0,259000000.0,1018000000.0,339000000.0
Current Capital Lease Obligation,13000000.0,26000000.0,18000000.0,26000000.0
Current Debt,175000000.0,233000000.0,1000000000.0,313000000.0
Other Current Borrowings,175000000.0,233000000.0,1000000000.0,313000000.0
Pensionand Other Post Retirement Benefit Plans Current,78000000.0,102000000.0,81000000.0,107000000.0
Payables And Accrued Expenses,652000000.0,780000000.0,702000000.0,480000000.0
Current Accrued Expenses,316000000.0,455000000.0,443000000.0,235000000.0
Interest Payable,78000000.0,27000000.0,,
Payables,336000000.0,325000000.0,259000000.0,245000000.0
Total Tax Payable,270000000.0,248000000.0,196000000.0,193000000.0
Income Tax Payable,198000000.0,172000000.0,109000000.0,111000000.0
Accounts Payable,66000000.0,77000000.0,63000000.0,52000000.0
Total Assets,15772000000.0,15947000000.0,6943000000.0,6361000000.0
Total Non Current Assets,14414000000.0,14714000000.0,4683000000.0,4823000000.0
Other Non Current Assets,66000000.0,47000000.0,46000000.0,46000000.0
Non Current Prepaid Assets,21000000.0,36000000.0,53000000.0,70000000.0
Non Current Deferred Assets,1215000000.0,353000000.0,351000000.0,355000000.0
Non Current Deferred Taxes Assets,1215000000.0,353000000.0,351000000.0,355000000.0
Non Current Accounts Receivable,11000000.0,669000000.0,25000000.0,30000000.0
Investments And Advances,136000000.0,176000000.0,178000000.0,185000000.0
Investmentin Financial Assets,136000000.0,176000000.0,178000000.0,185000000.0
Available For Sale Securities,136000000.0,176000000.0,178000000.0,185000000.0
Goodwill And Other Intangible Assets,12848000000.0,13314000000.0,3896000000.0,3983000000.0
Other Intangible Assets,2638000000.0,3097000000.0,1023000000.0,1116000000.0
Goodwill,10210000000.0,10217000000.0,2873000000.0,2867000000.0
Net PPE,117000000.0,119000000.0,134000000.0,154000000.0
Accumulated Depreciation,-512000000.0,-509000000.0,-515000000.0,-555000000.0
Gross PPE,629000000.0,628000000.0,649000000.0,709000000.0
Leases,35000000.0,28000000.0,56000000.0,58000000.0
Construction In Progress,1000000.0,1000000.0,1000000.0,1000000.0
Other Properties,45000000.0,43000000.0,74000000.0,76000000.0
Machinery Furniture Equipment,507000000.0,515000000.0,489000000.0,542000000.0
Buildings And Improvements,28000000.0,28000000.0,27000000.0,29000000.0
Land And Improvements,13000000.0,13000000.0,2000000.0,3000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1358000000.0,1233000000.0,2260000000.0,1538000000.0
Other Current Assets,17000000.0,23000000.0,24000000.0,15000000.0
Assets Held For Sale Current,15000000.0,31000000.0,56000000.0,233000000.0
Prepaid Assets,142000000.0,122000000.0,107000000.0,95000000.0
Receivables,338000000.0,307000000.0,182000000.0,244000000.0
Taxes Receivable,175000000.0,139000000.0,62000000.0,127000000.0
Accounts Receivable,163000000.0,168000000.0,120000000.0,117000000.0
Allowance For Doubtful Accounts Receivable,-2000000.0,-1000000.0,-1000000.0,-1000000.0
Gross Accounts Receivable,165000000.0,169000000.0,121000000.0,118000000.0
Cash Cash Equivalents And Short Term Investments,846000000.0,750000000.0,1891000000.0,951000000.0
Other Short Term Investments,,0.0,4000000.0,18000000.0
Cash And Cash Equivalents,846000000.0,750000000.0,1887000000.0,933000000.0
Cash Equivalents,438000000.0,174000000.0,1278000000.0,283000000.0
Cash Financial,408000000.0,576000000.0,609000000.0,650000000.0
