,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,42000000.0,41300000.0,41200000.0,38000000.0
Ordinary Shares Number,156315102.0,157000000.0,157100000.0,160300000.0
Share Issued,198315102.0,198300000.0,198300000.0,198300000.0
Total Debt,875000000.0,874000000.0,891000000.0,897000000.0
Tangible Book Value,13935000000.0,12098000000.0,10562000000.0,13105000000.0
Invested Capital,14750000000.0,12913000000.0,11401000000.0,13948000000.0
Net Tangible Assets,13935000000.0,12098000000.0,10562000000.0,13105000000.0
Capital Lease Obligations,60000000.0,59000000.0,52000000.0,54000000.0
Common Stock Equity,13935000000.0,12098000000.0,10562000000.0,13105000000.0
Total Capitalization,14725000000.0,12888000000.0,11351000000.0,13894000000.0
Total Equity Gross Minority Interest,13935000000.0,12098000000.0,10562000000.0,13105000000.0
Stockholders Equity,13935000000.0,12098000000.0,10562000000.0,13105000000.0
Gains Losses Not Affecting Retained Earnings,-309000000.0,-435000000.0,-614000000.0,648000000.0
Other Equity Adjustments,-309000000.0,-435000000.0,-614000000.0,648000000.0
Treasury Stock,2524000000.0,2385000000.0,2324000000.0,1921000000.0
Retained Earnings,14869000000.0,13084000000.0,11711000000.0,12625000000.0
Additional Paid In Capital,1502000000.0,1437000000.0,1392000000.0,1356000000.0
Capital Stock,397000000.0,397000000.0,397000000.0,397000000.0
Common Stock,397000000.0,397000000.0,397000000.0,397000000.0
Total Liabilities Net Minority Interest,22566000000.0,20671000000.0,19170000000.0,18282000000.0
Non Current Deferred Liabilities,1476000000.0,1324000000.0,1054000000.0,1744000000.0
Non Current Deferred Taxes Liabilities,1476000000.0,1324000000.0,1054000000.0,1744000000.0
Long Term Debt And Capital Lease Obligation,850000000.0,849000000.0,841000000.0,843000000.0
Long Term Capital Lease Obligation,60000000.0,59000000.0,52000000.0,54000000.0
Long Term Debt,790000000.0,790000000.0,789000000.0,789000000.0
Current Debt And Capital Lease Obligation,25000000.0,25000000.0,50000000.0,54000000.0
Current Debt,25000000.0,25000000.0,50000000.0,54000000.0
Current Notes Payable,25000000.0,25000000.0,50000000.0,54000000.0
Total Assets,36501000000.0,32769000000.0,29732000000.0,31387000000.0
Investments And Advances,27665000000.0,24780000000.0,21973000000.0,24337000000.0
Net PPE,214000000.0,208000000.0,202000000.0,205000000.0
Prepaid Assets,70000000.0,55000000.0,51000000.0,78000000.0
Receivables,3834000000.0,3543000000.0,3239000000.0,2865000000.0
Other Receivables,342000000.0,300000000.0,252000000.0,242000000.0
Accounts Receivable,3492000000.0,3243000000.0,2987000000.0,2623000000.0
Cash Cash Equivalents And Short Term Investments,17463000000.0,14698000000.0,13396000000.0,14161000000.0
Other Short Term Investments,16480000000.0,13791000000.0,12132000000.0,13022000000.0
Cash And Cash Equivalents,983000000.0,907000000.0,1264000000.0,1139000000.0
