,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Ordinary Shares Number,98883000.0,98629000.0,100067000.0,85353000.0
Share Issued,98883000.0,98629000.0,100067000.0,85353000.0
Net Debt,2999080000.0,2870298000.0,2740036000.0,1430009000.0
Total Debt,3383167000.0,3248277000.0,3279884000.0,1802987000.0
Tangible Book Value,112170000.0,121280000.0,-1200524000.0,-43465000.0
Invested Capital,9508264000.0,9155853000.0,9620712000.0,5531530000.0
Working Capital,1937996000.0,1149598000.0,956775000.0,633834000.0
Net Tangible Assets,112170000.0,121280000.0,-1200524000.0,-43465000.0
Capital Lease Obligations,177067000.0,169622000.0,191528000.0,152447000.0
Common Stock Equity,6302164000.0,6077198000.0,6532356000.0,3880990000.0
Total Capitalization,9422326000.0,9095853000.0,9477837000.0,5531530000.0
Total Equity Gross Minority Interest,6315346000.0,6087172000.0,6544637000.0,3891468000.0
Minority Interest,13182000.0,9974000.0,12281000.0,10478000.0
Stockholders Equity,6302164000.0,6077198000.0,6532356000.0,3880990000.0
Gains Losses Not Affecting Retained Earnings,-328657000.0,-320710000.0,-209808000.0,-61243000.0
Other Equity Adjustments,-328657000.0,-320710000.0,-209808000.0,-61243000.0
Retained Earnings,2087645000.0,1911533000.0,1999244000.0,1939408000.0
Capital Stock,4543176000.0,4486375000.0,4742920000.0,2002825000.0
Common Stock,4543176000.0,4486375000.0,4742920000.0,2002825000.0
Total Liabilities Net Minority Interest,4748351000.0,4734667000.0,4878957000.0,2683003000.0
Total Non Current Liabilities Net Minority Interest,3817224000.0,3872823000.0,3956735000.0,2105083000.0
Other Non Current Liabilities,21037000.0,21197000.0,21312000.0,30546000.0
Liabilities Heldfor Sale Non Current,0.0,20936000.0,,
Employee Benefits,9207000.0,10099000.0,10467000.0,14791000.0
Non Current Pension And Other Postretirement Benefit Plans,7886000.0,8946000.0,9107000.0,12438000.0
Tradeand Other Payables Non Current,6508000.0,10082000.0,12225000.0,13241000.0
Non Current Deferred Liabilities,479688000.0,617538000.0,780619000.0,236860000.0
Non Current Deferred Taxes Liabilities,479688000.0,617538000.0,780619000.0,236860000.0
Long Term Debt And Capital Lease Obligation,3265990000.0,3158212000.0,3100537000.0,1780213000.0
Long Term Capital Lease Obligation,145828000.0,139557000.0,155056000.0,129673000.0
Long Term Debt,3120162000.0,3018655000.0,2945481000.0,1650540000.0
Long Term Provisions,34794000.0,34759000.0,31575000.0,29432000.0
Current Liabilities,931127000.0,861844000.0,922222000.0,577920000.0
Other Current Liabilities,239709000.0,201364000.0,129755000.0,112023000.0
Current Deferred Liabilities,70460000.0,85727000.0,110791000.0,62492000.0
Current Deferred Revenue,70460000.0,85727000.0,110791000.0,62492000.0
Current Debt And Capital Lease Obligation,117177000.0,90065000.0,179347000.0,22774000.0
Current Capital Lease Obligation,31239000.0,30065000.0,36472000.0,22774000.0
Current Debt,85938000.0,60000000.0,142875000.0,
Other Current Borrowings,85938000.0,60000000.0,142875000.0,
Pensionand Other Post Retirement Benefit Plans Current,164831000.0,118463000.0,183721000.0,150078000.0
Current Provisions,13813000.0,11868000.0,10176000.0,9288000.0
Payables And Accrued Expenses,325137000.0,354357000.0,308432000.0,221265000.0
Current Accrued Expenses,59774000.0,49715000.0,55822000.0,36754000.0
Interest Payable,11109000.0,9243000.0,10014000.0,
Payables,265363000.0,304642000.0,252610000.0,184511000.0
Total Tax Payable,13640000.0,40477000.0,26873000.0,27561000.0
Income Tax Payable,13640000.0,40477000.0,26873000.0,27561000.0
Accounts Payable,251723000.0,264165000.0,225737000.0,156950000.0
Total Assets,11063697000.0,10821839000.0,11423594000.0,6574471000.0
Total Non Current Assets,8194574000.0,8810397000.0,9544597000.0,5362717000.0
Other Non Current Assets,66199000.0,1055151000.0,70661000.0,52720000.0
Goodwill And Other Intangible Assets,6189994000.0,5955918000.0,7732880000.0,3924455000.0
Other Intangible Assets,2119282000.0,2076699000.0,3328537000.0,898406000.0
Goodwill,4070712000.0,3879219000.0,4404343000.0,3026049000.0
Net PPE,1938381000.0,1799328000.0,1741056000.0,1385542000.0
Accumulated Depreciation,-1573947000.0,-1414101000.0,-1266213000.0,-1150537000.0
Gross PPE,3512328000.0,3213429000.0,3007269000.0,2536079000.0
Construction In Progress,500106000.0,472206000.0,356013000.0,211381000.0
Other Properties,1122514000.0,1045406000.0,1008741000.0,909045000.0
Machinery Furniture Equipment,1075082000.0,959952000.0,903649000.0,779044000.0
Buildings And Improvements,724492000.0,658108000.0,654851000.0,567132000.0
Land And Improvements,90134000.0,77757000.0,84015000.0,69477000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,2869123000.0,2011442000.0,1878997000.0,1211754000.0
Other Current Assets,174349000.0,176107000.0,156637000.0,66750000.0
Assets Held For Sale Current,804904000.0,157580000.0,,
Prepaid Assets,,179277000.0,156637000.0,66750000.0
Inventory,674535000.0,604410000.0,574999000.0,315067000.0
Inventories Adjustments Allowances,-43893000.0,-35601000.0,-30937000.0,-19778000.0
Finished Goods,374182000.0,325609000.0,334880000.0,176623000.0
Work In Process,98304000.0,93971000.0,76021000.0,54283000.0
Raw Materials,245942000.0,220431000.0,195035000.0,103939000.0
Receivables,1008315000.0,864988000.0,799041000.0,609406000.0
Accounts Receivable,1008315000.0,864988000.0,799041000.0,609406000.0
Allowance For Doubtful Accounts Receivable,-22984000.0,-19284000.0,-24371000.0,-11355000.0
Gross Accounts Receivable,1031299000.0,884272000.0,823412000.0,620761000.0
Cash Cash Equivalents And Short Term Investments,207020000.0,208357000.0,348320000.0,220531000.0
Cash And Cash Equivalents,207020000.0,208357000.0,348320000.0,220531000.0
