,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,5184092.0,5858476.0,6364991.0,6832640.0
Ordinary Shares Number,42963877.0,42289493.0,41782978.0,41315329.0
Share Issued,48147969.0,48147969.0,48147969.0,48147969.0
Net Debt,,480514000.0,813532000.0,1032105000.0
Total Debt,638368000.0,696889000.0,1046174000.0,1388172000.0
Tangible Book Value,-51314000.0,-590108000.0,-915272000.0,-1116624000.0
Invested Capital,3986356000.0,3584002000.0,3611778000.0,3665308000.0
Working Capital,375172000.0,-140553000.0,-42453000.0,134830000.0
Net Tangible Assets,-51314000.0,-590108000.0,-915272000.0,-1116624000.0
Capital Lease Obligations,40434000.0,50882000.0,58785000.0,46896000.0
Common Stock Equity,3388422000.0,2937995000.0,2624389000.0,2324032000.0
Total Capitalization,3986356000.0,3534201000.0,3581778000.0,3635308000.0
Total Equity Gross Minority Interest,3388422000.0,2937995000.0,2624389000.0,2324032000.0
Stockholders Equity,3388422000.0,2937995000.0,2624389000.0,2324032000.0
Gains Losses Not Affecting Retained Earnings,-157000.0,-326000.0,-844000.0,-46000.0
Other Equity Adjustments,-157000.0,-326000.0,-844000.0,-46000.0
Treasury Stock,18002000.0,20720000.0,22827000.0,25667000.0
Retained Earnings,1866799000.0,1603773000.0,1437854000.0,1273614000.0
Additional Paid In Capital,1539301000.0,1354787000.0,1209725000.0,1075650000.0
Capital Stock,481000.0,481000.0,481000.0,481000.0
Common Stock,481000.0,481000.0,481000.0,481000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,1791593000.0,1738668000.0,2063028000.0,2408129000.0
Total Non Current Liabilities Net Minority Interest,725986000.0,737530000.0,1173333000.0,1578628000.0
Other Non Current Liabilities,27382000.0,22621000.0,16967000.0,2893000.0
Non Current Deferred Liabilities,69879000.0,78881000.0,150928000.0,228123000.0
Non Current Deferred Revenue,22376000.0,291000.0,2037000.0,38000.0
Non Current Deferred Taxes Liabilities,47503000.0,78590000.0,148891000.0,228085000.0
Long Term Debt And Capital Lease Obligation,628725000.0,636028000.0,1005438000.0,1347612000.0
Long Term Capital Lease Obligation,30791000.0,39822000.0,48049000.0,36336000.0
Long Term Debt,597934000.0,596206000.0,957389000.0,1311276000.0
Current Liabilities,1065607000.0,1001138000.0,889695000.0,829501000.0
Current Deferred Liabilities,701438000.0,632914000.0,568538000.0,510529000.0
Current Deferred Revenue,701438000.0,632914000.0,568538000.0,510529000.0
Current Debt And Capital Lease Obligation,9643000.0,60861000.0,40736000.0,40560000.0
Current Capital Lease Obligation,9643000.0,11060000.0,10736000.0,10560000.0
Current Debt,,49801000.0,30000000.0,30000000.0
Other Current Borrowings,,49801000.0,30000000.0,30000000.0
Payables And Accrued Expenses,354526000.0,307363000.0,280421000.0,278412000.0
Current Accrued Expenses,197709000.0,158558000.0,131941000.0,158424000.0
Payables,156817000.0,148805000.0,148480000.0,119988000.0
Total Tax Payable,0.0,2466000.0,43667000.0,0.0
Income Tax Payable,0.0,2466000.0,43667000.0,0.0
Accounts Payable,156817000.0,146339000.0,104813000.0,119988000.0
Total Assets,5180015000.0,4676663000.0,4687417000.0,4732161000.0
Total Non Current Assets,3739236000.0,3816078000.0,3840175000.0,3767830000.0
Other Non Current Assets,86381000.0,63182000.0,49960000.0,45971000.0
Non Current Accounts Receivable,7153000.0,8988000.0,8271000.0,13937000.0
Investments And Advances,10758000.0,7046000.0,18508000.0,46353000.0
Goodwill And Other Intangible Assets,3439736000.0,3528103000.0,3539661000.0,3440656000.0
Other Intangible Assets,908083000.0,995994000.0,1050353000.0,1080982000.0
Goodwill,2531653000.0,2532109000.0,2489308000.0,2359674000.0
Net PPE,195208000.0,208759000.0,223775000.0,220913000.0
Accumulated Depreciation,-174327000.0,-178563000.0,-170722000.0,-141382000.0
Gross PPE,369535000.0,387322000.0,394497000.0,362295000.0
Other Properties,31433000.0,39039000.0,50989000.0,39720000.0
Machinery Furniture Equipment,133873000.0,153281000.0,161541000.0,145830000.0
Buildings And Improvements,181066000.0,172094000.0,159059000.0,154222000.0
Land And Improvements,23163000.0,22908000.0,22908000.0,22523000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1440779000.0,860585000.0,847242000.0,964331000.0
Other Current Assets,8057000.0,10303000.0,8239000.0,8151000.0
Prepaid Assets,65135000.0,54700000.0,50859000.0,55513000.0
Receivables,599609000.0,619704000.0,577257000.0,539196000.0
Taxes Receivable,11975000.0,0.0,0.0,18137000.0
Accounts Receivable,587634000.0,619704000.0,577257000.0,521059000.0
Allowance For Doubtful Accounts Receivable,-17325000.0,-22829000.0,-14761000.0,-12086000.0
Gross Accounts Receivable,604959000.0,642533000.0,592018000.0,533145000.0
Cash Cash Equivalents And Short Term Investments,767978000.0,175878000.0,210887000.0,361471000.0
Other Short Term Investments,23257000.0,10385000.0,37030000.0,52300000.0
Cash And Cash Equivalents,744721000.0,165493000.0,173857000.0,309171000.0
