,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,,0.0,,
Ordinary Shares Number,81203161.0,82292902.0,83162446.0,83162446.0
Share Issued,81203161.0,82292902.0,83162446.0,83162446.0
Net Debt,2233718000.0,2500476000.0,2578424000.0,1956960000.0
Total Debt,3035377000.0,3026895000.0,2783385000.0,2851817000.0
Tangible Book Value,-6836665000.0,-7121168000.0,-2509488000.0,-1876093000.0
Invested Capital,6850297000.0,6845295000.0,3327914000.0,4080540000.0
Working Capital,198910000.0,20290000.0,38121000.0,760938000.0
Net Tangible Assets,-6836665000.0,-7121168000.0,-2509488000.0,-1876093000.0
Capital Lease Obligations,276103000.0,290580000.0,24387000.0,20169000.0
Common Stock Equity,4091023000.0,4108980000.0,568916000.0,1248892000.0
Total Capitalization,6823784000.0,6822928000.0,3305231000.0,4057646000.0
Total Equity Gross Minority Interest,8718531000.0,8850546000.0,578824000.0,1258592000.0
Minority Interest,4627508000.0,4741566000.0,9908000.0,9700000.0
Stockholders Equity,4091023000.0,4108980000.0,568916000.0,1248892000.0
Gains Losses Not Affecting Retained Earnings,-2548000.0,-332000.0,846000.0,-2524000.0
Other Equity Adjustments,-2548000.0,-332000.0,846000.0,-2524000.0
Retained Earnings,-291728000.0,-135227000.0,0.0,
Additional Paid In Capital,4385297000.0,4244537000.0,0.0,
Capital Stock,2000.0,2000.0,568070000.0,1251416000.0
Common Stock,2000.0,2000.0,568070000.0,1251416000.0
Total Partnership Capital,,,568916000.0,1248892000.0
Limited Partnership Capital,,,568070000.0,1251416000.0
Total Liabilities Net Minority Interest,3981405000.0,3840193000.0,3001906000.0,3037583000.0
Total Non Current Liabilities Net Minority Interest,3310748000.0,3368053000.0,2771727000.0,2850263000.0
Other Non Current Liabilities,7457000.0,3046000.0,12818000.0,22923000.0
Preferred Securities Outside Stock Equity,,,9908000.0,9700000.0
Non Current Deferred Liabilities,312210000.0,372860000.0,0.0,
Non Current Deferred Taxes Liabilities,312210000.0,372860000.0,0.0,
Long Term Debt And Capital Lease Obligation,2991081000.0,2992147000.0,2758909000.0,2827340000.0
Long Term Capital Lease Obligation,258320000.0,278199000.0,22594000.0,18586000.0
Long Term Debt,2732761000.0,2713948000.0,2736315000.0,2808754000.0
Current Liabilities,670657000.0,472140000.0,230179000.0,187320000.0
Other Current Liabilities,16345000.0,8997000.0,9048000.0,2374000.0
Current Deferred Liabilities,101237000.0,118992000.0,71624000.0,50690000.0
Current Deferred Revenue,101237000.0,118992000.0,71624000.0,50690000.0
Current Debt And Capital Lease Obligation,44296000.0,34748000.0,24476000.0,24477000.0
Current Capital Lease Obligation,17783000.0,12381000.0,1793000.0,1583000.0
Current Debt,26513000.0,22367000.0,22683000.0,22894000.0
Other Current Borrowings,26513000.0,22367000.0,22683000.0,22894000.0
Payables And Accrued Expenses,508779000.0,309403000.0,125031000.0,109779000.0
Current Accrued Expenses,479098000.0,267363000.0,108189000.0,46085000.0
Interest Payable,20817000.0,41634000.0,35502000.0,18105000.0
Payables,29681000.0,42040000.0,16842000.0,63694000.0
Other Payable,,,41896000.0,45580000.0
Dueto Related Parties Current,,,7728000.0,6478000.0
Accounts Payable,29681000.0,42040000.0,16842000.0,11636000.0
Total Assets,12699936000.0,12690739000.0,3580730000.0,4296175000.0
Total Non Current Assets,11830369000.0,12198309000.0,3312430000.0,3347916000.0
Other Non Current Assets,65499000.0,52136000.0,30286000.0,27972000.0
Investments And Advances,32162000.0,16392000.0,5416000.0,1749000.0
Long Term Equity Investment,32162000.0,16392000.0,5416000.0,1749000.0
Goodwill And Other Intangible Assets,10927688000.0,11230148000.0,3078404000.0,3124985000.0
Other Intangible Assets,3263469000.0,3563663000.0,475765000.0,522346000.0
Goodwill,7664219000.0,7666485000.0,2602639000.0,2602639000.0
Net PPE,805020000.0,899633000.0,198324000.0,193210000.0
Accumulated Depreciation,-141692000.0,-88317000.0,-58700000.0,-45606000.0
Gross PPE,946712000.0,987950000.0,257024000.0,238816000.0
Construction In Progress,36114000.0,20389000.0,7053000.0,2080000.0
Other Properties,271263000.0,291217000.0,23276000.0,19161000.0
Machinery Furniture Equipment,211264000.0,200944000.0,59293000.0,51684000.0
Buildings And Improvements,377532000.0,394481000.0,116863000.0,117111000.0
Land And Improvements,50539000.0,80919000.0,50539000.0,48780000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,869567000.0,492430000.0,268300000.0,948258000.0
Other Current Assets,16531000.0,36026000.0,10143000.0,13453000.0
Assets Held For Sale Current,8490000.0,7500000.0,0.0,
Prepaid Assets,97581000.0,66030000.0,8297000.0,780000.0
Receivables,221409000.0,147035000.0,69286000.0,59337000.0
Duefrom Related Parties Current,37353000.0,11599000.0,23838000.0,37772000.0
Accounts Receivable,184056000.0,135436000.0,45448000.0,21565000.0
Allowance For Doubtful Accounts Receivable,-3132000.0,-1093000.0,-2355000.0,-479000.0
Gross Accounts Receivable,187188000.0,136529000.0,47803000.0,22044000.0
Cash Cash Equivalents And Short Term Investments,525556000.0,235839000.0,180574000.0,874688000.0
Cash And Cash Equivalents,525556000.0,235839000.0,180574000.0,874688000.0
