,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Treasury Shares Number,49873619.0,47740819.0,45401527.0,42013509.0
Ordinary Shares Number,65305731.0,67269577.0,69356981.0,72420566.0
Share Issued,115179350.0,115010396.0,114758508.0,114434075.0
Net Debt,12949000000.0,11155000000.0,11264000000.0,9541000000.0
Total Debt,14789000000.0,12662000000.0,12223000000.0,10508000000.0
Tangible Book Value,1059000000.0,1520000000.0,584000000.0,-152000000.0
Invested Capital,22028000000.0,19648000000.0,18432000000.0,15676000000.0
Working Capital,-74000000.0,-704000000.0,278000000.0,-452000000.0
Net Tangible Assets,1059000000.0,1520000000.0,584000000.0,-152000000.0
Capital Lease Obligations,1383000000.0,1144000000.0,853000000.0,823000000.0
Common Stock Equity,8622000000.0,8130000000.0,7062000000.0,5991000000.0
Total Capitalization,20850000000.0,18183000000.0,18271000000.0,14770000000.0
Total Equity Gross Minority Interest,8622000000.0,8130000000.0,7062000000.0,5991000000.0
Stockholders Equity,8622000000.0,8130000000.0,7062000000.0,5991000000.0
Gains Losses Not Affecting Retained Earnings,-405000000.0,-228000000.0,-264000000.0,-171000000.0
Other Equity Adjustments,-405000000.0,-228000000.0,-264000000.0,-171000000.0
Treasury Stock,7478000000.0,5965000000.0,4957000000.0,3957000000.0
Retained Earnings,13813000000.0,11672000000.0,9656000000.0,7551000000.0
Additional Paid In Capital,2691000000.0,2650000000.0,2626000000.0,2567000000.0
Capital Stock,1000000.0,1000000.0,1000000.0,1000000.0
Common Stock,1000000.0,1000000.0,1000000.0,1000000.0
Total Liabilities Net Minority Interest,19541000000.0,17459000000.0,17121000000.0,14301000000.0
Total Non Current Liabilities Net Minority Interest,16218000000.0,13822000000.0,14676000000.0,11698000000.0
Other Non Current Liabilities,24000000.0,,34000000.0,39000000.0
Employee Benefits,192000000.0,162000000.0,143000000.0,139000000.0
Non Current Accrued Expenses,,,34000000.0,39000000.0
Tradeand Other Payables Non Current,0.0,11000000.0,11000000.0,5000000.0
Non Current Deferred Liabilities,2685000000.0,2701000000.0,2671000000.0,2154000000.0
Non Current Deferred Taxes Liabilities,2685000000.0,2701000000.0,2671000000.0,2154000000.0
Long Term Debt And Capital Lease Obligation,13317000000.0,10948000000.0,11851000000.0,9400000000.0
Long Term Capital Lease Obligation,1089000000.0,895000000.0,642000000.0,621000000.0
Long Term Debt,12228000000.0,10053000000.0,11209000000.0,8779000000.0
Current Liabilities,3323000000.0,3637000000.0,2445000000.0,2603000000.0
Other Current Liabilities,223000000.0,168000000.0,137000000.0,85000000.0
Current Deferred Liabilities,185000000.0,138000000.0,131000000.0,83000000.0
Current Deferred Revenue,185000000.0,138000000.0,131000000.0,83000000.0
Current Debt And Capital Lease Obligation,1472000000.0,1714000000.0,372000000.0,1108000000.0
Current Capital Lease Obligation,294000000.0,249000000.0,211000000.0,202000000.0
Current Debt,1178000000.0,1465000000.0,161000000.0,906000000.0
Other Current Borrowings,1178000000.0,1465000000.0,161000000.0,906000000.0
Pensionand Other Post Retirement Benefit Plans Current,247000000.0,227000000.0,275000000.0,238000000.0
Current Provisions,17000000.0,21000000.0,6000000.0,10000000.0
Payables And Accrued Expenses,1179000000.0,1369000000.0,1524000000.0,1079000000.0
Current Accrued Expenses,367000000.0,325000000.0,272000000.0,221000000.0
Interest Payable,165000000.0,152000000.0,152000000.0,126000000.0
Payables,812000000.0,1044000000.0,1252000000.0,858000000.0
Total Tax Payable,64000000.0,139000000.0,113000000.0,42000000.0
Income Tax Payable,64000000.0,139000000.0,113000000.0,42000000.0
Accounts Payable,748000000.0,905000000.0,1139000000.0,816000000.0
Total Assets,28163000000.0,25589000000.0,24183000000.0,20292000000.0
Total Non Current Assets,24914000000.0,22656000000.0,21460000000.0,18141000000.0
Other Non Current Assets,49000000.0,43000000.0,47000000.0,42000000.0
Goodwill And Other Intangible Assets,7563000000.0,6610000000.0,6478000000.0,6143000000.0
Other Intangible Assets,663000000.0,670000000.0,452000000.0,615000000.0
Goodwill,6900000000.0,5940000000.0,6026000000.0,5528000000.0
Net PPE,17302000000.0,16003000000.0,14935000000.0,11956000000.0
Accumulated Depreciation,-9225000000.0,-8773000000.0,-7777000000.0,-6753000000.0
Gross PPE,26527000000.0,24776000000.0,22712000000.0,18709000000.0
Leases,610000000.0,567000000.0,516000000.0,427000000.0
Other Properties,24327000000.0,22788000000.0,20893000000.0,17229000000.0
Machinery Furniture Equipment,1110000000.0,968000000.0,942000000.0,714000000.0
Buildings And Improvements,310000000.0,296000000.0,230000000.0,222000000.0
Land And Improvements,170000000.0,157000000.0,131000000.0,117000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,3249000000.0,2933000000.0,2723000000.0,2151000000.0
Other Current Assets,90000000.0,62000000.0,73000000.0,60000000.0
Prepaid Assets,92000000.0,68000000.0,73000000.0,103000000.0
Inventory,200000000.0,205000000.0,232000000.0,164000000.0
Receivables,2410000000.0,2235000000.0,2239000000.0,1680000000.0
Taxes Receivable,53000000.0,5000000.0,235000000.0,3000000.0
Accounts Receivable,2357000000.0,2230000000.0,2004000000.0,1677000000.0
Allowance For Doubtful Accounts Receivable,-186000000.0,-169000000.0,-134000000.0,-112000000.0
Gross Accounts Receivable,2543000000.0,2399000000.0,2138000000.0,1789000000.0
Cash Cash Equivalents And Short Term Investments,457000000.0,363000000.0,106000000.0,144000000.0
Cash And Cash Equivalents,457000000.0,363000000.0,106000000.0,144000000.0
