,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,209524943.0,181411665.0,152937860.0,149121938.0,
Preferred Shares Number,34000000.0,30000000.0,30000000.0,30000000.0,
Ordinary Shares Number,440543381.0,466418055.0,492282158.0,422137197.0,
Share Issued,650068324.0,647829720.0,645220018.0,571259135.0,
Net Debt,1165000000.0,1939000000.0,5040000000.0,,
Total Debt,12401000000.0,13972000000.0,15890000000.0,7005000000.0,
Tangible Book Value,13808000000.0,13983000000.0,13306000000.0,14226000000.0,
Invested Capital,34542000000.0,36300000000.0,37566000000.0,28411000000.0,
Net Tangible Assets,15921000000.0,15997000000.0,15320000000.0,16240000000.0,
Common Stock Equity,22141000000.0,22328000000.0,21676000000.0,21406000000.0,
Preferred Stock Equity,2113000000.0,2014000000.0,2014000000.0,2014000000.0,
Total Capitalization,34667000000.0,37809000000.0,39577000000.0,30352000000.0,
Total Equity Gross Minority Interest,24254000000.0,24342000000.0,23690000000.0,23420000000.0,
Stockholders Equity,24254000000.0,24342000000.0,23690000000.0,23420000000.0,
Gains Losses Not Affecting Retained Earnings,-3595000000.0,-3758000000.0,-4560000000.0,-665000000.0,
Other Equity Adjustments,-3595000000.0,-3758000000.0,-4560000000.0,-665000000.0,
Treasury Stock,7047000000.0,5986000000.0,5071000000.0,4918000000.0,
Retained Earnings,10412000000.0,9816000000.0,9159000000.0,7978000000.0,
Additional Paid In Capital,22364000000.0,22250000000.0,22142000000.0,19005000000.0,
Capital Stock,2120000000.0,2020000000.0,2020000000.0,2020000000.0,
Common Stock,7000000.0,6000000.0,6000000.0,6000000.0,
Preferred Stock,2113000000.0,2014000000.0,2014000000.0,2014000000.0,
Total Liabilities Net Minority Interest,193267000000.0,197622000000.0,203043000000.0,164989000000.0,
Derivative Product Liabilities,1220000000.0,1562000000.0,1909000000.0,197000000.0,
Non Current Deferred Liabilities,,,,,629000000.0
Non Current Deferred Taxes Liabilities,,,,,629000000.0
Long Term Debt And Capital Lease Obligation,10413000000.0,13467000000.0,15887000000.0,6932000000.0,
Long Term Debt,10413000000.0,13467000000.0,15887000000.0,6932000000.0,
Current Debt And Capital Lease Obligation,1988000000.0,505000000.0,3000000.0,73000000.0,
Current Debt,1988000000.0,505000000.0,3000000.0,73000000.0,
Other Current Borrowings,0.0,505000000.0,3000000.0,73000000.0,
Current Notes Payable,1988000000.0,0.0,,,
Total Assets,217521000000.0,221964000000.0,226733000000.0,188409000000.0,
Investments And Advances,41129000000.0,38647000000.0,33461000000.0,27592000000.0,
Held To Maturity Securities,8516000000.0,8980000000.0,9724000000.0,2165000000.0,
Available For Sale Securities,,,,,22930000000.0
Goodwill And Other Intangible Assets,8333000000.0,8345000000.0,8370000000.0,7180000000.0,
Other Intangible Assets,146000000.0,157000000.0,197000000.0,64000000.0,
Goodwill,8187000000.0,8188000000.0,8173000000.0,7116000000.0,
Net PPE,875000000.0,895000000.0,844000000.0,768000000.0,
Accumulated Depreciation,-810000000.0,-813000000.0,-862000000.0,-804000000.0,
Gross PPE,1685000000.0,1708000000.0,1706000000.0,1572000000.0,
Construction In Progress,53000000.0,77000000.0,61000000.0,77000000.0,
Machinery Furniture Equipment,601000000.0,613000000.0,622000000.0,589000000.0,
Buildings And Improvements,887000000.0,875000000.0,879000000.0,805000000.0,
Land And Improvements,144000000.0,143000000.0,144000000.0,101000000.0,
Receivables,1027000000.0,1148000000.0,1456000000.0,1540000000.0,
Other Receivables,1027000000.0,1148000000.0,1456000000.0,1540000000.0,
Accounts Receivable,,,,506000000.0,504000000.0
Other Short Term Investments,32613000000.0,29667000000.0,23737000000.0,25427000000.0,
Cash And Cash Equivalents,11236000000.0,12033000000.0,10850000000.0,9474000000.0,
Cash Financial,10601000000.0,11628000000.0,10547000000.0,9158000000.0,
Cash Cash Equivalents And Federal Funds Sold,11236000000.0,12033000000.0,10850000000.0,9474000000.0,
