,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Treasury Shares Number,23700000.0,23700000.0,23681000.0,22421000.0
Ordinary Shares Number,170800000.0,168900000.0,115367000.0,115163000.0
Share Issued,194500000.0,192600000.0,139048000.0,137584000.0
Net Debt,2328900000.0,2252400000.0,,
Total Debt,3534000000.0,3487000000.0,250200000.0,191266000.0
Tangible Book Value,-3265600000.0,-3250000000.0,2112700000.0,2184103000.0
Invested Capital,8750800000.0,12122300000.0,3809700000.0,3331892000.0
Working Capital,-146700000.0,-1343500000.0,1766100000.0,1985800000.0
Net Tangible Assets,-3265600000.0,-3250000000.0,2112700000.0,2184103000.0
Capital Lease Obligations,451100000.0,407200000.0,250200000.0,191266000.0
Common Stock Equity,5667900000.0,9042500000.0,3809700000.0,3331892000.0
Total Capitalization,8726200000.0,10775500000.0,3809700000.0,3331892000.0
Total Equity Gross Minority Interest,5667900000.0,9042500000.0,3809700000.0,3331892000.0
Stockholders Equity,5667900000.0,9042500000.0,3809700000.0,3331892000.0
Gains Losses Not Affecting Retained Earnings,-105100000.0,-113300000.0,-57300000.0,-8664000.0
Other Equity Adjustments,-105100000.0,-113300000.0,-57300000.0,-8664000.0
Treasury Stock,1020600000.0,1020600000.0,1020600000.0,820572000.0
Retained Earnings,-2579900000.0,1164300000.0,2289000000.0,1870971000.0
Additional Paid In Capital,9371600000.0,9010200000.0,2597200000.0,2288781000.0
Capital Stock,1900000.0,1900000.0,1400000.0,1376000.0
Common Stock,1900000.0,1900000.0,1400000.0,1376000.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,6549000000.0,6819600000.0,2736600000.0,2696326000.0
Total Non Current Liabilities Net Minority Interest,4142600000.0,2968000000.0,631600000.0,461611000.0
Other Non Current Liabilities,313200000.0,318500000.0,327600000.0,264638000.0
Non Current Deferred Liabilities,383800000.0,569500000.0,92700000.0,37302000.0
Non Current Deferred Revenue,42900000.0,35500000.0,70900000.0,37302000.0
Non Current Deferred Taxes Liabilities,340900000.0,534000000.0,21800000.0,
Long Term Debt And Capital Lease Obligation,3445600000.0,2080000000.0,211300000.0,159671000.0
Long Term Capital Lease Obligation,387300000.0,347000000.0,211300000.0,159671000.0
Long Term Debt,3058300000.0,1733000000.0,,
Current Liabilities,2406400000.0,3851600000.0,2105000000.0,2234715000.0
Other Current Liabilities,113400000.0,120600000.0,51900000.0,83063000.0
Current Deferred Liabilities,1077100000.0,1161500000.0,943900000.0,941372000.0
Current Deferred Revenue,1059500000.0,1078800000.0,865300000.0,928029000.0
Current Debt And Capital Lease Obligation,88400000.0,1407000000.0,38900000.0,31595000.0
Current Capital Lease Obligation,63800000.0,60200000.0,38900000.0,31595000.0
Current Debt,24600000.0,1346800000.0,,
Other Current Borrowings,24600000.0,996800000.0,,
Line Of Credit,,350000000.0,,
Pensionand Other Post Retirement Benefit Plans Current,227300000.0,177500000.0,134000000.0,122404000.0
Current Provisions,34500000.0,52400000.0,51700000.0,53361000.0
Payables And Accrued Expenses,865700000.0,932600000.0,884600000.0,1002920000.0
Current Accrued Expenses,618100000.0,745500000.0,727400000.0,931919000.0
Interest Payable,29400000.0,29600000.0,0.0,
Payables,247600000.0,187100000.0,157200000.0,71001000.0
Total Tax Payable,51700000.0,47000000.0,31300000.0,
Accounts Payable,195900000.0,140100000.0,125900000.0,71001000.0
Total Assets,12216900000.0,15862100000.0,6546300000.0,6028218000.0
Total Non Current Assets,9957200000.0,13354000000.0,2675200000.0,1807703000.0
Other Non Current Assets,285000000.0,331200000.0,445200000.0,255581000.0
Non Current Deferred Assets,1900000.0,44800000.0,73800000.0,90206000.0
Non Current Deferred Taxes Assets,1900000.0,44800000.0,73800000.0,90206000.0
Goodwill And Other Intangible Assets,8933500000.0,12292500000.0,1697000000.0,1147789000.0
Other Intangible Assets,4507100000.0,5525400000.0,1022400000.0,612483000.0
Goodwill,4426400000.0,6767100000.0,674600000.0,535306000.0
Net PPE,736800000.0,685500000.0,459200000.0,314127000.0
Accumulated Depreciation,-366500000.0,-314900000.0,-264100000.0,-237145000.0
Gross PPE,1103300000.0,1000400000.0,723300000.0,551272000.0
Leases,270600000.0,235100000.0,158000000.0,135150000.0
Other Properties,325700000.0,282700000.0,217200000.0,164763000.0
Machinery Furniture Equipment,443300000.0,420500000.0,282000000.0,250502000.0
Buildings And Improvements,63700000.0,62100000.0,66100000.0,857000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,2259700000.0,2508100000.0,3871100000.0,4220515000.0
Other Current Assets,466900000.0,343000000.0,274800000.0,364089000.0
Current Deferred Assets,,,12374000.0,15524000.0
Restricted Cash,252100000.0,307600000.0,359800000.0,538822000.0
Prepaid Assets,,277100000.0,193400000.0,320646000.0
Inventory,,,13224000.0,17742000.0
Finished Goods,,,11398000.0,16941000.0
Raw Materials,,,1826000.0,801000.0
Receivables,764700000.0,843100000.0,684300000.0,552762000.0
Other Receivables,85000000.0,79900000.0,104900000.0,
Accounts Receivable,679700000.0,763200000.0,579400000.0,552762000.0
Allowance For Doubtful Accounts Receivable,-1200000.0,-1300000.0,-400000.0,-350000.0
Gross Accounts Receivable,680900000.0,764500000.0,579800000.0,553112000.0
Cash Cash Equivalents And Short Term Investments,776000000.0,1014400000.0,2552200000.0,2731576000.0
Other Short Term Investments,22000000.0,187000000.0,820100000.0,1308692000.0
Cash And Cash Equivalents,754000000.0,827400000.0,1732100000.0,1422884000.0
