,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,172785606.0,172709175.0,172709175.0,172709175.0
Share Issued,172785606.0,172709175.0,172709175.0,172709175.0
Net Debt,7248000000.0,7703000000.0,,
Total Debt,8010000000.0,8303000000.0,,
Tangible Book Value,-5962000000.0,2229000000.0,2056000000.0,1732000000.0
Invested Capital,10969000000.0,11666000000.0,11742000000.0,12059000000.0
Working Capital,546000000.0,791000000.0,920000000.0,783000000.0
Net Tangible Assets,-5962000000.0,2229000000.0,2056000000.0,1732000000.0
Common Stock Equity,2959000000.0,11666000000.0,11742000000.0,12059000000.0
Total Capitalization,10769000000.0,11666000000.0,11742000000.0,12059000000.0
Total Equity Gross Minority Interest,2959000000.0,11666000000.0,11742000000.0,12059000000.0
Stockholders Equity,2959000000.0,11666000000.0,11742000000.0,12059000000.0
Other Equity Interest,,12003000000.0,12239000000.0,12259000000.0
Gains Losses Not Affecting Retained Earnings,-1056000000.0,-337000000.0,-497000000.0,-200000000.0
Other Equity Adjustments,-1056000000.0,-337000000.0,,
Foreign Currency Translation Adjustments,,,-504000000.0,-173000000.0
Minimum Pension Liabilities,,,7000000.0,-27000000.0
Retained Earnings,242000000.0,0.0,,
Additional Paid In Capital,3771000000.0,0.0,,
Capital Stock,2000000.0,0.0,,
Common Stock,2000000.0,0.0,,
Total Liabilities Net Minority Interest,11498000000.0,2277000000.0,1852000000.0,2016000000.0
Total Non Current Liabilities Net Minority Interest,8795000000.0,549000000.0,541000000.0,610000000.0
Other Non Current Liabilities,410000000.0,152000000.0,235000000.0,245000000.0
Employee Benefits,350000000.0,166000000.0,91000000.0,147000000.0
Non Current Pension And Other Postretirement Benefit Plans,350000000.0,166000000.0,91000000.0,147000000.0
Non Current Deferred Liabilities,225000000.0,231000000.0,215000000.0,218000000.0
Non Current Deferred Taxes Liabilities,225000000.0,231000000.0,215000000.0,218000000.0
Long Term Debt And Capital Lease Obligation,7810000000.0,8303000000.0,,
Long Term Debt,7810000000.0,8303000000.0,,
Current Liabilities,2703000000.0,1728000000.0,1311000000.0,1406000000.0
Other Current Liabilities,378000000.0,156000000.0,171000000.0,187000000.0
Current Deferred Liabilities,572000000.0,574000000.0,559000000.0,574000000.0
Current Deferred Revenue,572000000.0,574000000.0,559000000.0,574000000.0
Current Debt And Capital Lease Obligation,200000000.0,,,
Current Debt,200000000.0,,,
Other Current Borrowings,200000000.0,,,
Pensionand Other Post Retirement Benefit Plans Current,281000000.0,209000000.0,65000000.0,136000000.0
Payables And Accrued Expenses,1272000000.0,789000000.0,516000000.0,509000000.0
Current Accrued Expenses,260000000.0,206000000.0,168000000.0,189000000.0
Interest Payable,114000000.0,0.0,,
Payables,1012000000.0,583000000.0,348000000.0,320000000.0
Dueto Related Parties Current,272000000.0,0.0,,
Total Tax Payable,122000000.0,106000000.0,,
Accounts Payable,618000000.0,477000000.0,348000000.0,320000000.0
Total Assets,14457000000.0,13943000000.0,13594000000.0,14075000000.0
Total Non Current Assets,11208000000.0,11424000000.0,11363000000.0,11886000000.0
Other Non Current Assets,665000000.0,530000000.0,358000000.0,253000000.0
Goodwill And Other Intangible Assets,8921000000.0,9437000000.0,9686000000.0,10327000000.0
Other Intangible Assets,2544000000.0,2902000000.0,3252000000.0,3661000000.0
Goodwill,6377000000.0,6535000000.0,6434000000.0,6666000000.0
Net PPE,1622000000.0,1457000000.0,1319000000.0,1306000000.0
Accumulated Depreciation,-1988000000.0,-1881000000.0,-1771000000.0,-1674000000.0
Gross PPE,3610000000.0,3338000000.0,3090000000.0,2980000000.0
Construction In Progress,504000000.0,320000000.0,240000000.0,219000000.0
Other Properties,,,29000000.0,33000000.0
Machinery Furniture Equipment,2150000000.0,2081000000.0,1965000000.0,1920000000.0
Buildings And Improvements,956000000.0,937000000.0,856000000.0,808000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,3249000000.0,2519000000.0,2231000000.0,2189000000.0
Other Current Assets,293000000.0,155000000.0,126000000.0,108000000.0
Inventory,965000000.0,857000000.0,873000000.0,813000000.0
Finished Goods,539000000.0,453000000.0,468000000.0,408000000.0
Work In Process,190000000.0,171000000.0,173000000.0,191000000.0
Raw Materials,236000000.0,233000000.0,232000000.0,214000000.0
Receivables,1229000000.0,1313000000.0,1171000000.0,1177000000.0
Duefrom Related Parties Current,185000000.0,0.0,,
Accounts Receivable,1044000000.0,1313000000.0,1171000000.0,1177000000.0
Allowance For Doubtful Accounts Receivable,-86000000.0,-82000000.0,,
Gross Accounts Receivable,1130000000.0,1395000000.0,,
Cash Cash Equivalents And Short Term Investments,762000000.0,194000000.0,61000000.0,91000000.0
Cash And Cash Equivalents,762000000.0,194000000.0,61000000.0,91000000.0
