,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,229983615.0,229729296.0,229546105.0,229299900.0
Share Issued,229983615.0,229729296.0,229546105.0,229299900.0
Net Debt,14047500000.0,13119400000.0,12010900000.0,11139300000.0
Total Debt,14069500000.0,13147100000.0,12036100000.0,11165500000.0
Tangible Book Value,7618400000.0,7326500000.0,7147100000.0,6907800000.0
Invested Capital,24024500000.0,22810200000.0,21519800000.0,20409900000.0
Working Capital,-1823100000.0,-1723500000.0,-1651800000.0,-1392600000.0
Net Tangible Assets,7618400000.0,7326500000.0,7147100000.0,6907800000.0
Common Stock Equity,9955000000.0,9663100000.0,9483700000.0,9244400000.0
Total Capitalization,21764200000.0,20716400000.0,19389400000.0,18542300000.0
Total Equity Gross Minority Interest,9989200000.0,9685000000.0,9493300000.0,9241700000.0
Minority Interest,34200000.0,21900000.0,9600000.0,-2700000.0
Stockholders Equity,9955000000.0,9663100000.0,9483700000.0,9244400000.0
Gains Losses Not Affecting Retained Earnings,-23800000.0,-29600000.0,-34500000.0,-44000000.0
Other Equity Adjustments,-23800000.0,-29600000.0,-34500000.0,-44000000.0
Retained Earnings,2732900000.0,2457800000.0,2298500000.0,2082900000.0
Capital Stock,7245900000.0,7234900000.0,7219700000.0,7205500000.0
Common Stock,7245900000.0,7234900000.0,7219700000.0,7205500000.0
Total Liabilities Net Minority Interest,22292900000.0,21291100000.0,19996600000.0,19278800000.0
Total Non Current Liabilities Net Minority Interest,18630500000.0,17778500000.0,16502800000.0,16175900000.0
Other Non Current Liabilities,474000000.0,457900000.0,462500000.0,491400000.0
Employee Benefits,371300000.0,464100000.0,458400000.0,879100000.0
Non Current Pension And Other Postretirement Benefit Plans,371300000.0,464100000.0,458400000.0,879100000.0
Non Current Deferred Liabilities,2035700000.0,2097900000.0,1996600000.0,1861900000.0
Non Current Deferred Taxes Liabilities,2035700000.0,2097900000.0,1996600000.0,1861900000.0
Long Term Debt And Capital Lease Obligation,11809200000.0,11053300000.0,9905700000.0,9297900000.0
Long Term Debt,11809200000.0,11053300000.0,9905700000.0,9297900000.0
Long Term Provisions,1268300000.0,1162800000.0,1112800000.0,940600000.0
Current Liabilities,3662400000.0,3512600000.0,3493800000.0,3102900000.0
Other Current Liabilities,391200000.0,396200000.0,353800000.0,255300000.0
Current Debt And Capital Lease Obligation,2260300000.0,2093800000.0,2130400000.0,1867600000.0
Current Debt,2260300000.0,2093800000.0,2130400000.0,1867600000.0
Other Current Borrowings,651700000.0,800000000.0,439100000.0,389300000.0
Commercial Paper,1207600000.0,951800000.0,1332300000.0,
Current Notes Payable,401000000.0,342000000.0,359000000.0,1478300000.0
Pensionand Other Post Retirement Benefit Plans Current,73000000.0,74500000.0,81100000.0,51600000.0
Current Provisions,28700000.0,40300000.0,40400000.0,19500000.0
Payables And Accrued Expenses,909200000.0,907800000.0,888100000.0,908900000.0
Current Accrued Expenses,136400000.0,134200000.0,124300000.0,118800000.0
Interest Payable,136400000.0,134200000.0,124300000.0,118800000.0
Payables,772800000.0,773600000.0,763800000.0,790100000.0
Total Tax Payable,159000000.0,156700000.0,163000000.0,150400000.0
Accounts Payable,613800000.0,616900000.0,600800000.0,639700000.0
Total Assets,32282100000.0,30976100000.0,29489900000.0,28520500000.0
Total Non Current Assets,30442800000.0,29187000000.0,27647900000.0,26810200000.0
Other Non Current Assets,576200000.0,560000000.0,534500000.0,563400000.0
Investments And Advances,879800000.0,766400000.0,653300000.0,768700000.0
Other Investments,879800000.0,766400000.0,653300000.0,768700000.0
Goodwill And Other Intangible Assets,2336600000.0,2336600000.0,2336600000.0,2336600000.0
Goodwill,2336600000.0,2336600000.0,2336600000.0,2336600000.0
Net PPE,24930900000.0,23728700000.0,22277200000.0,21150400000.0
Accumulated Depreciation,-14165500000.0,-13301600000.0,-12556300000.0,-11759800000.0
Gross PPE,39096400000.0,37030300000.0,34833500000.0,32910200000.0
Construction In Progress,1707000000.0,1543500000.0,1421200000.0,1350600000.0
Other Properties,201600000.0,203800000.0,166600000.0,153300000.0
Current Assets,1839300000.0,1789100000.0,1842000000.0,1710300000.0
Other Current Assets,226300000.0,323500000.0,412500000.0,499500000.0
Restricted Cash,401000000.0,342000000.0,359000000.0,319000000.0
Prepaid Assets,66100000.0,51300000.0,47800000.0,49300000.0
Inventory,867400000.0,776200000.0,672900000.0,566700000.0
Receivables,256500000.0,268400000.0,324600000.0,249600000.0
Receivables Adjustments Allowances,-15700000.0,-24200000.0,-31400000.0,-32900000.0
Other Receivables,150000000.0,169400000.0,200900000.0,160700000.0
Taxes Receivable,11100000.0,11500000.0,9300000.0,28000000.0
Accounts Receivable,2700000.0,2600000.0,8900000.0,13700000.0
Gross Accounts Receivable,2700000.0,2600000.0,8900000.0,13700000.0
Cash Cash Equivalents And Short Term Investments,22000000.0,27700000.0,25200000.0,26200000.0
Cash And Cash Equivalents,22000000.0,27700000.0,25200000.0,26200000.0
