,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Treasury Shares Number,320994331.0,315853059.0,309015720.0,271199407.0,
Preferred Shares Number,159000000.0,159000000.0,159000000.0,159000000.0,
Ordinary Shares Number,381230343.0,380389609.0,381318702.0,413858537.0,
Share Issued,702224674.0,696242668.0,690334422.0,685057944.0,
Net Debt,1759000000.0,6021000000.0,16976000000.0,20467000000.0,
Total Debt,44989000000.0,49318000000.0,47832000000.0,42266000000.0,
Tangible Book Value,45725000000.0,43024000000.0,37805000000.0,46247000000.0,
Invested Capital,105773000000.0,107407000000.0,100414000000.0,103242000000.0,
Net Tangible Assets,45725000000.0,43024000000.0,37805000000.0,46247000000.0,
Capital Lease Obligations,,,33000000.0,53000000.0,75000000.0
Common Stock Equity,60784000000.0,58089000000.0,52582000000.0,61029000000.0,
Total Capitalization,105773000000.0,107407000000.0,100414000000.0,103242000000.0,
Total Equity Gross Minority Interest,60784000000.0,58089000000.0,52582000000.0,61029000000.0,
Stockholders Equity,60784000000.0,58089000000.0,52582000000.0,61029000000.0,
Gains Losses Not Affecting Retained Earnings,-9286000000.0,-8268000000.0,-9916000000.0,374000000.0,
Other Equity Adjustments,-9286000000.0,-8268000000.0,-9916000000.0,374000000.0,
Treasury Stock,30870000000.0,30136000000.0,29418000000.0,24470000000.0,
Retained Earnings,64505000000.0,60945000000.0,57184000000.0,51006000000.0,
Additional Paid In Capital,36428000000.0,35541000000.0,34725000000.0,34112000000.0,
Capital Stock,7000000.0,7000000.0,7000000.0,7000000.0,
Common Stock,7000000.0,7000000.0,7000000.0,7000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,429360000000.0,420375000000.0,402667000000.0,371352000000.0,
Long Term Debt And Capital Lease Obligation,44989000000.0,49318000000.0,47832000000.0,42266000000.0,
Long Term Capital Lease Obligation,,,33000000.0,53000000.0,75000000.0
Long Term Debt,44989000000.0,49318000000.0,47832000000.0,42213000000.0,
Payables And Accrued Expenses,666000000.0,649000000.0,527000000.0,281000000.0,
Payables,666000000.0,649000000.0,527000000.0,281000000.0,
Accounts Payable,666000000.0,649000000.0,527000000.0,281000000.0,
Total Assets,490144000000.0,478464000000.0,455249000000.0,432381000000.0,
Investments And Advances,83013000000.0,79117000000.0,76919000000.0,95261000000.0,
Available For Sale Securities,79159000000.0,76648000000.0,76199000000.0,89117000000.0,
Goodwill And Other Intangible Assets,15059000000.0,15065000000.0,14777000000.0,14782000000.0,
Other Intangible Assets,,,,531000000.0,457000000.0
Goodwill,15059000000.0,15065000000.0,14777000000.0,14782000000.0,
Net PPE,4511000000.0,4375000000.0,4351000000.0,4210000000.0,
Accumulated Depreciation,-5602000000.0,-5181000000.0,-5004000000.0,-4534000000.0,
Gross PPE,10113000000.0,9556000000.0,9355000000.0,8744000000.0,
Construction In Progress,426000000.0,291000000.0,646000000.0,732000000.0,
Machinery Furniture Equipment,5108000000.0,4663000000.0,4044000000.0,3822000000.0,
Buildings And Improvements,4276000000.0,4297000000.0,4345000000.0,3854000000.0,
Land And Improvements,303000000.0,305000000.0,320000000.0,336000000.0,
Receivables,2532000000.0,2478000000.0,2104000000.0,1460000000.0,
Accounts Receivable,2532000000.0,2478000000.0,2104000000.0,1460000000.0,
Other Short Term Investments,3854000000.0,79117000000.0,76919000000.0,95261000000.0,
Cash And Cash Equivalents,43230000000.0,43297000000.0,30856000000.0,21746000000.0,
Cash Financial,3028000000.0,4903000000.0,5193000000.0,4164000000.0,
Cash Cash Equivalents And Federal Funds Sold,43671000000.0,43755000000.0,31256000000.0,22054000000.0,
