,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,2159000000.0,1824000000.0,1949000000.0,2434000000.0
Repurchase Of Capital Stock,-262000000.0,-1302000000.0,-1500000000.0,-1350000000.0
Repayment Of Debt,-17870000000.0,-20394000000.0,-7328000000.0,-8404000000.0
Issuance Of Debt,24578000000.0,21306000000.0,8688000000.0,7948000000.0
Capital Expenditure,-3231000000.0,-2895000000.0,-2587000000.0,-1904000000.0
Interest Paid Supplemental Data,530000000.0,447000000.0,348000000.0,387000000.0
Income Tax Paid Supplemental Data,656000000.0,636000000.0,736000000.0,370000000.0
End Cash Position,487000000.0,552000000.0,445000000.0,194000000.0
Beginning Cash Position,552000000.0,445000000.0,194000000.0,648000000.0
Effect Of Exchange Rate Changes,-9000000.0,3000000.0,-6000000.0,2000000.0
Changes In Cash,-56000000.0,104000000.0,257000000.0,-456000000.0
Financing Cash Flow,5155000000.0,-1524000000.0,-1216000000.0,-2900000000.0
Cash Flow From Continuing Financing Activities,5155000000.0,-1524000000.0,-1216000000.0,-2900000000.0
Net Other Financing Charges,-134000000.0,-42000000.0,-43000000.0,-190000000.0
Proceeds From Stock Option Exercised,53000000.0,44000000.0,44000000.0,66000000.0
Cash Dividends Paid,-1210000000.0,-1136000000.0,-1077000000.0,-970000000.0
Common Stock Dividend Paid,-1210000000.0,-1136000000.0,-1077000000.0,-970000000.0
Net Common Stock Issuance,-262000000.0,-1302000000.0,-1500000000.0,-1350000000.0
Common Stock Payments,-262000000.0,-1302000000.0,-1500000000.0,-1350000000.0
Net Issuance Payments Of Debt,6708000000.0,912000000.0,1360000000.0,-456000000.0
Net Long Term Debt Issuance,6708000000.0,912000000.0,1360000000.0,-456000000.0
Long Term Debt Payments,-17870000000.0,-20394000000.0,-7328000000.0,-8404000000.0
Long Term Debt Issuance,24578000000.0,21306000000.0,8688000000.0,7948000000.0
Investing Cash Flow,-10601000000.0,-3091000000.0,-3063000000.0,-1894000000.0
Cash Flow From Continuing Investing Activities,-10601000000.0,-3091000000.0,-3063000000.0,-1894000000.0
Net Other Investing Changes,-40000000.0,-104000000.0,-126000000.0,-11000000.0
Net Business Purchase And Sale,-7330000000.0,-92000000.0,-350000000.0,21000000.0
Sale Of Business,158000000.0,78000000.0,27000000.0,96000000.0
Purchase Of Business,-7488000000.0,-170000000.0,-377000000.0,-75000000.0
Capital Expenditure Reported,-3231000000.0,-2895000000.0,-2587000000.0,-1904000000.0
Operating Cash Flow,5390000000.0,4719000000.0,4536000000.0,4338000000.0
Cash Flow From Continuing Operating Activities,5390000000.0,4719000000.0,4536000000.0,4338000000.0
Change In Working Capital,-31000000.0,-251000000.0,-145000000.0,126000000.0
Change In Other Working Capital,-213000000.0,-239000000.0,-216000000.0,-103000000.0
Change In Other Current Assets,214000000.0,59000000.0,7000000.0,-5000000.0
Change In Payables And Accrued Expense,281000000.0,90000000.0,393000000.0,206000000.0
Change In Receivables,-313000000.0,-161000000.0,-329000000.0,28000000.0
Other Non Cash Items,133000000.0,130000000.0,112000000.0,111000000.0
Stock Based Compensation,118000000.0,93000000.0,84000000.0,108000000.0
Provisionand Write Offof Assets,51000000.0,56000000.0,50000000.0,37000000.0
Asset Impairment Charge,0.0,168000000.0,0.0,0.0
Deferred Tax,124000000.0,83000000.0,49000000.0,-77000000.0
Deferred Income Tax,124000000.0,83000000.0,49000000.0,-77000000.0
Depreciation Amortization Depletion,2267000000.0,2071000000.0,2038000000.0,1999000000.0
Depletion,795000000.0,745000000.0,754000000.0,731000000.0
Depreciation And Amortization,1472000000.0,1326000000.0,1284000000.0,1268000000.0
Amortization Cash Flow,180000000.0,129000000.0,129000000.0,143000000.0
Amortization Of Intangibles,180000000.0,129000000.0,129000000.0,143000000.0
Depreciation,1292000000.0,1197000000.0,1155000000.0,1125000000.0
Operating Gains Losses,-17000000.0,93000000.0,108000000.0,217000000.0
Earnings Losses From Equity Investments,-4000000.0,60000000.0,67000000.0,38000000.0
Gain Loss On Sale Of Business,82000000.0,75000000.0,62000000.0,-16000000.0
Net Income From Continuing Operations,2745000000.0,2276000000.0,2240000000.0,1817000000.0
