,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1700000000.0,442000000.0,-627000000.0,-2237000000.0
Capital Expenditure,-883000000.0,-744000000.0,-513000000.0,-577000000.0
Interest Paid Supplemental Data,74000000.0,83000000.0,77000000.0,88000000.0
End Cash Position,8205000000.0,1551000000.0,2067000000.0,1800000000.0
Other Cash Adjustment Outside Changein Cash,603000000.0,-582000000.0,-21000000.0,0.0
Beginning Cash Position,1551000000.0,2067000000.0,1800000000.0,2671000000.0
Effect Of Exchange Rate Changes,-147000000.0,22000000.0,-87000000.0,-66000000.0
Changes In Cash,6198000000.0,44000000.0,375000000.0,-805000000.0
Financing Cash Flow,3652000000.0,-408000000.0,811000000.0,1996000000.0
Cash Flow From Continuing Financing Activities,3652000000.0,-408000000.0,811000000.0,1996000000.0
Net Other Financing Charges,3675000000.0,-424000000.0,796000000.0,2100000000.0
Net Issuance Payments Of Debt,-23000000.0,16000000.0,15000000.0,-104000000.0
Net Short Term Debt Issuance,-23000000.0,16000000.0,15000000.0,-104000000.0
Investing Cash Flow,-37000000.0,-734000000.0,-322000000.0,-1141000000.0
Cash Flow From Continuing Investing Activities,-37000000.0,-734000000.0,-322000000.0,-1141000000.0
Net Other Investing Changes,-122000000.0,-199000000.0,191000000.0,-264000000.0
Net Business Purchase And Sale,943000000.0,149000000.0,-53000000.0,-369000000.0
Sale Of Business,1057000000.0,232000000.0,340000000.0,176000000.0
Purchase Of Business,-114000000.0,-83000000.0,-393000000.0,-545000000.0
Net PPE Purchase And Sale,-858000000.0,-684000000.0,-460000000.0,-508000000.0
Sale Of PPE,25000000.0,60000000.0,53000000.0,69000000.0
Purchase Of PPE,-883000000.0,-744000000.0,-513000000.0,-577000000.0
Operating Cash Flow,2583000000.0,1186000000.0,-114000000.0,-1660000000.0
Cash Flow From Continuing Operating Activities,2583000000.0,1186000000.0,-114000000.0,-1660000000.0
Change In Working Capital,1120000000.0,1130000000.0,579000000.0,-1272000000.0
Change In Other Working Capital,2799000000.0,2812000000.0,1282000000.0,-495000000.0
Change In Payables And Accrued Expense,668000000.0,-716000000.0,767000000.0,264000000.0
Change In Payable,668000000.0,-716000000.0,767000000.0,264000000.0
Change In Account Payable,1066000000.0,-663000000.0,643000000.0,63000000.0
Change In Inventory,-641000000.0,-240000000.0,-949000000.0,400000000.0
Change In Receivables,-1706000000.0,-726000000.0,-521000000.0,-1441000000.0
Changes In Account Receivables,-1289000000.0,-837000000.0,-870000000.0,-1283000000.0
Other Non Cash Items,-918000000.0,-58000000.0,281000000.0,9000000.0
Deferred Tax,316000000.0,342000000.0,157000000.0,-349000000.0
Deferred Income Tax,316000000.0,342000000.0,157000000.0,-349000000.0
Depreciation Amortization Depletion,1172000000.0,964000000.0,1797000000.0,1176000000.0
Depreciation And Amortization,1172000000.0,964000000.0,1797000000.0,1176000000.0
Amortization Cash Flow,277000000.0,240000000.0,1018000000.0,409000000.0
Amortization Of Intangibles,277000000.0,240000000.0,1018000000.0,409000000.0
Depreciation,895000000.0,724000000.0,779000000.0,767000000.0
Operating Gains Losses,-666000000.0,-718000000.0,-206000000.0,-500000000.0
Pension And Employee Benefit Expense,-666000000.0,-718000000.0,-206000000.0,-500000000.0
Gain Loss On Sale Of Business,-1147000000.0,-209000000.0,-21000000.0,
Net Income From Continuing Operations,1559000000.0,-474000000.0,-2722000000.0,-724000000.0
