,2024-06-30,2023-06-30,2022-06-30,2021-06-30,2020-06-30
Free Cash Flow,16524000000.0,13786000000.0,13567000000.0,15584000000.0,
Repurchase Of Capital Stock,-5006000000.0,-7353000000.0,-10003000000.0,-11009000000.0,
Repayment Of Debt,-10024000000.0,-18228000000.0,-13821000000.0,-15995000000.0,
Issuance Of Debt,7582000000.0,21165000000.0,15713000000.0,12092000000.0,
Capital Expenditure,-3322000000.0,-3062000000.0,-3156000000.0,-2787000000.0,
Interest Paid Supplemental Data,878000000.0,721000000.0,451000000.0,531000000.0,
Income Tax Paid Supplemental Data,4363000000.0,4278000000.0,3818000000.0,3822000000.0,
End Cash Position,9482000000.0,8246000000.0,7214000000.0,10288000000.0,
Beginning Cash Position,8246000000.0,7214000000.0,10288000000.0,16181000000.0,
Effect Of Exchange Rate Changes,-251000000.0,-170000000.0,-497000000.0,101000000.0,
Changes In Cash,1487000000.0,1202000000.0,-2577000000.0,-5994000000.0,
Financing Cash Flow,-14855000000.0,-12146000000.0,-14876000000.0,-21531000000.0,
Cash Flow From Continuing Financing Activities,-14855000000.0,-12146000000.0,-14876000000.0,-21531000000.0,
Proceeds From Stock Option Exercised,1905000000.0,1269000000.0,2005000000.0,1644000000.0,
Cash Dividends Paid,-9312000000.0,-8999000000.0,-8770000000.0,-8263000000.0,
Common Stock Dividend Paid,,,,,-7789000000.0
Net Common Stock Issuance,-5006000000.0,-7353000000.0,-10003000000.0,-11009000000.0,
Common Stock Payments,-5006000000.0,-7353000000.0,-10003000000.0,-11009000000.0,
Net Issuance Payments Of Debt,-2442000000.0,2937000000.0,1892000000.0,-3903000000.0,
Net Short Term Debt Issuance,-3304000000.0,818000000.0,-150000000.0,-3333000000.0,
Short Term Debt Payments,-7689000000.0,-16350000000.0,-11478000000.0,-11008000000.0,
Short Term Debt Issuance,4385000000.0,17168000000.0,11328000000.0,7675000000.0,
Net Long Term Debt Issuance,862000000.0,2119000000.0,2042000000.0,-570000000.0,
Long Term Debt Payments,-2335000000.0,-1878000000.0,-2343000000.0,-4987000000.0,
Long Term Debt Issuance,3197000000.0,3997000000.0,4385000000.0,4417000000.0,
Investing Cash Flow,-3504000000.0,-3500000000.0,-4424000000.0,-2834000000.0,
Cash Flow From Continuing Investing Activities,-3504000000.0,-3500000000.0,-4424000000.0,-2834000000.0,
Net Other Investing Changes,-161000000.0,327000000.0,113000000.0,-13000000.0,
Net Investment Purchase And Sale,,,3000000.0,-55000000.0,6146000000.0
Sale Of Investment,,,3000000.0,0.0,6151000000.0
Purchase Of Investment,,,0.0,-55000000.0,-5000000.0
Net Business Purchase And Sale,-21000000.0,-765000000.0,-1381000000.0,-34000000.0,
Purchase Of Business,-21000000.0,-765000000.0,-1381000000.0,-34000000.0,
Capital Expenditure Reported,-3322000000.0,-3062000000.0,-3156000000.0,-2787000000.0,
Operating Cash Flow,19846000000.0,16848000000.0,16723000000.0,18371000000.0,
Cash Flow From Continuing Operating Activities,19847000000.0,16848000000.0,16723000000.0,18371000000.0,
Change In Working Capital,-436000000.0,-1220000000.0,-1147000000.0,371000000.0,
Change In Other Working Capital,-1414000000.0,-1107000000.0,-635000000.0,-369000000.0,
Change In Payables And Accrued Expense,1814000000.0,313000000.0,1429000000.0,1391000000.0,
Change In Payable,1814000000.0,313000000.0,1429000000.0,1391000000.0,
Change In Account Payable,1814000000.0,313000000.0,1429000000.0,1391000000.0,
Change In Inventory,-70000000.0,-119000000.0,-1247000000.0,-309000000.0,
Change In Receivables,-766000000.0,-307000000.0,-694000000.0,-342000000.0,
Changes In Account Receivables,-766000000.0,-307000000.0,-694000000.0,-342000000.0,
Other Non Cash Items,968000000.0,564000000.0,229000000.0,135000000.0,
Stock Based Compensation,562000000.0,545000000.0,528000000.0,540000000.0,
Asset Impairment Charge,1341000000.0,0.0,0.0,0.0,
Deferred Tax,-244000000.0,-453000000.0,-402000000.0,-258000000.0,
Deferred Income Tax,-244000000.0,-453000000.0,-402000000.0,-258000000.0,
Depreciation Amortization Depletion,2896000000.0,2714000000.0,2807000000.0,2735000000.0,
Depreciation And Amortization,2896000000.0,2714000000.0,2807000000.0,2735000000.0,
Operating Gains Losses,-215000000.0,-40000000.0,-85000000.0,496000000.0,
Net Income From Continuing Operations,14974000000.0,14738000000.0,14793000000.0,14352000000.0,
