,2025-01-31,2024-01-31,2023-01-31,2022-01-31
Free Cash Flow,1562000000.0,1489700000.0,971100000.0,408700000.0
Repurchase Of Capital Stock,-400000000.0,-500000000.0,-647500000.0,-950000000.0
Repayment Of Debt,-3206100000.0,-1067900000.0,-555000000.0,-1000000000.0
Issuance Of Debt,3206100000.0,1067900000.0,555000000.0,1197400000.0
Capital Expenditure,-1300500000.0,-1194800000.0,-643700000.0,-1022800000.0
Interest Paid Supplemental Data,132800000.0,131400000.0,132200000.0,176100000.0
Income Tax Paid Supplemental Data,175900000.0,274000000.0,401300000.0,363400000.0
End Cash Position,1511200000.0,757200000.0,711300000.0,1038300000.0
Beginning Cash Position,757200000.0,711300000.0,1038300000.0,1463600000.0
Effect Of Exchange Rate Changes,-1800000.0,-1000000.0,-1200000.0,-400000.0
Changes In Cash,755800000.0,46900000.0,-325800000.0,-424900000.0
Financing Cash Flow,-411300000.0,-530000000.0,-686800000.0,-836500000.0
Cash Flow From Continuing Financing Activities,-411300000.0,-530000000.0,-686800000.0,-836500000.0
Net Other Financing Charges,-21100000.0,-40000000.0,-48600000.0,-101700000.0
Proceeds From Stock Option Exercised,9800000.0,10000000.0,9300000.0,17800000.0
Net Common Stock Issuance,-400000000.0,-500000000.0,-647500000.0,-950000000.0
Common Stock Payments,-400000000.0,-500000000.0,-647500000.0,-950000000.0
Net Issuance Payments Of Debt,0.0,0.0,0.0,197400000.0
Net Short Term Debt Issuance,0.0,0.0,0.0,0.0
Short Term Debt Payments,-3206100000.0,-1067900000.0,0.0,0.0
Short Term Debt Issuance,3206100000.0,1067900000.0,0.0,0.0
Net Long Term Debt Issuance,0.0,0.0,0.0,197400000.0
Long Term Debt Payments,0.0,0.0,-555000000.0,-1000000000.0
Long Term Debt Issuance,0.0,0.0,555000000.0,1197400000.0
Investing Cash Flow,-1695400000.0,-2107600000.0,-1253800000.0,-1019900000.0
Cash From Discontinued Investing Activities,-446000000.0,-912800000.0,-610100000.0,
Cash Flow From Continuing Investing Activities,-1249400000.0,-1194800000.0,-643700000.0,-1019900000.0
Net Other Investing Changes,50000000.0,,,2900000.0
Net PPE Purchase And Sale,1100000.0,-1000000.0,-4700000.0,-1600000.0
Purchase Of PPE,,-6300000.0,-5000000.0,-1600000.0
Capital Expenditure Reported,-1300500000.0,-1193800000.0,-639000000.0,-1021200000.0
Operating Cash Flow,2862500000.0,2684500000.0,1614800000.0,1431500000.0
Cash From Discontinued Operating Activities,669200000.0,283700000.0,196900000.0,
Cash Flow From Continuing Operating Activities,2193300000.0,2400800000.0,1417900000.0,1431500000.0
Change In Working Capital,395600000.0,583600000.0,-605300000.0,-733000000.0
Change In Other Working Capital,-22700000.0,-74200000.0,12000000.0,-5500000.0
Change In Other Current Liabilities,59800000.0,106900000.0,6700000.0,-134700000.0
Change In Other Current Assets,-110900000.0,-92400000.0,-19200000.0,-52500000.0
Change In Payables And Accrued Expense,652000000.0,155100000.0,107300000.0,400100000.0
Change In Payable,652000000.0,155100000.0,107300000.0,400100000.0
Change In Account Payable,541400000.0,87900000.0,87700000.0,403800000.0
Change In Tax Payable,110600000.0,67200000.0,19600000.0,-3700000.0
Change In Income Tax Payable,110600000.0,67200000.0,19600000.0,-3700000.0
Change In Inventory,-182600000.0,488200000.0,-712100000.0,-940400000.0
Other Non Cash Items,20000000.0,8600000.0,9600000.0,15700000.0
Stock Based Compensation,106900000.0,76300000.0,91500000.0,79900000.0
Asset Impairment Charge,52100000.0,10900000.0,1500000.0,4400000.0
Deferred Tax,49300000.0,55100000.0,55200000.0,-23200000.0
Deferred Income Tax,49300000.0,55100000.0,55200000.0,-23200000.0
Depreciation Amortization Depletion,526900000.0,400500000.0,365300000.0,716000000.0
Depreciation And Amortization,526900000.0,400500000.0,365300000.0,716000000.0
Operating Gains Losses,,,,43800000.0
Net Income From Continuing Operations,1042500000.0,1265800000.0,1500100000.0,1327900000.0
