,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,599710000.0,828133000.0,441235000.0,275832000.0
Repurchase Of Capital Stock,-306300000.0,-306359000.0,-471229000.0,-138039000.0
Repayment Of Debt,-1610803000.0,-1894980000.0,-2007313000.0,-993133000.0
Issuance Of Debt,1526673000.0,1568616000.0,2195618000.0,1697687000.0
Capital Expenditure,-59476000.0,-60096000.0,-43619000.0,-37658000.0
End Cash Position,77862000.0,66540000.0,45591000.0,24321000.0
Beginning Cash Position,66540000.0,45591000.0,24321000.0,34128000.0
Effect Of Exchange Rate Changes,-5145000.0,2449000.0,-1056000.0,186000.0
Changes In Cash,16467000.0,18500000.0,22326000.0,-9993000.0
Financing Cash Flow,-576550000.0,-798132000.0,-411658000.0,526131000.0
Cash Flow From Continuing Financing Activities,-576550000.0,-798132000.0,-411658000.0,526131000.0
Net Other Financing Charges,-19677000.0,-8403000.0,12956000.0,62000000.0
Proceeds From Stock Option Exercised,13190000.0,10455000.0,8934000.0,17197000.0
Cash Dividends Paid,-179633000.0,-167461000.0,-150624000.0,-119581000.0
Common Stock Dividend Paid,-179633000.0,-167461000.0,-150624000.0,-119581000.0
Net Common Stock Issuance,-306300000.0,-306359000.0,-471229000.0,-138039000.0
Common Stock Payments,-306300000.0,-306359000.0,-471229000.0,-138039000.0
Net Issuance Payments Of Debt,-84130000.0,-326364000.0,188305000.0,704554000.0
Net Short Term Debt Issuance,-1230000.0,660000.0,250770000.0,249902000.0
Short Term Debt Payments,-10103000.0,-19338000.0,-27675000.0,-9377000.0
Short Term Debt Issuance,8873000.0,19998000.0,278445000.0,259279000.0
Net Long Term Debt Issuance,-82900000.0,-327024000.0,-62465000.0,454652000.0
Long Term Debt Payments,-1600700000.0,-1875642000.0,-1979638000.0,-983756000.0
Long Term Debt Issuance,1517800000.0,1548618000.0,1917173000.0,1438408000.0
Investing Cash Flow,-66169000.0,-71597000.0,-50870000.0,-849614000.0
Cash Flow From Continuing Investing Activities,-66169000.0,-71597000.0,-50870000.0,-849614000.0
Net Investment Purchase And Sale,-2001000.0,32000.0,2013000.0,0.0
Net Business Purchase And Sale,-4692000.0,-11533000.0,-9264000.0,-811956000.0
Purchase Of Business,-4692000.0,-11533000.0,-9264000.0,-811956000.0
Net PPE Purchase And Sale,-59476000.0,-60096000.0,-43619000.0,-37658000.0
Purchase Of PPE,-59476000.0,-60096000.0,-43619000.0,-37658000.0
Operating Cash Flow,659186000.0,888229000.0,484854000.0,313490000.0
Cash Flow From Continuing Operating Activities,659186000.0,888229000.0,484854000.0,313490000.0
Change In Working Capital,146346000.0,291349000.0,-342375000.0,-392343000.0
Change In Payables And Accrued Expense,-24123000.0,-7839000.0,-45678000.0,264003000.0
Change In Accrued Expense,-38552000.0,-103967000.0,-53275000.0,149110000.0
Change In Payable,14429000.0,96128000.0,7597000.0,114893000.0
Change In Account Payable,14429000.0,96128000.0,7597000.0,114893000.0
Change In Prepaid Assets,75122000.0,57840000.0,-52815000.0,-51199000.0
Change In Inventory,66201000.0,231240000.0,-263567000.0,-525207000.0
Change In Receivables,29146000.0,10108000.0,19685000.0,-79940000.0
Other Non Cash Items,-245000.0,200000.0,472000.0,473000.0
Stock Based Compensation,19248000.0,19582000.0,14879000.0,15187000.0
Provisionand Write Offof Assets,-74000.0,4127000.0,9449000.0,4932000.0
Asset Impairment Charge,0.0,550000.0,605000.0,0.0
Deferred Tax,15739000.0,10359000.0,15169000.0,4650000.0
Deferred Income Tax,15739000.0,10359000.0,15169000.0,4650000.0
Depreciation Amortization Depletion,45481000.0,40140000.0,39025000.0,30026000.0
Depreciation And Amortization,45481000.0,40140000.0,39025000.0,30026000.0
Amortization Cash Flow,8697000.0,8555000.0,8644000.0,1739000.0
Amortization Of Intangibles,8697000.0,8555000.0,8644000.0,1739000.0
Depreciation,36784000.0,31585000.0,30381000.0,28287000.0
Operating Gains Losses,-1634000.0,-1307000.0,-832000.0,-59000.0
Earnings Losses From Equity Investments,-207000.0,-177000.0,-353000.0,-291000.0
Net Foreign Currency Exchange Gain Loss,218000.0,-813000.0,48000.0,325000.0
Gain Loss On Sale Of PPE,-1645000.0,-317000.0,-527000.0,-93000.0
Net Income From Continuing Operations,434325000.0,523229000.0,748462000.0,650624000.0
