,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,4741000000.0,9747000000.0,9534000000.0,11258000000.0,
Repurchase Of Capital Stock,-1795000000.0,-2289000000.0,-1418000000.0,-111000000.0,
Repayment Of Debt,-9533000000.0,-5034000000.0,-4930000000.0,-12866000000.0,
Issuance Of Debt,12061000000.0,6891000000.0,3972000000.0,13094000000.0,
Issuance Of Capital Stock,747000000.0,539000000.0,837000000.0,702000000.0,
Capital Expenditure,-2064000000.0,-1852000000.0,-1484000000.0,-1367000000.0,
End Cash Position,11488000000.0,9692000000.0,9825000000.0,10025000000.0,
Beginning Cash Position,9692000000.0,9825000000.0,10025000000.0,7110000000.0,
Effect Of Exchange Rate Changes,-623000000.0,-73000000.0,-205000000.0,-159000000.0,
Changes In Cash,2419000000.0,-60000000.0,5000000.0,3074000000.0,
Financing Cash Flow,-6910000000.0,-8310000000.0,-10250000000.0,-6786000000.0,
Cash Flow From Continuing Financing Activities,-6910000000.0,-8310000000.0,-10250000000.0,-6786000000.0,
Net Other Financing Charges,-31000000.0,-465000000.0,-1095000000.0,-353000000.0,
Cash Dividends Paid,-8359000000.0,-7952000000.0,-7616000000.0,-7252000000.0,
Common Stock Dividend Paid,-8359000000.0,-7952000000.0,-7616000000.0,-7252000000.0,
Net Common Stock Issuance,-1048000000.0,-1750000000.0,-581000000.0,591000000.0,
Common Stock Payments,-1795000000.0,-2289000000.0,-1418000000.0,-111000000.0,
Common Stock Issuance,747000000.0,539000000.0,837000000.0,702000000.0,
Net Issuance Payments Of Debt,2528000000.0,1857000000.0,-958000000.0,228000000.0,
Net Long Term Debt Issuance,2528000000.0,1857000000.0,-958000000.0,228000000.0,
Long Term Debt Payments,-9533000000.0,-5034000000.0,-4930000000.0,-12866000000.0,
Long Term Debt Issuance,12061000000.0,6891000000.0,3972000000.0,13094000000.0,
Investing Cash Flow,2524000000.0,-3349000000.0,-763000000.0,-2765000000.0,
Cash Flow From Continuing Investing Activities,2524000000.0,-3349000000.0,-763000000.0,-2765000000.0,
Net Other Investing Changes,429000000.0,405000000.0,-759000000.0,51000000.0,
Net Investment Purchase And Sale,949000000.0,-2344000000.0,1020000000.0,1029000000.0,
Sale Of Investment,6589000000.0,4354000000.0,4771000000.0,7059000000.0,
Purchase Of Investment,-5640000000.0,-6698000000.0,-3751000000.0,-6030000000.0,
Net Business Purchase And Sale,3170000000.0,368000000.0,385000000.0,-2586000000.0,
Sale Of Business,3485000000.0,430000000.0,458000000.0,2180000000.0,
Purchase Of Business,-315000000.0,-62000000.0,-73000000.0,-4766000000.0,
Net PPE Purchase And Sale,-2024000000.0,-1778000000.0,-1409000000.0,-1259000000.0,
Sale Of PPE,40000000.0,74000000.0,75000000.0,108000000.0,
Purchase Of PPE,-2064000000.0,-1852000000.0,-1484000000.0,-1367000000.0,
Operating Cash Flow,6805000000.0,11599000000.0,11018000000.0,12625000000.0,
Cash Flow From Continuing Operating Activities,6805000000.0,11599000000.0,11018000000.0,12625000000.0,
Change In Working Capital,-6234000000.0,-846000000.0,-605000000.0,1325000000.0,
Change In Other Working Capital,,,,,507000000.0
Change In Other Current Liabilities,-63000000.0,-187000000.0,-200000000.0,-351000000.0,
Change In Payables And Accrued Expense,311000000.0,263000000.0,399000000.0,2277000000.0,
Change In Payable,311000000.0,263000000.0,399000000.0,2277000000.0,
Change In Account Payable,1134000000.0,841000000.0,759000000.0,2843000000.0,
Change In Tax Payable,-823000000.0,-578000000.0,-360000000.0,-566000000.0,
Change In Income Tax Payable,-823000000.0,-578000000.0,-360000000.0,-566000000.0,
Change In Prepaid Assets,-5667000000.0,-323000000.0,225000000.0,-241000000.0,
Change In Inventory,-520000000.0,-597000000.0,-960000000.0,-135000000.0,
Change In Receivables,-295000000.0,-2000000.0,-69000000.0,-225000000.0,
Changes In Account Receivables,-295000000.0,-2000000.0,-69000000.0,-225000000.0,
Other Non Cash Items,1952000000.0,1206000000.0,1193000000.0,-658000000.0,
Stock Based Compensation,286000000.0,254000000.0,356000000.0,337000000.0,
Deferred Tax,-11000000.0,-2000000.0,-122000000.0,894000000.0,
Deferred Income Tax,-11000000.0,-2000000.0,-122000000.0,894000000.0,
Depreciation Amortization Depletion,1075000000.0,1128000000.0,1260000000.0,1452000000.0,
Depreciation And Amortization,1075000000.0,1128000000.0,1260000000.0,1452000000.0,
Operating Gains Losses,-912000000.0,-844000000.0,-635000000.0,-529000000.0,
Earnings Losses From Equity Investments,-802000000.0,-1019000000.0,-838000000.0,-615000000.0,
Net Foreign Currency Exchange Gain Loss,-110000000.0,175000000.0,203000000.0,86000000.0,
Net Income From Continuing Operations,10649000000.0,10703000000.0,9571000000.0,9804000000.0,
