,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Free Cash Flow,2044000000.0,751000000.0,968000000.0,700000000.0
Repurchase Of Capital Stock,-441000000.0,-904000000.0,0.0,-304000000.0
Repayment Of Debt,-1183000000.0,-3047000000.0,-541000000.0,-1941000000.0
Issuance Of Debt,0.0,8954000000.0,512000000.0,750000000.0
Capital Expenditure,-20000000.0,-6000000.0,-6000000.0,-6000000.0
End Cash Position,846000000.0,750000000.0,1887000000.0,933000000.0
Beginning Cash Position,750000000.0,1887000000.0,933000000.0,2177000000.0
Effect Of Exchange Rate Changes,-9000000.0,-28000000.0,-13000000.0,22000000.0
Changes In Cash,105000000.0,-1109000000.0,967000000.0,-1266000000.0
Financing Cash Flow,-1961000000.0,4681000000.0,-333000000.0,-1903000000.0
Cash Flow From Continuing Financing Activities,-1961000000.0,4681000000.0,-333000000.0,-1903000000.0
Net Other Financing Charges,-26000000.0,-20000000.0,-15000000.0,-59000000.0
Proceeds From Stock Option Exercised,12000000.0,12000000.0,14000000.0,24000000.0
Cash Dividends Paid,-323000000.0,-314000000.0,-303000000.0,-373000000.0
Common Stock Dividend Paid,-323000000.0,-314000000.0,-303000000.0,
Net Common Stock Issuance,-441000000.0,-904000000.0,0.0,-304000000.0
Common Stock Payments,-441000000.0,-904000000.0,0.0,-304000000.0
Net Issuance Payments Of Debt,-1183000000.0,5907000000.0,-29000000.0,-1191000000.0
Net Long Term Debt Issuance,-1183000000.0,5907000000.0,-29000000.0,-1191000000.0
Long Term Debt Payments,-1183000000.0,-3047000000.0,-541000000.0,-1941000000.0
Long Term Debt Issuance,0.0,8954000000.0,512000000.0,750000000.0
Investing Cash Flow,2000000.0,-6547000000.0,326000000.0,-69000000.0
Cash Flow From Continuing Investing Activities,2000000.0,-6547000000.0,326000000.0,-69000000.0
Net Other Investing Changes,-3000000.0,2000000.0,1000000.0,-5000000.0
Net Investment Purchase And Sale,0.0,4000000.0,15000000.0,68000000.0
Sale Of Investment,0.0,4000000.0,15000000.0,68000000.0
Net Business Purchase And Sale,0.0,-6547000000.0,-39000000.0,-344000000.0
Sale Of Business,,,0.0,0.0
Purchase Of Business,0.0,-6547000000.0,-39000000.0,-344000000.0
Net PPE Purchase And Sale,5000000.0,-6000000.0,349000000.0,212000000.0
Sale Of PPE,25000000.0,0.0,355000000.0,218000000.0
Purchase Of PPE,-20000000.0,-6000000.0,-6000000.0,-6000000.0
Operating Cash Flow,2064000000.0,757000000.0,974000000.0,706000000.0
Cash Flow From Continuing Operating Activities,2064000000.0,757000000.0,974000000.0,706000000.0
Change In Working Capital,1748000000.0,-969000000.0,147000000.0,-167000000.0
Change In Other Working Capital,35000000.0,-5000000.0,67000000.0,118000000.0
Change In Other Current Liabilities,432000000.0,-137000000.0,190000000.0,-79000000.0
Change In Other Current Assets,864000000.0,-696000000.0,-7000000.0,144000000.0
Change In Payables And Accrued Expense,410000000.0,-142000000.0,-94000000.0,-353000000.0
Change In Accrued Expense,-24000000.0,-6000000.0,-26000000.0,-10000000.0
Change In Payable,434000000.0,-136000000.0,-68000000.0,-343000000.0
Change In Account Payable,-12000000.0,-8000000.0,10000000.0,-44000000.0
Change In Tax Payable,446000000.0,-128000000.0,-78000000.0,-299000000.0
Change In Income Tax Payable,446000000.0,-128000000.0,-78000000.0,-299000000.0
Change In Receivables,7000000.0,11000000.0,-9000000.0,3000000.0
Changes In Account Receivables,7000000.0,11000000.0,-9000000.0,3000000.0
Other Non Cash Items,40000000.0,25000000.0,21000000.0,74000000.0
Stock Based Compensation,138000000.0,134000000.0,70000000.0,81000000.0
Asset Impairment Charge,37000000.0,25000000.0,13000000.0,90000000.0
Deferred Tax,-991000000.0,-145000000.0,-81000000.0,42000000.0
Deferred Income Tax,-991000000.0,-145000000.0,-81000000.0,42000000.0
Depreciation Amortization Depletion,485000000.0,329000000.0,140000000.0,150000000.0
Depreciation And Amortization,485000000.0,329000000.0,140000000.0,150000000.0
Amortization Cash Flow,462000000.0,308000000.0,124000000.0,
Amortization Of Intangibles,462000000.0,308000000.0,124000000.0,
Depreciation,23000000.0,21000000.0,16000000.0,
Operating Gains Losses,-9000000.0,9000000.0,-172000000.0,-118000000.0
Earnings Losses From Equity Investments,,,0.0,0.0
Gain Loss On Sale Of PPE,-9000000.0,0.0,-175000000.0,-98000000.0
Gain Loss On Sale Of Business,,,0.0,0.0
Net Income From Continuing Operations,616000000.0,1349000000.0,836000000.0,554000000.0
