,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Free Cash Flow,943819000.0,456397000.0,121336000.0,563999000.0
Repurchase Of Capital Stock,-424905000.0,-314060000.0,-370677000.0,-106579000.0
Repayment Of Debt,,0.0,0.0,-40379000.0
Issuance Of Debt,,0.0,0.0,9100000.0
Issuance Of Capital Stock,2444000.0,2170000.0,1991000.0,1502000.0
Capital Expenditure,-89365000.0,-81025000.0,-51017000.0,-32218000.0
Interest Paid Supplemental Data,1783000.0,1880000.0,1842000.0,2931000.0
Income Tax Paid Supplemental Data,234062000.0,135986000.0,192090000.0,104068000.0
End Cash Position,1502051000.0,981795000.0,843527000.0,1089361000.0
Beginning Cash Position,981795000.0,843527000.0,1089361000.0,649436000.0
Effect Of Exchange Rate Changes,-5922000.0,-9110000.0,304000.0,5458000.0
Changes In Cash,526178000.0,147378000.0,-246138000.0,434467000.0
Financing Cash Flow,-417675000.0,-309031000.0,-367482000.0,-129581000.0
Cash Flow From Continuing Financing Activities,-417675000.0,-309031000.0,-367482000.0,-129581000.0
Net Other Financing Charges,,-1537000.0,,
Proceeds From Stock Option Exercised,4786000.0,4396000.0,1204000.0,6775000.0
Net Common Stock Issuance,-422461000.0,-311890000.0,-368686000.0,-105077000.0
Common Stock Payments,-424905000.0,-314060000.0,-370677000.0,-106579000.0
Common Stock Issuance,2444000.0,2170000.0,1991000.0,1502000.0
Net Issuance Payments Of Debt,,0.0,0.0,-31279000.0
Net Short Term Debt Issuance,,0.0,0.0,-378000.0
Short Term Debt Payments,,0.0,0.0,-9478000.0
Short Term Debt Issuance,,0.0,0.0,9100000.0
Net Long Term Debt Issuance,,0.0,0.0,-30901000.0
Long Term Debt Payments,,0.0,0.0,-30901000.0
Investing Cash Flow,-89331000.0,-81013000.0,-51009000.0,-32169000.0
Cash Flow From Continuing Investing Activities,-89331000.0,-81013000.0,-51009000.0,-32169000.0
Net PPE Purchase And Sale,-89331000.0,-81013000.0,-51009000.0,-32169000.0
Sale Of PPE,34000.0,12000.0,8000.0,49000.0
Purchase Of PPE,-89365000.0,-81025000.0,-51017000.0,-32218000.0
Operating Cash Flow,1033184000.0,537422000.0,172353000.0,596217000.0
Cash Flow From Continuing Operating Activities,1033184000.0,537422000.0,172353000.0,596217000.0
Change In Working Capital,167806000.0,-54302000.0,-325997000.0,136374000.0
Change In Other Working Capital,-567000.0,-8308000.0,3189000.0,250000.0
Change In Other Current Liabilities,-5222000.0,17600000.0,999000.0,530000.0
Change In Other Current Assets,-9989000.0,13240000.0,-28296000.0,-3103000.0
Change In Payables And Accrued Expense,198151000.0,-57822000.0,44320000.0,158778000.0
Change In Accrued Expense,43534000.0,11528000.0,-20370000.0,53785000.0
Change In Payable,154617000.0,-69350000.0,64690000.0,104993000.0
Change In Account Payable,119601000.0,-74247000.0,89184000.0,79176000.0
Change In Tax Payable,35016000.0,4897000.0,-24494000.0,25817000.0
Change In Income Tax Payable,35016000.0,4897000.0,-24494000.0,25817000.0
Change In Prepaid Assets,-38490000.0,-5609000.0,-19095000.0,-22128000.0
Change In Inventory,58541000.0,-26056000.0,-228554000.0,33378000.0
Change In Receivables,-34618000.0,12653000.0,-98560000.0,-31331000.0
Changes In Account Receivables,4157000.0,-806000.0,-86627000.0,-33173000.0
Other Non Cash Items,2496000.0,2662000.0,1552000.0,530000.0
Excess Tax Benefit From Stock Based Compensation,,,,-586000.0
Stock Based Compensation,37288000.0,26897000.0,26816000.0,22701000.0
Asset Impairment Charge,9968000.0,4800000.0,2844000.0,20659000.0
Deferred Tax,-1510000.0,-9719000.0,-27796000.0,-8171000.0
Deferred Income Tax,-1510000.0,-9719000.0,-27796000.0,-8171000.0
Depreciation Amortization Depletion,57166000.0,47345000.0,42878000.0,40530000.0
Depreciation And Amortization,57166000.0,47345000.0,42878000.0,40530000.0
Amortization Cash Flow,2208000.0,2228000.0,,
Amortization Of Intangibles,2208000.0,2228000.0,,
Depreciation,54958000.0,45117000.0,42878000.0,40530000.0
Operating Gains Losses,407000.0,2917000.0,107000.0,1019000.0
Gain Loss On Sale Of PPE,407000.0,2691000.0,107000.0,1019000.0
Net Income From Continuing Operations,759563000.0,516822000.0,451949000.0,382575000.0
