,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,473800000.0,597700000.0,321100000.0,566000000.0
Repurchase Of Capital Stock,-305800000.0,-306500000.0,-403500000.0,-366500000.0
Capital Expenditure,-108000000.0,-72600000.0,-70300000.0,-75100000.0
End Cash Position,239600000.0,339900000.0,391200000.0,443300000.0
Beginning Cash Position,339900000.0,391200000.0,443300000.0,573100000.0
Effect Of Exchange Rate Changes,-6600000.0,-12800000.0,-20800000.0,0.0
Changes In Cash,-93700000.0,-38500000.0,-31300000.0,-129800000.0
Financing Cash Flow,-408400000.0,-684700000.0,-430800000.0,-421000000.0
Cash Flow From Continuing Financing Activities,-408400000.0,-684700000.0,-430800000.0,-421000000.0
Net Other Financing Charges,,,-700000.0,
Proceeds From Stock Option Exercised,18100000.0,23400000.0,-700000.0,32100000.0
Cash Dividends Paid,-190400000.0,-183500000.0,-177200000.0,-170100000.0
Common Stock Dividend Paid,-190400000.0,-183500000.0,-177200000.0,-170100000.0
Net Common Stock Issuance,-305800000.0,-306500000.0,-403500000.0,-366500000.0
Common Stock Payments,-305800000.0,-306500000.0,-403500000.0,-366500000.0
Net Issuance Payments Of Debt,69700000.0,-218100000.0,150600000.0,83500000.0
Net Long Term Debt Issuance,69700000.0,-218100000.0,150600000.0,83500000.0
Investing Cash Flow,-267100000.0,-24100000.0,8100000.0,-349900000.0
Cash Flow From Continuing Investing Activities,-267100000.0,-24100000.0,8100000.0,-349900000.0
Net Investment Purchase And Sale,-13200000.0,65300000.0,86400000.0,-67200000.0
Sale Of Investment,60500000.0,128400000.0,178000000.0,118200000.0
Purchase Of Investment,-73700000.0,-63100000.0,-91600000.0,-185400000.0
Net Business Purchase And Sale,-145900000.0,-16800000.0,-8000000.0,-207600000.0
Purchase Of Business,-145900000.0,-16800000.0,-8000000.0,-207600000.0
Capital Expenditure Reported,-108000000.0,-72600000.0,-70300000.0,-75100000.0
Operating Cash Flow,581800000.0,670300000.0,391400000.0,641100000.0
Cash Flow From Continuing Operating Activities,581800000.0,670300000.0,391400000.0,641100000.0
Change In Working Capital,-45600000.0,12800000.0,-181900000.0,64200000.0
Change In Other Working Capital,-22400000.0,-3100000.0,3400000.0,-4900000.0
Change In Other Current Assets,7100000.0,7200000.0,-9100000.0,4900000.0
Change In Payables And Accrued Expense,-38800000.0,7000000.0,-135900000.0,199200000.0
Change In Accrued Expense,-32900000.0,28400000.0,-46500000.0,56300000.0
Change In Payable,-5900000.0,-21400000.0,-89400000.0,142900000.0
Change In Account Payable,-5900000.0,-21400000.0,-89400000.0,142900000.0
Change In Inventory,-40500000.0,18100000.0,-82800000.0,-109500000.0
Change In Receivables,49000000.0,-16400000.0,42500000.0,-25500000.0
Stock Based Compensation,14900000.0,11500000.0,11100000.0,11900000.0
Asset Impairment Charge,4700000.0,15600000.0,0.0,0.0
Deferred Tax,-4600000.0,-3600000.0,-167700000.0,0.0
Deferred Income Tax,-4600000.0,-3600000.0,-167700000.0,0.0
Depreciation Amortization Depletion,78800000.0,78300000.0,76900000.0,77900000.0
Depreciation And Amortization,78800000.0,78300000.0,76900000.0,77900000.0
Operating Gains Losses,,-900000.0,417300000.0,
Pension And Employee Benefit Expense,0.0,-900000.0,417300000.0,0.0
Net Income From Continuing Operations,533600000.0,556600000.0,235700000.0,487100000.0
