,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Free Cash Flow,904900000.0,193500000.0,549000000.0,273100000.0
Repurchase Of Capital Stock,-449700000.0,-488600000.0,-492600000.0,-37700000.0
Repayment Of Debt,-21300000.0,-521900000.0,-23100000.0,-788900000.0
Issuance Of Debt,,0.0,0.0,1241900000.0
Capital Expenditure,-164800000.0,-217500000.0,-166900000.0,-107800000.0
End Cash Position,1670600000.0,1536900000.0,1872000000.0,2588000000.0
Beginning Cash Position,1536900000.0,1872000000.0,2588000000.0,1629800000.0
Effect Of Exchange Rate Changes,-13600000.0,-8800000.0,-48300000.0,25500000.0
Changes In Cash,147300000.0,-326300000.0,-667700000.0,932700000.0
Financing Cash Flow,-665600000.0,-1208800000.0,-665700000.0,356800000.0
Cash Flow From Continuing Financing Activities,-665600000.0,-1208800000.0,-665700000.0,356800000.0
Net Other Financing Charges,,,,-8700000.0
Proceeds From Stock Option Exercised,,,,0.0
Cash Dividends Paid,-194600000.0,-198300000.0,-150000000.0,-49800000.0
Common Stock Dividend Paid,-194600000.0,-198300000.0,-150000000.0,-49800000.0
Net Common Stock Issuance,-449700000.0,-488600000.0,-492600000.0,-37700000.0
Common Stock Payments,-449700000.0,-488600000.0,-492600000.0,-37700000.0
Net Issuance Payments Of Debt,-21300000.0,-521900000.0,-23100000.0,453000000.0
Net Short Term Debt Issuance,,0.0,0.0,-475000000.0
Short Term Debt Payments,,0.0,0.0,-475000000.0
Short Term Debt Issuance,,,0.0,0.0
Net Long Term Debt Issuance,-21300000.0,-521900000.0,-23100000.0,928000000.0
Long Term Debt Payments,-21300000.0,-521900000.0,-23100000.0,-313900000.0
Long Term Debt Issuance,,0.0,0.0,1241900000.0
Investing Cash Flow,-256800000.0,471500000.0,-717900000.0,195000000.0
Cash Flow From Continuing Investing Activities,-256800000.0,471500000.0,-717900000.0,195000000.0
Net Other Investing Changes,-3500000.0,-5800000.0,-5000000.0,-3500000.0
Net Investment Purchase And Sale,-88500000.0,694800000.0,-546000000.0,306300000.0
Sale Of Investment,304300000.0,1293400000.0,964600000.0,1010900000.0
Purchase Of Investment,-392800000.0,-598600000.0,-1510600000.0,-704600000.0
Net PPE Purchase And Sale,,,0.0,0.0
Sale Of PPE,,,0.0,0.0
Capital Expenditure Reported,-164800000.0,-217500000.0,-166900000.0,-107800000.0
Operating Cash Flow,1069700000.0,411000000.0,715900000.0,380900000.0
Cash Flow From Continuing Operating Activities,1069700000.0,411000000.0,715900000.0,380900000.0
Change In Working Capital,115000000.0,-424600000.0,-169600000.0,75900000.0
Change In Other Working Capital,-50500000.0,-20900000.0,-99000000.0,-83600000.0
Change In Payables And Accrued Expense,15600000.0,-225000000.0,194600000.0,293600000.0
Change In Prepaid Assets,16100000.0,-19900000.0,-28300000.0,5200000.0
Change In Inventory,149100000.0,-106200000.0,-269300000.0,3700000.0
Change In Receivables,-15300000.0,-52600000.0,32400000.0,-143000000.0
Changes In Account Receivables,-15300000.0,-52600000.0,32400000.0,-143000000.0
Other Non Cash Items,13700000.0,1000000.0,1000000.0,1800000.0
Stock Based Compensation,99500000.0,75500000.0,81700000.0,72700000.0
Asset Impairment Charge,7300000.0,12000000.0,19100000.0,68400000.0
Deferred Tax,-41100000.0,3900000.0,-46100000.0,35600000.0
Deferred Income Tax,-41100000.0,3900000.0,-46100000.0,35600000.0
Depreciation Amortization Depletion,229000000.0,220500000.0,229700000.0,247600000.0
Depreciation And Amortization,229000000.0,220500000.0,229700000.0,247600000.0
Amortization Cash Flow,13100000.0,14000000.0,17900000.0,20200000.0
Amortization Of Intangibles,13100000.0,14000000.0,17900000.0,20200000.0
Depreciation,215900000.0,206500000.0,211800000.0,227400000.0
Gain Loss On Sale Of PPE,,,,0.0
Net Income From Continuing Operations,646300000.0,522700000.0,600100000.0,-121100000.0
