,2024-09-30,2023-09-30,2022-09-30,2021-09-30,2020-09-30
Free Cash Flow,933559000.0,837277000.0,347094000.0,633462000.0,
Repurchase Of Capital Stock,-402668000.0,-265714000.0,-281926000.0,-274948000.0,
Repayment Of Debt,-4237116000.0,-4490032000.0,-2426525000.0,-3224640000.0,
Issuance Of Debt,4612042000.0,3873479000.0,3145500000.0,4445080000.0,
Issuance Of Capital Stock,47503000.0,47782000.0,51034000.0,38077000.0,
Capital Expenditure,-121114000.0,-137486000.0,-127615000.0,-92814000.0,
End Cash Position,1146931000.0,929445000.0,1154207000.0,1026575000.0,
Beginning Cash Position,929445000.0,1154207000.0,1026575000.0,862424000.0,
Effect Of Exchange Rate Changes,41640000.0,32548000.0,-128892000.0,19635000.0,
Changes In Cash,175846000.0,-257310000.0,256524000.0,144516000.0,
Financing Cash Flow,-751637000.0,-1086410000.0,320234000.0,798983000.0,
Cash Flow From Continuing Financing Activities,-751637000.0,-1086410000.0,320234000.0,798983000.0,
Net Other Financing Charges,-628619000.0,-123505000.0,-51901000.0,-77398000.0,
Cash Dividends Paid,-142779000.0,-128420000.0,-115948000.0,-107188000.0,
Common Stock Dividend Paid,-142779000.0,-128420000.0,-115948000.0,-107188000.0,
Net Common Stock Issuance,-355165000.0,-217932000.0,-230892000.0,-236871000.0,
Common Stock Payments,-402668000.0,-265714000.0,-281926000.0,-274948000.0,
Common Stock Issuance,47503000.0,47782000.0,51034000.0,38077000.0,
Net Issuance Payments Of Debt,374926000.0,-616553000.0,718975000.0,1220440000.0,
Net Short Term Debt Issuance,-861416000.0,9658000.0,-6359000.0,-7675000.0,
Short Term Debt Payments,-866761000.0,-3353000.0,-6359000.0,-7675000.0,
Short Term Debt Issuance,5345000.0,13011000.0,0.0,0.0,
Net Long Term Debt Issuance,1236342000.0,-626211000.0,725334000.0,1228115000.0,
Long Term Debt Payments,-3370355000.0,-4486679000.0,-2420166000.0,-3216965000.0,
Long Term Debt Issuance,4606697000.0,3860468000.0,3145500000.0,4445080000.0,
Investing Cash Flow,-127190000.0,-145663000.0,-538419000.0,-1380743000.0,
Cash Flow From Continuing Investing Activities,-127190000.0,-145663000.0,-538419000.0,-1380743000.0,
Net Investment Purchase And Sale,0.0,0.0,13862000.0,421315000.0,
Sale Of Investment,0.0,0.0,13862000.0,421315000.0,
Net Business Purchase And Sale,-12263000.0,-9721000.0,-434058000.0,-1709718000.0,
Sale Of Business,1737000.0,7964000.0,3025000.0,36360000.0,
Purchase Of Business,-14000000.0,-17685000.0,-437083000.0,-1746078000.0,
Net PPE Purchase And Sale,-114927000.0,-135942000.0,-118223000.0,-92340000.0,
Sale Of PPE,6187000.0,1544000.0,9392000.0,474000.0,
Purchase Of PPE,-121114000.0,-137486000.0,-127615000.0,-92814000.0,
Operating Cash Flow,1054673000.0,974763000.0,474709000.0,726276000.0,
Cash Flow From Continuing Operating Activities,1054673000.0,974763000.0,474709000.0,726276000.0,
Change In Working Capital,218582000.0,-103832000.0,-762680000.0,-95710000.0,
Change In Other Current Liabilities,6047000.0,-49957000.0,-73697000.0,-63915000.0,
Change In Other Current Assets,104659000.0,92050000.0,113850000.0,116097000.0,
Change In Payables And Accrued Expense,37072000.0,-103534000.0,-534892000.0,-396846000.0,
Change In Accrued Expense,-138491000.0,-279136000.0,-552036000.0,-252305000.0,
Change In Payable,175563000.0,175602000.0,17144000.0,-144541000.0,
Change In Account Payable,81469000.0,166194000.0,87402000.0,-165502000.0,
Change In Tax Payable,94094000.0,9408000.0,-70258000.0,20961000.0,
Change In Income Tax Payable,94094000.0,9408000.0,-70258000.0,20961000.0,
Change In Prepaid Assets,11217000.0,-33996000.0,6000.0,6800000.0,
Change In Receivables,59587000.0,-8395000.0,-267947000.0,242154000.0,
Changes In Account Receivables,,,,242154000.0,-107784000.0
Other Non Cash Items,28661000.0,-1364000.0,-22349000.0,2079000.0,
Stock Based Compensation,74193000.0,74337000.0,53383000.0,56221000.0,
Asset Impairment Charge,3000000.0,48163000.0,78292000.0,40640000.0,
Deferred Tax,-224935000.0,-76815000.0,111846000.0,113623000.0,
Deferred Income Tax,-224935000.0,-76815000.0,111846000.0,113623000.0,
Depreciation Amortization Depletion,308739000.0,307252000.0,301056000.0,250800000.0,
Depreciation And Amortization,308739000.0,307252000.0,301056000.0,250800000.0,
Amortization Cash Flow,209507000.0,203906000.0,198602000.0,149776000.0,
Amortization Of Intangibles,209507000.0,203906000.0,198602000.0,149776000.0,
Depreciation,99232000.0,103346000.0,102454000.0,101024000.0,
Operating Gains Losses,-206210000.0,7366000.0,-251000.0,-72206000.0,
Pension And Employee Benefit Expense,,208000.0,123000.0,2783000.0,4598000.0
Earnings Losses From Equity Investments,-16079000.0,-324000.0,18291000.0,10941000.0,
Gain Loss On Investment Securities,-186931000.0,,-13862000.0,-71325000.0,103623000.0
Gain Loss On Sale Of Business,,0.0,0.0,-15608000.0,-110236000.0
Net Income From Continuing Operations,852643000.0,719656000.0,715412000.0,430829000.0,
