,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,328672000.0,281319000.0,237359000.0,231475000.0
Repurchase Of Capital Stock,-75474000.0,0.0,-87540000.0,-63189000.0
Repayment Of Debt,-344925000.0,-123995000.0,-100000000.0,-70348000.0
Issuance Of Debt,344925000.0,123995000.0,100000000.0,70348000.0
Capital Expenditure,-56565000.0,-52448000.0,-51872000.0,-50616000.0
Interest Paid Supplemental Data,1717000.0,1870000.0,652000.0,830000.0
Income Tax Paid Supplemental Data,96932000.0,94814000.0,88677000.0,70003000.0
End Cash Position,700459000.0,611672000.0,572664000.0,625567000.0
Beginning Cash Position,611672000.0,572664000.0,625567000.0,608050000.0
Effect Of Exchange Rate Changes,-8138000.0,7588000.0,-13484000.0,-7105000.0
Changes In Cash,96925000.0,31420000.0,-39419000.0,24622000.0
Financing Cash Flow,-201377000.0,-147057000.0,-242378000.0,-189775000.0
Cash Flow From Continuing Financing Activities,-201377000.0,-147057000.0,-242378000.0,-189775000.0
Net Other Financing Charges,-16194000.0,-38339000.0,-49568000.0,-33890000.0
Proceeds From Stock Option Exercised,2988000.0,940000.0,672000.0,7096000.0
Cash Dividends Paid,-112697000.0,-109658000.0,-105942000.0,-99792000.0
Common Stock Dividend Paid,-112697000.0,-109658000.0,-105942000.0,-99792000.0
Net Common Stock Issuance,-75474000.0,0.0,-87540000.0,-63189000.0
Common Stock Payments,-75474000.0,0.0,-87540000.0,-63189000.0
Net Issuance Payments Of Debt,0.0,0.0,0.0,0.0
Net Short Term Debt Issuance,0.0,0.0,0.0,0.0
Short Term Debt Payments,-344925000.0,-123995000.0,-100000000.0,-70348000.0
Short Term Debt Issuance,344925000.0,123995000.0,100000000.0,70348000.0
Investing Cash Flow,-86935000.0,-155290000.0,-86272000.0,-67694000.0
Cash Flow From Continuing Investing Activities,-86935000.0,-155290000.0,-86272000.0,-67694000.0
Net Investment Purchase And Sale,-30370000.0,-24366000.0,0.0,0.0
Sale Of Investment,12440000.0,4452000.0,0.0,0.0
Purchase Of Investment,-42810000.0,-28818000.0,0.0,0.0
Net Business Purchase And Sale,0.0,-78476000.0,-34400000.0,-17078000.0
Purchase Of Business,0.0,-78476000.0,-34400000.0,-17078000.0
Net PPE Purchase And Sale,-9942000.0,-9326000.0,-13142000.0,-17493000.0
Purchase Of PPE,-9942000.0,-9326000.0,-13142000.0,-17493000.0
Capital Expenditure Reported,-46623000.0,-43122000.0,-38730000.0,-33123000.0
Operating Cash Flow,385237000.0,333767000.0,289231000.0,282091000.0
Cash Flow From Continuing Operating Activities,385237000.0,333767000.0,289231000.0,282091000.0
Change In Working Capital,-3531000.0,-25678000.0,-43236000.0,-66009000.0
Change In Other Working Capital,-621000.0,-1103000.0,1813000.0,-2306000.0
Change In Other Current Liabilities,-8730000.0,-6735000.0,-6373000.0,-7001000.0
Change In Other Current Assets,-629000.0,-25248000.0,-49527000.0,-5574000.0
Change In Payables And Accrued Expense,-310921000.0,207466000.0,77867000.0,87969000.0
Change In Accrued Expense,7049000.0,1466000.0,-3417000.0,-2607000.0
Change In Payable,-317970000.0,206000000.0,81284000.0,90576000.0
Change In Account Payable,-314686000.0,220691000.0,86052000.0,96214000.0
Change In Tax Payable,-3284000.0,-14691000.0,-4768000.0,-5638000.0
Change In Income Tax Payable,-3284000.0,-14691000.0,-4768000.0,-5638000.0
Change In Prepaid Assets,1009000.0,-11898000.0,-4249000.0,2214000.0
Change In Receivables,316361000.0,-188160000.0,-62767000.0,-141311000.0
Changes In Account Receivables,316361000.0,-188160000.0,-62767000.0,-141311000.0
Other Non Cash Items,7042000.0,-3113000.0,555000.0,-466000.0
Stock Based Compensation,29684000.0,29190000.0,29864000.0,27314000.0
Deferred Tax,-3878000.0,-5815000.0,-6547000.0,3118000.0
Deferred Income Tax,-3878000.0,-5815000.0,-6547000.0,3118000.0
Depreciation Amortization Depletion,80463000.0,76410000.0,67154000.0,60246000.0
Depreciation And Amortization,80463000.0,76410000.0,67154000.0,60246000.0
Depreciation,80463000.0,76410000.0,67154000.0,60246000.0
Operating Gains Losses,1276000.0,4718000.0,-8783000.0,
Net Foreign Currency Exchange Gain Loss,1276000.0,4718000.0,-8783000.0,0.0
Net Income From Continuing Operations,274181000.0,258055000.0,250224000.0,257888000.0
