,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.241,0.212,0.241952,0.235,
Normalized EBITDA,2010728000.0,2022253000.0,1645962000.0,1847622000.0,
Net Income From Continuing Operation Net Minority Interest,1509048000.0,1630988000.0,1191624000.0,1377475000.0,
Reconciled Depreciation,80434000.0,68898000.0,61241000.0,50155000.0,
Reconciled Cost Of Revenue,3443831000.0,3345821000.0,3136483000.0,2432839000.0,
EBITDA,2010728000.0,2022253000.0,1645962000.0,1847622000.0,
EBIT,1930294000.0,1953355000.0,1584721000.0,1797467000.0,
Net Interest Income,59165000.0,115127000.0,-12757000.0,3952000.0,
Normalized Income,1509048000.0,1630988000.0,1191624000.0,1377475000.0,
Net Income From Continuing And Discontinued Operation,1509048000.0,1630988000.0,1191624000.0,1377475000.0,
Total Expenses,5562415000.0,5186672000.0,4726329000.0,3743885000.0,
Total Operating Income As Reported,1930294000.0,1953355000.0,1584721000.0,1797467000.0,
Diluted Average Shares,1013107000.0,1057981000.0,1066442000.0,1071278000.0,
Basic Average Shares,1004566000.0,1044887000.0,1053558000.0,1057526000.0,
Diluted EPS,1.49,1.54,1.115,1.285,
Basic EPS,1.5,1.56,1.13,1.305,
Diluted NI Availto Com Stockholders,1509048000.0,1630988000.0,1191624000.0,1377475000.0,
Net Income Common Stockholders,1509048000.0,1630988000.0,1191624000.0,1377475000.0,
Net Income,1509048000.0,1630988000.0,1191624000.0,1377475000.0,
Net Income Including Noncontrolling Interests,1509048000.0,1630988000.0,1191624000.0,1377475000.0,
Net Income Continuous Operations,1509048000.0,1630988000.0,1191624000.0,1377475000.0,
Tax Provision,480411000.0,437494000.0,380340000.0,423944000.0,
Pretax Income,1989459000.0,2068482000.0,1571964000.0,1801419000.0,
Other Income Expense,,115127000.0,-12757000.0,3952000.0,-6996000.0
Other Non Operating Income Expenses,,115127000.0,-12757000.0,3952000.0,-6996000.0
Net Non Operating Interest Income Expense,59165000.0,115127000.0,-12757000.0,3952000.0,
Total Other Finance Cost,-59165000.0,-115127000.0,12757000.0,-3952000.0,
Operating Income,1930294000.0,1953355000.0,1584721000.0,1797467000.0,
Operating Expense,2118584000.0,1840851000.0,1589846000.0,1311046000.0,
Gross Profit,4048878000.0,3794206000.0,3174567000.0,3108513000.0,
Cost Of Revenue,3443831000.0,3345821000.0,3136483000.0,2432839000.0,
Total Revenue,7492709000.0,7140027000.0,6311050000.0,5541352000.0,
Operating Revenue,7492709000.0,7140027000.0,6311050000.0,5541352000.0,
