,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Tax Effect Of Unusual Items,2576000.0,-3880800.0,-4477500.0,272295.608711
Tax Rate For Calcs,0.23,0.231,0.225,0.226913
Normalized EBITDA,5784400000.0,5257000000.0,4421000000.0,3930400000.0
Total Unusual Items,11200000.0,-16800000.0,-19900000.0,1200000.0
Total Unusual Items Excluding Goodwill,11200000.0,-16800000.0,-19900000.0,1200000.0
Net Income From Continuing Operation Net Minority Interest,3752000000.0,3412000000.0,2948900000.0,2598500000.0
Reconciled Depreciation,561900000.0,549300000.0,515100000.0,510700000.0
Reconciled Cost Of Revenue,10476700000.0,9953400000.0,9461900000.0,8640300000.0
EBITDA,5795600000.0,5240200000.0,4401100000.0,3931600000.0
EBIT,5233700000.0,4690900000.0,3886000000.0,3420900000.0
Net Interest Income,904600000.0,709600000.0,410900000.0,399200000.0
Interest Expense,361400000.0,253300000.0,81900000.0,59700000.0
Interest Income,1266000000.0,962900000.0,492800000.0,458900000.0
Normalized Income,3743376000.0,3424919200.0,2964322500.0,2597572295.608711
Net Income From Continuing And Discontinued Operation,3752000000.0,3412000000.0,2948900000.0,2598500000.0
Total Expenses,14255600000.0,13504800000.0,12695100000.0,11680800000.0
Diluted Average Shares,412200000.0,415700000.0,421100000.0,428100000.0
Basic Average Shares,410600000.0,413700000.0,418800000.0,426300000.0
Diluted EPS,9.1,8.21,7.0,6.07
Basic EPS,9.14,8.25,7.04,6.1
Diluted NI Availto Com Stockholders,3752000000.0,3412000000.0,2948900000.0,2598500000.0
Net Income Common Stockholders,3752000000.0,3412000000.0,2948900000.0,2598500000.0
Net Income,3752000000.0,3412000000.0,2948900000.0,2598500000.0
Net Income Including Noncontrolling Interests,3752000000.0,3412000000.0,2948900000.0,2598500000.0
Net Income Continuous Operations,3752000000.0,3412000000.0,2948900000.0,2598500000.0
Tax Provision,1120300000.0,1025600000.0,855200000.0,762700000.0
Pretax Income,4872300000.0,4437600000.0,3804100000.0,3361200000.0
Other Income Expense,45400000.0,34000000.0,41800000.0,59800000.0
Other Non Operating Income Expenses,34200000.0,50800000.0,61700000.0,58600000.0
Special Income Charges,17100000.0,-2100000.0,-15500000.0,-10100000.0
Gain On Sale Of Ppe,17100000.0,0.0,7500000.0,9800000.0
Write Off,0.0,2100000.0,23000000.0,19900000.0
Gain On Sale Of Security,-5900000.0,-14700000.0,-4400000.0,11300000.0
Net Non Operating Interest Income Expense,904600000.0,709600000.0,410900000.0,399200000.0
Interest Expense Non Operating,361400000.0,253300000.0,81900000.0,59700000.0
Interest Income Non Operating,1266000000.0,962900000.0,492800000.0,458900000.0
Operating Income,3922300000.0,3694000000.0,3351400000.0,2902200000.0
Operating Expense,3778900000.0,3551400000.0,3233200000.0,3040500000.0
Selling General And Administration,3778900000.0,3551400000.0,3233200000.0,3040500000.0
General And Administrative Expense,3778900000.0,3551400000.0,3233200000.0,
Other Gand A,3778900000.0,3551400000.0,3233200000.0,
Salaries And Wages,-34200000.0,-50800000.0,-61700000.0,
Gross Profit,7701200000.0,7245400000.0,6584600000.0,5942700000.0
Cost Of Revenue,10476700000.0,9953400000.0,9461900000.0,8640300000.0
Total Revenue,18177900000.0,17198800000.0,16046500000.0,14583000000.0
Operating Revenue,18177900000.0,17198800000.0,16046500000.0,14583000000.0
