,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-92633400.0,3684600.0,-28538700.0,-21424000.0
Tax Rate For Calcs,0.318,0.207,0.251,0.206
Normalized EBITDA,1829200000.0,1880100000.0,1824500000.0,1780500000.0
Total Unusual Items,-291300000.0,17800000.0,-113700000.0,-104000000.0
Total Unusual Items Excluding Goodwill,-291300000.0,17800000.0,-113700000.0,-104000000.0
Net Income From Continuing Operation Net Minority Interest,689500000.0,1098400000.0,938000000.0,952800000.0
Reconciled Depreciation,258900000.0,264300000.0,274000000.0,283800000.0
Reconciled Cost Of Revenue,8872000000.0,9075100000.0,9083100000.0,8387800000.0
EBITDA,1537900000.0,1897900000.0,1710800000.0,1676500000.0
EBIT,1279000000.0,1633600000.0,1436800000.0,1392700000.0
Net Interest Income,-78200000.0,-84800000.0,-111300000.0,-143400000.0
Interest Expense,229900000.0,225600000.0,167900000.0,170600000.0
Interest Income,151700000.0,140800000.0,56600000.0,27200000.0
Normalized Income,888166600.0,1084284600.0,1023161300.0,1035376000.0
Net Income From Continuing And Discontinued Operation,689500000.0,1098400000.0,938000000.0,952800000.0
Total Expenses,9261400000.0,9406600000.0,9444200000.0,8793900000.0
Total Operating Income As Reported,1203200000.0,1482600000.0,1381200000.0,1436200000.0
Diluted Average Shares,377700000.0,385900000.0,395100000.0,398400000.0
Basic Average Shares,375200000.0,384100000.0,391500000.0,393000000.0
Diluted EPS,1.83,2.85,2.37,2.39
Basic EPS,1.84,2.86,2.4,2.42
Diluted NI Availto Com Stockholders,689500000.0,1098400000.0,938000000.0,952800000.0
Net Income Common Stockholders,689500000.0,1098400000.0,938000000.0,952800000.0
Net Income,689500000.0,1098400000.0,938000000.0,952800000.0
Minority Interests,-26200000.0,-19700000.0,-18100000.0,-20000000.0
Net Income Including Noncontrolling Interests,715700000.0,1118100000.0,956100000.0,972800000.0
Net Income Continuous Operations,715700000.0,1118100000.0,956100000.0,972800000.0
Earnings From Equity Interest Net Of Tax,500000.0,1300000.0,5600000.0,2500000.0
Tax Provision,333900000.0,291200000.0,318400000.0,251800000.0
Pretax Income,1049100000.0,1408000000.0,1268900000.0,1222100000.0
Other Income Expense,-303000000.0,10100000.0,-103400000.0,-81300000.0
Other Non Operating Income Expenses,-11700000.0,-7700000.0,10300000.0,22700000.0
Special Income Charges,-291300000.0,17800000.0,-113700000.0,-104000000.0
Gain On Sale Of Business,-64200000.0,17900000.0,-11300000.0,-19400000.0
Other Special Charges,,,,74000000.0
Impairment Of Capital Assets,232100000.0,0.0,0.0,
Restructuring And Mergern Acquisition,-5000000.0,100000.0,102400000.0,10600000.0
Net Non Operating Interest Income Expense,-78200000.0,-84800000.0,-111300000.0,-143400000.0
Interest Expense Non Operating,229900000.0,225600000.0,167900000.0,170600000.0
Interest Income Non Operating,151700000.0,140800000.0,56600000.0,27200000.0
Operating Income,1430300000.0,1482700000.0,1483600000.0,1446800000.0
Operating Expense,389400000.0,331500000.0,361100000.0,406100000.0
Depreciation Amortization Depletion Income Statement,258900000.0,264300000.0,274000000.0,283800000.0
Depreciation And Amortization In Income Statement,258900000.0,264300000.0,274000000.0,283800000.0
Selling General And Administration,130500000.0,67200000.0,87100000.0,122300000.0
Gross Profit,1819700000.0,1814200000.0,1844700000.0,1852900000.0
Cost Of Revenue,8872000000.0,9075100000.0,9083100000.0,8387800000.0
Total Revenue,10691700000.0,10889300000.0,10927800000.0,10240700000.0
Operating Revenue,10691700000.0,10889300000.0,10927800000.0,10240700000.0
