,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-18721000.0,-147392000.0,0.0,0.0
Tax Rate For Calcs,0.193,0.224,0.212,0.215
Normalized EBITDA,4075000000.0,3725000000.0,3376000000.0,3247000000.0
Total Unusual Items,-97000000.0,-658000000.0,0.0,0.0
Total Unusual Items Excluding Goodwill,-97000000.0,-658000000.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,2545000000.0,1764000000.0,1934000000.0,1814000000.0
Reconciled Depreciation,781000000.0,753000000.0,754000000.0,766000000.0
Reconciled Cost Of Revenue,12878000000.0,13399000000.0,13956000000.0,13452000000.0
EBITDA,3978000000.0,3067000000.0,3376000000.0,3247000000.0
EBIT,3197000000.0,2314000000.0,2622000000.0,2481000000.0
Net Interest Income,-222000000.0,-227000000.0,-268000000.0,-250000000.0
Interest Expense,270000000.0,293000000.0,282000000.0,256000000.0
Interest Income,48000000.0,66000000.0,14000000.0,6000000.0
Normalized Income,2623279000.0,2274608000.0,1934000000.0,1814000000.0
Net Income From Continuing And Discontinued Operation,2545000000.0,1764000000.0,1934000000.0,1814000000.0
Total Expenses,16751000000.0,17429000000.0,17494000000.0,16879000000.0
Total Operating Income As Reported,3210000000.0,2344000000.0,2681000000.0,2561000000.0
Diluted Average Shares,337000000.0,338800000.0,338300000.0,338800000.0
Basic Average Shares,335600000.0,337931034.0,337521815.0,336800000.0
Diluted EPS,7.55,5.21,5.73,5.35
Basic EPS,7.58,5.22,5.73,5.38
Diluted NI Availto Com Stockholders,2545000000.0,1764000000.0,1934000000.0,1814000000.0
Net Income Common Stockholders,2545000000.0,1764000000.0,1934000000.0,1814000000.0
Net Income,2545000000.0,1764000000.0,1934000000.0,1814000000.0
Minority Interests,-33000000.0,0.0,-27000000.0,-30000000.0
Net Income Including Noncontrolling Interests,2578000000.0,1764000000.0,1961000000.0,1844000000.0
Net Income Continuous Operations,2578000000.0,1764000000.0,1961000000.0,1844000000.0
Earnings From Equity Interest Net Of Tax,216000000.0,196000000.0,116000000.0,98000000.0
Tax Provision,565000000.0,453000000.0,495000000.0,479000000.0
Pretax Income,2927000000.0,2021000000.0,2340000000.0,2225000000.0
Other Income Expense,-158000000.0,-754000000.0,-73000000.0,-86000000.0
Other Non Operating Income Expenses,-61000000.0,-96000000.0,-73000000.0,-86000000.0
Special Income Charges,-97000000.0,-658000000.0,0.0,0.0
Impairment Of Capital Assets,97000000.0,658000000.0,0.0,0.0
Net Non Operating Interest Income Expense,-222000000.0,-227000000.0,-268000000.0,-250000000.0
Interest Expense Non Operating,270000000.0,293000000.0,282000000.0,256000000.0
Interest Income Non Operating,48000000.0,66000000.0,14000000.0,6000000.0
Operating Income,3307000000.0,3002000000.0,2681000000.0,2561000000.0
Operating Expense,3873000000.0,4030000000.0,3538000000.0,3427000000.0
Other Operating Expenses,-438000000.0,69000000.0,-43000000.0,28000000.0
Selling General And Administration,4311000000.0,3961000000.0,3581000000.0,3399000000.0
Gross Profit,7180000000.0,7032000000.0,6219000000.0,5988000000.0
Cost Of Revenue,12878000000.0,13399000000.0,13956000000.0,13452000000.0
Total Revenue,20058000000.0,20431000000.0,20175000000.0,19440000000.0
Operating Revenue,20058000000.0,20431000000.0,20175000000.0,19440000000.0
