,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6162000.0,-3726000.0,-9168000.0,0.0
Tax Rate For Calcs,0.158,0.054,0.191,0.13
Total Unusual Items,-39000000.0,-69000000.0,-48000000.0,0.0
Total Unusual Items Excluding Goodwill,-39000000.0,-69000000.0,-48000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,9272000000.0,9028000000.0,5246000000.0,8525000000.0
Reconciled Depreciation,323000000.0,310000000.0,285000000.0,287000000.0
EBIT,12196000000.0,10198000000.0,7055000000.0,10286000000.0
Net Interest Income,-741000000.0,-672000000.0,-570000000.0,-492000000.0
Interest Expense,741000000.0,672000000.0,570000000.0,492000000.0
Interest Income,80000000.0,69000000.0,42000000.0,11000000.0
Normalized Income,9304838000.0,9093274000.0,5284832000.0,8525000000.0
Net Income From Continuing And Discontinued Operation,9272000000.0,9028000000.0,5246000000.0,8525000000.0
Total Expenses,44695000000.0,40607000000.0,36490000000.0,30976000000.0
Diluted Average Shares,411905820.0,414200000.0,423500000.0,443200000.0
Basic Average Shares,408500000.0,410800000.0,414594856.0,426572612.0
Diluted EPS,22.51,21.8,12.55,19.27
Basic EPS,22.697674,21.976631,12.81492,20.017694
Diluted NI Availto Com Stockholders,9272000000.0,9028000000.0,5246000000.0,8525000000.0
Net Income Common Stockholders,9272000000.0,9028000000.0,5246000000.0,8525000000.0
Net Income,9272000000.0,9028000000.0,5246000000.0,8525000000.0
Minority Interests,-368000000.0,13000000.0,0.0,0.0
Net Income Including Noncontrolling Interests,9640000000.0,9015000000.0,5246000000.0,8525000000.0
Net Income Continuous Operations,9640000000.0,9015000000.0,5246000000.0,8525000000.0
Tax Provision,1815000000.0,511000000.0,1239000000.0,1269000000.0
Pretax Income,11455000000.0,9526000000.0,6485000000.0,9794000000.0
Other Income Expense,-140000000.0,-307000000.0,80000000.0,91000000.0
Special Income Charges,-39000000.0,-69000000.0,-48000000.0,0.0
Restructuring And Mergern Acquisition,39000000.0,69000000.0,48000000.0,0.0
Net Non Operating Interest Income Expense,-741000000.0,-672000000.0,-570000000.0,-492000000.0
Interest Expense Non Operating,741000000.0,672000000.0,570000000.0,492000000.0
Other Operating Expenses,55000000.0,47000000.0,48000000.0,60000000.0
Depreciation And Amortization In Income Statement,323000000.0,310000000.0,285000000.0,287000000.0
Amortization,323000000.0,310000000.0,285000000.0,287000000.0
Selling General And Administration,4380000000.0,4007000000.0,3395000000.0,3135000000.0
General And Administrative Expense,4380000000.0,4007000000.0,3395000000.0,3135000000.0
Other Gand A,4380000000.0,4007000000.0,3395000000.0,3135000000.0
Total Revenue,56150000000.0,50133000000.0,42975000000.0,40770000000.0
Operating Revenue,56150000000.0,50133000000.0,42975000000.0,40770000000.0
Loss Adjustment Expense,26162000000.0,24407000000.0,22492000000.0,20939000000.0
Net Policyholder Benefits And Claims,26162000000.0,24407000000.0,22492000000.0,20939000000.0
Policyholder Benefits Gross,26162000000.0,24407000000.0,22492000000.0,20939000000.0
