,2024-08-31,2023-08-31,2022-08-31,2021-08-31
Tax Effect Of Unusual Items,-823152.0,-5137308.0,-6748560.0,0.0
Tax Rate For Calcs,0.176,0.198,0.105,0.145476
Normalized EBITDA,877552000.0,813947000.0,673278000.0,583139000.0
Total Unusual Items,-4677000.0,-25946000.0,-64272000.0,0.0
Total Unusual Items Excluding Goodwill,-4677000.0,-25946000.0,-64272000.0,0.0
Net Income From Continuing Operation Net Minority Interest,537126000.0,468173000.0,396917000.0,399590000.0
Reconciled Depreciation,155594000.0,137728000.0,129715000.0,107322000.0
Reconciled Cost Of Revenue,1011945000.0,973225000.0,871106000.0,786400000.0
EBITDA,872875000.0,788001000.0,609006000.0,583139000.0
EBIT,717281000.0,650273000.0,479291000.0,475817000.0
Net Interest Income,-51331000.0,-53510000.0,-29522000.0,-6394000.0
Interest Expense,65778000.0,66319000.0,35697000.0,8200000.0
Interest Income,14447000.0,12809000.0,6175000.0,1806000.0
Normalized Income,540979848.0,488981692.0,454440440.0,399590000.0
Net Income From Continuing And Discontinued Operation,537126000.0,468173000.0,396917000.0,399590000.0
Total Expenses,1497080000.0,1430355000.0,1304138000.0,1117404000.0
Total Operating Income As Reported,701299000.0,629207000.0,475482000.0,474041000.0
Diluted Average Shares,38618000.0,38898000.0,38736000.0,38570000.0
Basic Average Shares,38059000.0,38194000.0,38044756.0,37615419.0
Diluted EPS,13.91,12.03,10.25,10.36
Basic EPS,14.11,12.26,10.432896,10.623037
Diluted NI Availto Com Stockholders,537126000.0,468173000.0,396917000.0,399590000.0
Net Income Common Stockholders,537126000.0,468173000.0,396917000.0,399590000.0
Net Income,537126000.0,468173000.0,396917000.0,399590000.0
Net Income Including Noncontrolling Interests,537126000.0,468173000.0,396917000.0,399590000.0
Net Income Continuous Operations,537126000.0,468173000.0,396917000.0,399590000.0
Tax Provision,114377000.0,115781000.0,46677000.0,68027000.0
Pretax Income,651503000.0,583954000.0,443594000.0,467617000.0
Other Income Expense,-3142000.0,-17689000.0,-66638000.0,-30000.0
Other Non Operating Income Expenses,1535000.0,8257000.0,-2366000.0,-30000.0
Special Income Charges,-4677000.0,-25946000.0,-64272000.0,0.0
Impairment Of Capital Assets,4677000.0,25946000.0,64272000.0,0.0
Net Non Operating Interest Income Expense,-51331000.0,-53510000.0,-29522000.0,-6394000.0
Interest Expense Non Operating,65778000.0,66319000.0,35697000.0,8200000.0
Interest Income Non Operating,14447000.0,12809000.0,6175000.0,1806000.0
Operating Income,705976000.0,655153000.0,539754000.0,474041000.0
Operating Expense,485135000.0,457130000.0,433032000.0,331004000.0
Selling General And Administration,485135000.0,457130000.0,433032000.0,331004000.0
Gross Profit,1191111000.0,1112283000.0,972786000.0,805045000.0
Cost Of Revenue,1011945000.0,973225000.0,871106000.0,786400000.0
Total Revenue,2203056000.0,2085508000.0,1843892000.0,1591445000.0
Operating Revenue,2203056000.0,2085508000.0,1843892000.0,1591445000.0
