,2025-01-31,2024-01-31,2023-01-31,2022-01-31
Tax Effect Of Unusual Items,-14746081.504702,0.0,-8400000.0,0.0
Tax Rate For Calcs,0.175549,0.21,0.21,0.21
Normalized EBITDA,1162000000.0,752000000.0,246000000.0,377000000.0
Total Unusual Items,-84000000.0,0.0,-40000000.0,
Total Unusual Items Excluding Goodwill,-84000000.0,0.0,-40000000.0,
Net Income From Continuing Operation Net Minority Interest,526000000.0,1381000000.0,-367000000.0,29000000.0
Reconciled Depreciation,326000000.0,282000000.0,364000000.0,344000000.0
Reconciled Cost Of Revenue,2069000000.0,1771000000.0,1710000000.0,1428000000.0
EBITDA,1078000000.0,752000000.0,206000000.0,377000000.0
EBIT,752000000.0,470000000.0,-158000000.0,33000000.0
Net Interest Income,236000000.0,187000000.0,-5000000.0,-12000000.0
Interest Expense,114000000.0,114000000.0,102000000.0,17000000.0
Interest Income,350000000.0,301000000.0,97000000.0,5000000.0
Normalized Income,595253918.495298,1381000000.0,-335400000.0,29000000.0
Net Income From Continuing And Discontinued Operation,526000000.0,1381000000.0,-367000000.0,29000000.0
Total Expenses,7947000000.0,7076000000.0,6398000000.0,5255000000.0
Total Operating Income As Reported,415000000.0,183000000.0,-222000000.0,-116000000.0
Diluted Average Shares,269205000.0,265285000.0,254819000.0,254032000.0
Basic Average Shares,265257000.0,261344000.0,254819000.0,247249000.0
Diluted EPS,1.95,5.21,-1.44,0.12
Basic EPS,1.98,5.28,-1.44,0.12
Diluted NI Availto Com Stockholders,526000000.0,1381000000.0,-367000000.0,29000000.0
Net Income Common Stockholders,526000000.0,1381000000.0,-367000000.0,29000000.0
Net Income,526000000.0,1381000000.0,-367000000.0,29000000.0
Net Income Including Noncontrolling Interests,526000000.0,1381000000.0,-367000000.0,29000000.0
Net Income Continuous Operations,526000000.0,1381000000.0,-367000000.0,29000000.0
Tax Provision,112000000.0,-1025000000.0,107000000.0,-13000000.0
Pretax Income,638000000.0,356000000.0,-260000000.0,16000000.0
Other Income Expense,-97000000.0,-14000000.0,-73000000.0,144000000.0
Other Non Operating Income Expenses,-13000000.0,-14000000.0,-33000000.0,144000000.0
Special Income Charges,-84000000.0,0.0,-40000000.0,
Restructuring And Mergern Acquisition,84000000.0,0.0,40000000.0,
Net Non Operating Interest Income Expense,236000000.0,187000000.0,-5000000.0,-12000000.0
Interest Expense Non Operating,114000000.0,114000000.0,102000000.0,17000000.0
Interest Income Non Operating,350000000.0,301000000.0,97000000.0,5000000.0
Operating Income,499000000.0,183000000.0,-182000000.0,-116000000.0
Operating Expense,5878000000.0,5305000000.0,4688000000.0,3827000000.0
Research And Development,2626000000.0,2464000000.0,2247000000.0,1879000000.0
Selling General And Administration,3252000000.0,2841000000.0,2441000000.0,1948000000.0
Selling And Marketing Expense,2432000000.0,2139000000.0,1842000000.0,1462000000.0
General And Administrative Expense,820000000.0,702000000.0,599000000.0,486000000.0
Other Gand A,820000000.0,702000000.0,599000000.0,486000000.0
Gross Profit,6377000000.0,5488000000.0,4506000000.0,3711000000.0
Cost Of Revenue,2069000000.0,1771000000.0,1710000000.0,1428000000.0
Total Revenue,8446000000.0,7259000000.0,6216000000.0,5139000000.0
Operating Revenue,8446000000.0,7259000000.0,6216000000.0,5139000000.0
