,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,-17850000.0,-19530000.0,26400000.0,-8477064.220183
Tax Rate For Calcs,0.21,0.21,0.2,0.201835
Normalized EBITDA,1698000000.0,1627000000.0,1176000000.0,1208000000.0
Total Unusual Items,-85000000.0,-93000000.0,132000000.0,-42000000.0
Total Unusual Items Excluding Goodwill,-85000000.0,-93000000.0,132000000.0,-42000000.0
Net Income From Continuing Operation Net Minority Interest,616000000.0,1349000000.0,836000000.0,696000000.0
Reconciled Depreciation,485000000.0,329000000.0,140000000.0,150000000.0
Reconciled Cost Of Revenue,479000000.0,432000000.0,353000000.0,286000000.0
EBITDA,1613000000.0,1534000000.0,1308000000.0,1166000000.0
EBIT,1128000000.0,1205000000.0,1168000000.0,1016000000.0
Net Interest Income,-644000000.0,-386000000.0,-126000000.0,-140000000.0
Interest Expense,669000000.0,401000000.0,126000000.0,144000000.0
Interest Income,25000000.0,15000000.0,0.0,4000000.0
Normalized Income,683150000.0,1422470000.0,730400000.0,729522935.779817
Net Income From Continuing And Discontinued Operation,616000000.0,1349000000.0,836000000.0,554000000.0
Total Expenses,2633000000.0,2042000000.0,1760000000.0,1494000000.0
Total Operating Income As Reported,1122000000.0,1227000000.0,1005000000.0,896000000.0
Diluted Average Shares,642000000.0,624000000.0,591000000.0,600000000.0
Basic Average Shares,637000000.0,614000000.0,581000000.0,589000000.0
Diluted EPS,0.96,2.16,1.41,0.92
Basic EPS,0.97,2.2,1.44,0.94
Diluted NI Availto Com Stockholders,616000000.0,1349000000.0,836000000.0,554000000.0
Net Income Common Stockholders,616000000.0,1349000000.0,836000000.0,554000000.0
Net Income,616000000.0,1349000000.0,836000000.0,554000000.0
Net Income Including Noncontrolling Interests,616000000.0,1349000000.0,836000000.0,554000000.0
Net Income Discontinuous Operations,,0.0,0.0,-142000000.0
Net Income Continuous Operations,616000000.0,1349000000.0,836000000.0,696000000.0
Tax Provision,-157000000.0,-545000000.0,206000000.0,176000000.0
Pretax Income,459000000.0,804000000.0,1042000000.0,872000000.0
Other Income Expense,-76000000.0,-106000000.0,132000000.0,-45000000.0
Other Non Operating Income Expenses,9000000.0,-13000000.0,-7000000.0,-3000000.0
Special Income Charges,-48000000.0,-78000000.0,141000000.0,-43000000.0
Gain On Sale Of Ppe,9000000.0,0.0,175000000.0,98000000.0
Gain On Sale Of Business,,,0.0,0.0
Other Special Charges,,9000000.0,3000000.0,-20000000.0
Restructuring And Mergern Acquisition,57000000.0,69000000.0,31000000.0,161000000.0
Earnings From Equity Interest,,,0.0,0.0
Gain On Sale Of Security,-37000000.0,-15000000.0,-9000000.0,1000000.0
Net Non Operating Interest Income Expense,-644000000.0,-386000000.0,-126000000.0,-140000000.0
Interest Expense Non Operating,669000000.0,401000000.0,126000000.0,144000000.0
Interest Income Non Operating,25000000.0,15000000.0,0.0,4000000.0
Operating Income,1179000000.0,1296000000.0,1036000000.0,1057000000.0
Operating Expense,1902000000.0,1453000000.0,1352000000.0,1132000000.0
Depreciation Amortization Depletion Income Statement,233000000.0,172000000.0,85000000.0,74000000.0
Depreciation And Amortization In Income Statement,233000000.0,172000000.0,85000000.0,74000000.0
Amortization,233000000.0,172000000.0,85000000.0,74000000.0
Amortization Of Intangibles Income Statement,233000000.0,172000000.0,85000000.0,74000000.0
Research And Development,332000000.0,313000000.0,253000000.0,267000000.0
Selling General And Administration,1337000000.0,968000000.0,1014000000.0,791000000.0
Selling And Marketing Expense,733000000.0,682000000.0,622000000.0,576000000.0
General And Administrative Expense,604000000.0,286000000.0,392000000.0,215000000.0
Other Gand A,604000000.0,286000000.0,392000000.0,215000000.0
Gross Profit,3081000000.0,2749000000.0,2388000000.0,2189000000.0
Cost Of Revenue,731000000.0,589000000.0,408000000.0,362000000.0
Total Revenue,3812000000.0,3338000000.0,2796000000.0,2551000000.0
Operating Revenue,3812000000.0,3338000000.0,2796000000.0,2551000000.0
