,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-583380000.0,-203280000.0,-102245000.0,-5661000.0
Tax Rate For Calcs,0.21,0.22,0.121,0.111
Normalized EBITDA,17688000000.0,18096000000.0,25019000000.0,23984000000.0
Total Unusual Items,-2778000000.0,-924000000.0,-845000000.0,-51000000.0
Total Unusual Items Excluding Goodwill,-2778000000.0,-924000000.0,-845000000.0,-51000000.0
Net Income From Continuing Operation Net Minority Interest,4278000000.0,4863000000.0,11836000000.0,11542000000.0
Reconciled Depreciation,8386000000.0,8698000000.0,8467000000.0,8521000000.0
Reconciled Cost Of Revenue,16904000000.0,20415000000.0,17414000000.0,17446000000.0
EBITDA,14910000000.0,17172000000.0,24174000000.0,23933000000.0
EBIT,6524000000.0,8474000000.0,15707000000.0,15412000000.0
Net Interest Income,-2160000000.0,-1684000000.0,-2044000000.0,-2384000000.0
Interest Expense,2808000000.0,2224000000.0,2230000000.0,2423000000.0
Interest Income,648000000.0,540000000.0,186000000.0,39000000.0
Normalized Income,6472620000.0,5583720000.0,12578755000.0,11587339000.0
Net Income From Continuing And Discontinued Operation,4278000000.0,4863000000.0,11836000000.0,11542000000.0
Total Expenses,44440000000.0,40783000000.0,39240000000.0,38273000000.0
Total Operating Income As Reported,9137000000.0,12757000000.0,18117000000.0,17924000000.0
Diluted Average Shares,1773000000.0,1773000000.0,1778000000.0,1777000000.0
Basic Average Shares,1769000000.0,1765940733.0,1769181294.0,1768337696.0
Diluted EPS,2.39,2.72,6.63,6.45
Basic EPS,2.4,2.753773,6.6901,6.527034
Diluted NI Availto Com Stockholders,4238000000.0,4820000000.0,11782000000.0,11468000000.0
Net Income Common Stockholders,4238000000.0,4820000000.0,11782000000.0,11468000000.0
Otherunder Preferred Stock Dividend,40000000.0,43000000.0,54000000.0,74000000.0
Net Income,4278000000.0,4863000000.0,11836000000.0,11542000000.0
Minority Interests,-8000000.0,-10000000.0,-9000000.0,-7000000.0
Net Income Including Noncontrolling Interests,4286000000.0,4873000000.0,11845000000.0,11549000000.0
Net Income Continuous Operations,4286000000.0,4873000000.0,11845000000.0,11549000000.0
Tax Provision,-570000000.0,1377000000.0,1632000000.0,1440000000.0
Pretax Income,3716000000.0,6250000000.0,13477000000.0,12989000000.0
Other Income Expense,-6018000000.0,-5601000000.0,-3293000000.0,-2551000000.0
Other Non Operating Income Expenses,-3240000000.0,-4677000000.0,-2448000000.0,-2500000000.0
Special Income Charges,-2757000000.0,-778000000.0,-697000000.0,-1124000000.0
Other Special Charges,2757000000.0,778000000.0,697000000.0,1124000000.0
Gain On Sale Of Security,-21000000.0,-146000000.0,-148000000.0,-51000000.0
Net Non Operating Interest Income Expense,-2160000000.0,-1684000000.0,-2044000000.0,-2384000000.0
Interest Expense Non Operating,2808000000.0,2224000000.0,2230000000.0,2423000000.0
Interest Income Non Operating,648000000.0,540000000.0,186000000.0,39000000.0
Operating Income,11894000000.0,13535000000.0,18814000000.0,17924000000.0
Operating Expense,27536000000.0,20368000000.0,21826000000.0,20827000000.0
Other Operating Expenses,-7000000.0,-179000000.0,56000000.0,432000000.0
Research And Development,12791000000.0,7675000000.0,6510000000.0,8046000000.0
Selling General And Administration,14752000000.0,12872000000.0,15260000000.0,12349000000.0
Gross Profit,39430000000.0,33903000000.0,40640000000.0,38751000000.0
Cost Of Revenue,16904000000.0,20415000000.0,17414000000.0,17446000000.0
Total Revenue,56334000000.0,54318000000.0,58054000000.0,56197000000.0
Operating Revenue,56334000000.0,54318000000.0,58054000000.0,56197000000.0
