,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,-17726034.06326,-37862167.572205,0.0,0.0,
Tax Rate For Calcs,0.242822,0.239634,0.234667,0.243952,
Normalized EBITDA,6688000000.0,5290000000.0,3552000000.0,3339000000.0,
Total Unusual Items,-73000000.0,-158000000.0,0.0,0.0,
Total Unusual Items Excluding Goodwill,-73000000.0,-158000000.0,0.0,0.0,
Net Income From Continuing Operation Net Minority Interest,3035000000.0,2659000000.0,1722000000.0,1500000000.0,
Reconciled Depreciation,1134000000.0,769000000.0,626000000.0,622000000.0,
Reconciled Cost Of Revenue,14445000000.0,12698000000.0,18536000000.0,12879000000.0,
EBITDA,6615000000.0,5132000000.0,3552000000.0,3339000000.0,
EBIT,5481000000.0,4363000000.0,2926000000.0,2717000000.0,
Net Interest Income,-1371000000.0,-866000000.0,-676000000.0,-733000000.0,
Interest Expense,1371000000.0,866000000.0,676000000.0,733000000.0,
Normalized Income,3090273965.93674,2779137832.427795,1722000000.0,1500000000.0,
Net Income From Continuing And Discontinued Operation,3035000000.0,2659000000.0,1722000000.0,1500000000.0,
Total Expenses,16636000000.0,13447000000.0,19580000000.0,13944000000.0,
Total Operating Income As Reported,4989000000.0,4072000000.0,2807000000.0,2596000000.0,
Diluted Average Shares,586500000.0,485400000.0,448400000.0,447400000.0,
Basic Average Shares,584600000.0,484300000.0,447500000.0,446400000.0,
Diluted EPS,5.17,5.48,3.84,3.35,
Basic EPS,5.19,5.49,3.85,3.36,
Diluted NI Availto Com Stockholders,3034000000.0,2658000000.0,1721000000.0,1499000000.0,
Average Dilution Earnings,0.0,0.0,0.0,0.0,
Net Income Common Stockholders,3034000000.0,2658000000.0,1721000000.0,1499000000.0,
Preferred Stock Dividends,1000000.0,1000000.0,1000000.0,1000000.0,
Net Income,3035000000.0,2659000000.0,1722000000.0,1500000000.0,
Minority Interests,-77000000.0,0.0,0.0,,0.0
Net Income Including Noncontrolling Interests,3112000000.0,2659000000.0,1722000000.0,1500000000.0,
Net Income Continuous Operations,3112000000.0,2659000000.0,1722000000.0,1500000000.0,
Tax Provision,998000000.0,838000000.0,528000000.0,484000000.0,
Pretax Income,4110000000.0,3497000000.0,2250000000.0,1984000000.0,
Other Income Expense,419000000.0,133000000.0,119000000.0,121000000.0,
Other Non Operating Income Expenses,53000000.0,89000000.0,-29000000.0,-1000000.0,
Special Income Charges,-73000000.0,-158000000.0,0.0,0.0,
Gain On Sale Of Ppe,,,,1394000.0,1327000.0
Other Special Charges,,,-2551000.0,-1682000.0,-23662000.0
Write Off,,,0.0,0.0,37730000.0
Impairment Of Capital Assets,,,0.0,0.0,607200000.0
Restructuring And Mergern Acquisition,73000000.0,158000000.0,0.0,0.0,
Earnings From Equity Interest,439000000.0,202000000.0,148000000.0,122000000.0,
Net Non Operating Interest Income Expense,-1371000000.0,-866000000.0,-676000000.0,-733000000.0,
Interest Expense Non Operating,1371000000.0,866000000.0,676000000.0,733000000.0,
Operating Income,5062000000.0,4230000000.0,2807000000.0,2596000000.0,
Operating Expense,2191000000.0,749000000.0,1044000000.0,1065000000.0,
Other Operating Expenses,-305000000.0,-786000000.0,-105000000.0,-2000000.0,
Other Taxes,334000000.0,216000000.0,191000000.0,167000000.0,
Gross Profit,7253000000.0,4979000000.0,3851000000.0,3661000000.0,
Cost Of Revenue,14445000000.0,12698000000.0,18536000000.0,12879000000.0,
Total Revenue,21698000000.0,17677000000.0,22387000000.0,16540000000.0,
Operating Revenue,21698000000.0,17677000000.0,22387000000.0,16540000000.0,
