,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-4675400.0,-3899400.0,-3096700.0,-1990200.0
Tax Rate For Calcs,0.194,0.194,0.173,0.186
Normalized EBITDA,3883700000.0,3170000000.0,2737100000.0,2334500000.0
Total Unusual Items,-24100000.0,-20100000.0,-17900000.0,-10700000.0
Total Unusual Items Excluding Goodwill,-24100000.0,-20100000.0,-17900000.0,-10700000.0
Net Income From Continuing Operation Net Minority Interest,2592600000.0,2051100000.0,1778000000.0,1444000000.0
Reconciled Depreciation,379400000.0,348100000.0,323600000.0,299400000.0
Reconciled Cost Of Revenue,12757700000.0,11820400000.0,11026900000.0,9666800000.0
EBITDA,3859600000.0,3149900000.0,2719200000.0,2323800000.0
EBIT,3480200000.0,2801800000.0,2395600000.0,2024400000.0
Net Interest Income,-202500000.0,-219100000.0,-214300000.0,-229700000.0
Interest Expense,238400000.0,234500000.0,223500000.0,233700000.0
Interest Income,35900000.0,15400000.0,9200000.0,4000000.0
Normalized Income,2612024600.0,2067300600.0,1792803300.0,1452709800.0
Net Income From Continuing And Discontinued Operation,2567900000.0,2023900000.0,1756500000.0,1423400000.0
Total Expenses,16338100000.0,14783600000.0,13572800000.0,12113100000.0
Total Operating Income As Reported,3500100000.0,2894000000.0,2418900000.0,2023300000.0
Diluted Average Shares,228400000.0,230700000.0,234900000.0,242300000.0
Basic Average Shares,224473947.0,228600000.0,232600000.0,238700000.0
Diluted EPS,11.24,8.77,7.48,5.87
Basic EPS,11.439635,8.85,7.55,5.96
Diluted NI Availto Com Stockholders,2567900000.0,2023900000.0,1756500000.0,1423400000.0
Net Income Common Stockholders,2567900000.0,2023900000.0,1756500000.0,1423400000.0
Net Income,2567900000.0,2023900000.0,1756500000.0,1423400000.0
Minority Interests,-21600000.0,-17800000.0,-18200000.0,-13200000.0
Net Income Including Noncontrolling Interests,2589500000.0,2041700000.0,1774700000.0,1436600000.0
Net Income Discontinuous Operations,-24700000.0,-27200000.0,-21500000.0,-20600000.0
Net Income Continuous Operations,2614200000.0,2068900000.0,1796200000.0,1457200000.0
Tax Provision,627600000.0,498400000.0,375900000.0,333500000.0
Pretax Income,3241800000.0,2567300000.0,2172100000.0,1790700000.0
Other Income Expense,-55800000.0,-107600000.0,-32500000.0,-2900000.0
Other Non Operating Income Expenses,-31700000.0,-87500000.0,-14600000.0,7800000.0
Gain On Sale Of Security,-24100000.0,-20100000.0,-17900000.0,-10700000.0
Net Non Operating Interest Income Expense,-202500000.0,-219100000.0,-214300000.0,-229700000.0
Interest Expense Non Operating,238400000.0,234500000.0,223500000.0,233700000.0
Interest Income Non Operating,35900000.0,15400000.0,9200000.0,4000000.0
Operating Income,3500100000.0,2894000000.0,2418900000.0,2023300000.0
Operating Expense,3580400000.0,2963200000.0,2545900000.0,2446300000.0
Selling General And Administration,3580400000.0,2963200000.0,2545900000.0,2446300000.0
Gross Profit,7080500000.0,5857200000.0,4964800000.0,4469600000.0
Cost Of Revenue,12757700000.0,11820400000.0,11026900000.0,9666800000.0
Total Revenue,19838200000.0,17677600000.0,15991700000.0,14136400000.0
Operating Revenue,19838200000.0,17677600000.0,15991700000.0,14136400000.0
