,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,7158525.0,30044.0,-835285.44283,-3931066.997172
Tax Rate For Calcs,0.275,0.259,0.251895,0.242883
Normalized EBITDA,2093213000.0,2010100000.0,1765920000.0,1522895000.0
Total Unusual Items,26031000.0,116000.0,-3316000.0,-16185000.0
Total Unusual Items Excluding Goodwill,26031000.0,116000.0,-3316000.0,-16185000.0
Net Income From Continuing Operation Net Minority Interest,1003746000.0,981890000.0,954327000.0,839497000.0
Reconciled Depreciation,351088000.0,336604000.0,322282000.0,284196000.0
Reconciled Cost Of Revenue,869085000.0,819908000.0,764707000.0,559820000.0
EBITDA,2119244000.0,2010216000.0,1762604000.0,1506710000.0
EBIT,1768156000.0,1673612000.0,1440322000.0,1222513000.0
Net Interest Income,-383043000.0,-348607000.0,-164662000.0,-113705000.0
Interest Expense,383043000.0,348607000.0,164662000.0,113705000.0
Normalized Income,984873525.0,981804044.0,956807714.55717,851750933.002828
Net Income From Continuing And Discontinued Operation,1003746000.0,981890000.0,954327000.0,839497000.0
Total Expenses,2218742000.0,2100846000.0,1980488000.0,1591180000.0
Total Operating Income As Reported,1787157000.0,1656873000.0,1446641000.0,1242556000.0
Diluted Average Shares,71848000.0,74387000.0,76862000.0,84061000.0
Basic Average Shares,70331000.0,73155000.0,75598000.0,82060000.0
Diluted EPS,13.97,13.2,12.42,9.99
Basic EPS,14.27,13.42,12.62,10.23
Diluted NI Availto Com Stockholders,1003746000.0,981890000.0,954327000.0,839497000.0
Net Income Common Stockholders,1003746000.0,981890000.0,954327000.0,839497000.0
Net Income,1003746000.0,981890000.0,954327000.0,839497000.0
Minority Interests,14000.0,0.0,0.0,
Net Income Including Noncontrolling Interests,1003732000.0,981890000.0,954327000.0,839497000.0
Net Income Continuous Operations,1003732000.0,981890000.0,954327000.0,839497000.0
Tax Provision,381381000.0,343115000.0,321333000.0,269311000.0
Pretax Income,1385113000.0,1325005000.0,1275660000.0,1108808000.0
Other Income Expense,12309000.0,16739000.0,-6319000.0,-20043000.0
Other Non Operating Income Expenses,-13722000.0,16623000.0,-3003000.0,-3858000.0
Special Income Charges,26270000.0,0.0,-1934000.0,-16194000.0
Gain On Sale Of Business,121310000.0,0.0,0.0,
Other Special Charges,5040000.0,,1934000.0,16194000.0
Impairment Of Capital Assets,90000000.0,0.0,0.0,
Gain On Sale Of Security,-239000.0,116000.0,-1382000.0,9000.0
Net Non Operating Interest Income Expense,-383043000.0,-348607000.0,-164662000.0,-113705000.0
Interest Expense Non Operating,383043000.0,348607000.0,164662000.0,113705000.0
Operating Income,1755847000.0,1656873000.0,1446641000.0,1242556000.0
Operating Expense,1349657000.0,1280938000.0,1215781000.0,1031361000.0
Other Operating Expenses,789000.0,753000.0,282000.0,-784000.0
Depreciation Amortization Depletion Income Statement,351088000.0,336604000.0,322282000.0,284197000.0
Depreciation And Amortization In Income Statement,351088000.0,336604000.0,322282000.0,284197000.0
Selling General And Administration,997780000.0,943581000.0,893217000.0,747948000.0
Selling And Marketing Expense,380906000.0,340157000.0,309082000.0,262118000.0
General And Administrative Expense,616874000.0,603424000.0,584135000.0,485830000.0
Other Gand A,616874000.0,603424000.0,584135000.0,485830000.0
Gross Profit,3105504000.0,2937811000.0,2662422000.0,2273917000.0
Cost Of Revenue,869085000.0,819908000.0,764707000.0,559819000.0
Total Revenue,3974589000.0,3757719000.0,3427129000.0,2833736000.0
Operating Revenue,3974589000.0,3757719000.0,3427129000.0,2833736000.0
