,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,-59598000.0,-138600000.0,-154284000.0,267784000.0,
Tax Rate For Calcs,0.154,0.21,0.276,0.136,
Normalized EBITDA,5103000000.0,5131000000.0,6022000000.0,6638000000.0,
Total Unusual Items,-387000000.0,-660000000.0,-559000000.0,1969000000.0,
Total Unusual Items Excluding Goodwill,-387000000.0,-660000000.0,-559000000.0,1969000000.0,
Net Income From Continuing Operation Net Minority Interest,2775000000.0,3263000000.0,3132000000.0,6541000000.0,
Reconciled Depreciation,830000000.0,850000000.0,780000000.0,785000000.0,
Reconciled Cost Of Revenue,41229000000.0,41710000000.0,50095000000.0,49422000000.0,
EBITDA,4716000000.0,4471000000.0,5463000000.0,8607000000.0,
EBIT,3886000000.0,3621000000.0,4683000000.0,7822000000.0,
Net Interest Income,-607000000.0,-684000000.0,-359000000.0,-254000000.0,
Interest Expense,607000000.0,684000000.0,359000000.0,254000000.0,
Normalized Income,3102402000.0,3784400000.0,3536716000.0,4839784000.0,
Net Income From Continuing And Discontinued Operation,2775000000.0,3263000000.0,3132000000.0,6541000000.0,
Total Expenses,49357000000.0,49495000000.0,57793000000.0,57782000000.0,
Total Operating Income As Reported,3818000000.0,3456000000.0,4559000000.0,5359000000.0,
Diluted Average Shares,989000000.0,1000000000.0,1050000000.0,1220000000.0,
Basic Average Shares,979000000.0,992000000.0,1038000000.0,1208000000.0,
Diluted EPS,2.81,3.26,3.05,5.33,
Basic EPS,2.83,3.29,3.09,5.38,
Diluted NI Availto Com Stockholders,2775000000.0,3263000000.0,3132000000.0,6541000000.0,
Net Income Common Stockholders,2775000000.0,3263000000.0,3132000000.0,6541000000.0,
Net Income,2775000000.0,3263000000.0,3132000000.0,6541000000.0,
Net Income Including Noncontrolling Interests,2775000000.0,3263000000.0,3132000000.0,6541000000.0,
Net Income Continuous Operations,2775000000.0,3263000000.0,3132000000.0,6541000000.0,
Tax Provision,504000000.0,-326000000.0,1192000000.0,1027000000.0,
Pretax Income,3279000000.0,2937000000.0,4324000000.0,7568000000.0,
Other Income Expense,-316000000.0,-602000000.0,-434000000.0,2144000000.0,
Other Non Operating Income Expenses,71000000.0,58000000.0,125000000.0,175000000.0,
Special Income Charges,-387000000.0,-660000000.0,-559000000.0,1969000000.0,
Other Special Charges,3000000.0,-107000000.0,,-2288000000.0,40000000.0
Restructuring And Mergern Acquisition,384000000.0,767000000.0,559000000.0,319000000.0,
Net Non Operating Interest Income Expense,-607000000.0,-684000000.0,-359000000.0,-254000000.0,
Interest Expense Non Operating,607000000.0,684000000.0,359000000.0,254000000.0,
Operating Income,4202000000.0,4223000000.0,5117000000.0,5678000000.0,
Operating Expense,7616000000.0,7285000000.0,7146000000.0,7729000000.0,
Other Taxes,0.0,0.0,1000000.0,0.0,
Depreciation Amortization Depletion Income Statement,318000000.0,350000000.0,228000000.0,154000000.0,
Depreciation And Amortization In Income Statement,318000000.0,350000000.0,228000000.0,154000000.0,
Amortization,318000000.0,350000000.0,228000000.0,154000000.0,
Amortization Of Intangibles Income Statement,318000000.0,350000000.0,228000000.0,154000000.0,
Research And Development,1640000000.0,1578000000.0,1653000000.0,1848000000.0,
Selling General And Administration,5658000000.0,5357000000.0,5264000000.0,5727000000.0,
Selling And Marketing Expense,,,5264000000.0,5741000000.0,4901000000.0
General And Administrative Expense,,,5264000000.0,5741000000.0,4901000000.0
Other Gand A,,,5264000000.0,5741000000.0,4901000000.0
Salaries And Wages,,,0.0,-37000000.0,214000000.0
Gross Profit,11818000000.0,11508000000.0,12263000000.0,13407000000.0,
Cost Of Revenue,41741000000.0,42210000000.0,50647000000.0,50053000000.0,
Total Revenue,53559000000.0,53718000000.0,62910000000.0,63460000000.0,
Operating Revenue,53559000000.0,53718000000.0,62910000000.0,63460000000.0,
