,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6890000.0,458075000.0,-772956000.0,-832650000.0
Tax Rate For Calcs,0.13,0.251,0.204,0.366
Normalized EBITDA,2914000000.0,2548000000.0,2865000000.0,3444000000.0
Total Unusual Items,-53000000.0,1825000000.0,-3789000000.0,-2275000000.0
Total Unusual Items Excluding Goodwill,-53000000.0,1825000000.0,-3789000000.0,-2275000000.0
Net Income From Continuing Operation Net Minority Interest,1981000000.0,2775000000.0,-1274000000.0,252000000.0
Reconciled Depreciation,324000000.0,403000000.0,442000000.0,502000000.0
Reconciled Cost Of Revenue,2576000000.0,2451000000.0,2242000000.0,2157000000.0
EBITDA,2861000000.0,4373000000.0,-924000000.0,1169000000.0
EBIT,2537000000.0,3970000000.0,-1366000000.0,667000000.0
Net Interest Income,13000000.0,-59000000.0,-162000000.0,-250000000.0
Interest Expense,259000000.0,263000000.0,235000000.0,269000000.0
Interest Income,272000000.0,204000000.0,73000000.0,19000000.0
Normalized Income,2027110000.0,1408075000.0,1742044000.0,1694350000.0
Net Income From Continuing And Discontinued Operation,1975000000.0,2767000000.0,-1269000000.0,13608000000.0
Total Expenses,7965000000.0,8171000000.0,7445000000.0,7497000000.0
Total Operating Income As Reported,2318000000.0,1941000000.0,2350000000.0,2923000000.0
Diluted Average Shares,501000000.0,533000000.0,558000000.0,663000000.0
Basic Average Shares,496000000.0,530000000.0,558000000.0,652000000.0
Diluted EPS,3.94,5.19,-2.27,20.54
Basic EPS,3.99,5.22,-2.27,20.87
Diluted NI Availto Com Stockholders,1975000000.0,2767000000.0,-1269000000.0,13608000000.0
Net Income Common Stockholders,1975000000.0,2767000000.0,-1269000000.0,13608000000.0
Net Income,1975000000.0,2767000000.0,-1269000000.0,13608000000.0
Net Income Including Noncontrolling Interests,1975000000.0,2767000000.0,-1269000000.0,13608000000.0
Net Income Discontinuous Operations,-6000000.0,-8000000.0,5000000.0,13356000000.0
Net Income Continuous Operations,1981000000.0,2775000000.0,-1274000000.0,252000000.0
Tax Provision,297000000.0,932000000.0,-327000000.0,146000000.0
Pretax Income,2278000000.0,3707000000.0,-1601000000.0,398000000.0
Other Income Expense,-53000000.0,1825000000.0,-3789000000.0,-2275000000.0
Gain On Sale Of Security,-53000000.0,1825000000.0,-3789000000.0,-2275000000.0
Net Non Operating Interest Income Expense,13000000.0,-59000000.0,-162000000.0,-250000000.0
Interest Expense Non Operating,259000000.0,263000000.0,235000000.0,269000000.0
Interest Income Non Operating,272000000.0,204000000.0,73000000.0,19000000.0
Operating Income,2318000000.0,1941000000.0,2350000000.0,2923000000.0
Operating Expense,5085000000.0,5338000000.0,4765000000.0,4847000000.0
Other Operating Expenses,353000000.0,360000000.0,332000000.0,422000000.0
Depreciation Amortization Depletion Income Statement,20000000.0,21000000.0,4000000.0,9000000.0
Depreciation And Amortization In Income Statement,20000000.0,21000000.0,4000000.0,9000000.0
Amortization,20000000.0,21000000.0,4000000.0,9000000.0
Amortization Of Intangibles Income Statement,20000000.0,21000000.0,4000000.0,9000000.0
Research And Development,1479000000.0,1544000000.0,1330000000.0,1325000000.0
Selling General And Administration,3233000000.0,3413000000.0,3099000000.0,3091000000.0
Selling And Marketing Expense,2319000000.0,2217000000.0,2136000000.0,2170000000.0
General And Administrative Expense,914000000.0,1196000000.0,963000000.0,921000000.0
Other Gand A,914000000.0,1196000000.0,963000000.0,921000000.0
Gross Profit,7403000000.0,7279000000.0,7115000000.0,7770000000.0
Cost Of Revenue,2880000000.0,2833000000.0,2680000000.0,2650000000.0
Total Revenue,10283000000.0,10112000000.0,9795000000.0,10420000000.0
Operating Revenue,10283000000.0,10112000000.0,9795000000.0,10420000000.0
