,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,635195.945265,370685.237036,336921.810841,689285.257476,
Tax Rate For Calcs,0.001162,0.001312,0.001107,0.000653,
Normalized EBITDA,1786882000.0,1763535000.0,1685846000.0,1469465000.0,
Total Unusual Items,546797000.0,282539000.0,304325000.0,1055414000.0,
Total Unusual Items Excluding Goodwill,546797000.0,282539000.0,304325000.0,1055414000.0,
Net Income From Continuing Operation Net Minority Interest,1035831000.0,835438000.0,776911000.0,1332845000.0,
Reconciled Depreciation,966739000.0,901504000.0,894325000.0,851384000.0,
Reconciled Cost Of Revenue,1080017000.0,1033698000.0,970424000.0,935680000.0,
EBITDA,2333679000.0,2046074000.0,1990171000.0,2524879000.0,
EBIT,1366940000.0,1144570000.0,1095846000.0,1673495000.0,
Net Interest Income,-263240000.0,-256152000.0,-289456000.0,-255544000.0,
Interest Expense,285735000.0,269556000.0,282920000.0,272473000.0,
Interest Income,30329000.0,22345000.0,2193000.0,25666000.0,
Normalized Income,489669195.945265,553269685.237036,472922921.810841,278120285.257476,
Net Income From Continuing And Discontinued Operation,1035831000.0,835438000.0,776911000.0,1332845000.0,
Total Expenses,2108409000.0,1995918000.0,1923459000.0,1843570000.0,
Total Operating Income As Reported,,1160585000.0,1116046000.0,1675841000.0,1317990000.0
Diluted Average Shares,390740000.0,390896551.0,389450000.0,388089000.0,
Basic Average Shares,378795000.0,378773303.0,376209000.0,373833000.0,
Diluted EPS,2.72,2.2,2.05,3.54,
Basic EPS,2.73,2.2,2.06,3.56,
Diluted NI Availto Com Stockholders,1032774000.0,832348000.0,773821000.0,1329760000.0,
Average Dilution Earnings,,,,,34010000.0
Net Income Common Stockholders,1032774000.0,832348000.0,773821000.0,1329760000.0,
Otherunder Preferred Stock Dividend,1444000.0,0.0,0.0,,
Preferred Stock Dividends,1613000.0,3090000.0,3090000.0,3090000.0,
Net Income,1035831000.0,835438000.0,776911000.0,1332850000.0,
Minority Interests,-35144000.0,-33050000.0,-30084000.0,-63864000.0,
Net Income Including Noncontrolling Interests,1070975000.0,868488000.0,806995000.0,1396714000.0,
Net Income From Tax Loss Carryforward,,0.0,0.0,5000.0,34234000.0
Net Income Extraordinary,,,0.0,5000.0,34234000.0
Net Income Continuous Operations,1070975000.0,868488000.0,806995000.0,1396709000.0,
Earnings From Equity Interest Net Of Tax,-8974000.0,-5378000.0,-5031000.0,-3398000.0,
Tax Provision,1256000.0,1148000.0,900000.0,915000.0,
Pretax Income,1081205000.0,875014000.0,812926000.0,1401022000.0,
Other Income Expense,472746000.0,253120000.0,290661000.0,1036139000.0,
Other Non Operating Income Expenses,-74051000.0,-29419000.0,-13664000.0,-19275000.0,
Special Income Charges,,0.0,0.0,-16769000.0,0.0
Impairment Of Capital Assets,,0.0,0.0,16769000.0,0.0
Earnings From Equity Interest,,,,,-3284000.0
Gain On Sale Of Security,546797000.0,282539000.0,304325000.0,1072183000.0,
Net Non Operating Interest Income Expense,-263240000.0,-256152000.0,-289456000.0,-255544000.0,
Total Other Finance Cost,7834000.0,8941000.0,8729000.0,8737000.0,
Interest Expense Non Operating,285735000.0,269556000.0,282920000.0,272473000.0,
Interest Income Non Operating,30329000.0,22345000.0,2193000.0,25666000.0,
Operating Income,871699000.0,878046000.0,811721000.0,620427000.0,
Operating Expense,1013844000.0,949425000.0,940878000.0,894778000.0,
Other Taxes,,,,,852000.0
Depreciation Amortization Depletion Income Statement,952191000.0,888709000.0,882168000.0,838272000.0,
Depreciation And Amortization In Income Statement,952191000.0,888709000.0,882168000.0,838272000.0,
Depreciation Income Statement,952191000.0,888709000.0,882168000.0,838272000.0,
Selling General And Administration,61653000.0,60716000.0,58710000.0,56506000.0,
General And Administrative Expense,61653000.0,60716000.0,58710000.0,56506000.0,
Other Gand A,61653000.0,60716000.0,58710000.0,56506000.0,
Gross Profit,1885543000.0,1827471000.0,1752599000.0,1515205000.0,
Cost Of Revenue,1094565000.0,1046493000.0,982581000.0,948792000.0,
Total Revenue,2980108000.0,2873964000.0,2735180000.0,2463997000.0,
Operating Revenue,2980108000.0,2873964000.0,2735180000.0,2463997000.0,
