,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Tax Effect Of Unusual Items,103325842.696629,-36040000.0,-53603.335319,-201780.41543
Tax Rate For Calcs,0.247191,0.17,0.017868,0.025223
Normalized EBITDA,623000000.0,542000000.0,2382000000.0,1973000000.0
Total Unusual Items,418000000.0,-212000000.0,-3000000.0,-8000000.0
Total Unusual Items Excluding Goodwill,418000000.0,-212000000.0,-3000000.0,-8000000.0
Net Income From Continuing Operation Net Minority Interest,335000000.0,-529000000.0,1649000000.0,1314000000.0
Reconciled Depreciation,264000000.0,513000000.0,451000000.0,397000000.0
Reconciled Cost Of Revenue,4751000000.0,5523000000.0,7752000000.0,7379000000.0
EBITDA,1041000000.0,330000000.0,2379000000.0,1965000000.0
EBIT,777000000.0,-183000000.0,1928000000.0,1568000000.0
Net Interest Income,-317000000.0,-303000000.0,-247000000.0,-218000000.0
Interest Expense,332000000.0,313000000.0,249000000.0,220000000.0
Interest Income,15000000.0,10000000.0,2000000.0,2000000.0
Normalized Income,20325842.696629,-353040000.0,1651946396.664681,1321798219.58457
Net Income From Continuing And Discontinued Operation,335000000.0,-529000000.0,1649000000.0,1314000000.0
Total Expenses,6129000000.0,7324000000.0,9703000000.0,9181000000.0
Total Operating Income As Reported,452000000.0,-342000000.0,1955000000.0,1492000000.0
Diluted Average Shares,212000000.0,207000000.0,224000000.0,245000000.0
Basic Average Shares,209000000.0,207000000.0,220000000.0,242000000.0
Diluted EPS,1.58,-2.56,7.36,5.36
Basic EPS,1.6,-2.56,7.5,5.43
Diluted NI Availto Com Stockholders,335000000.0,-529000000.0,1649000000.0,1314000000.0
Net Income Common Stockholders,335000000.0,-529000000.0,1649000000.0,1314000000.0
Net Income,335000000.0,-529000000.0,1649000000.0,1314000000.0
Net Income Including Noncontrolling Interests,335000000.0,-529000000.0,1649000000.0,1314000000.0
Net Income Continuous Operations,335000000.0,-529000000.0,1649000000.0,1314000000.0
Tax Provision,110000000.0,33000000.0,30000000.0,34000000.0
Pretax Income,445000000.0,-496000000.0,1679000000.0,1348000000.0
Other Income Expense,340000000.0,-253000000.0,-32000000.0,66000000.0
Other Non Operating Income Expenses,-78000000.0,-41000000.0,-29000000.0,74000000.0
Special Income Charges,314000000.0,-212000000.0,-3000000.0,-8000000.0
Gain On Sale Of Business,313000000.0,0.0,0.0,
Other Special Charges,29000000.0,110000000.0,,
Restructuring And Mergern Acquisition,-30000000.0,102000000.0,3000000.0,8000000.0
Gain On Sale Of Security,104000000.0,,,
Net Non Operating Interest Income Expense,-317000000.0,-303000000.0,-247000000.0,-218000000.0
Interest Expense Non Operating,332000000.0,313000000.0,249000000.0,220000000.0
Interest Income Non Operating,15000000.0,10000000.0,2000000.0,2000000.0
Operating Income,422000000.0,60000000.0,1958000000.0,1500000000.0
Operating Expense,1114000000.0,1291000000.0,1511000000.0,1417000000.0
Depreciation Amortization Depletion Income Statement,0.0,3000000.0,11000000.0,12000000.0
Depreciation And Amortization In Income Statement,0.0,3000000.0,11000000.0,12000000.0
Amortization,0.0,3000000.0,11000000.0,12000000.0
Amortization Of Intangibles Income Statement,0.0,3000000.0,11000000.0,12000000.0
Research And Development,654000000.0,797000000.0,941000000.0,903000000.0
Selling General And Administration,460000000.0,491000000.0,559000000.0,502000000.0
Gross Profit,1536000000.0,1351000000.0,3469000000.0,2917000000.0
Cost Of Revenue,5015000000.0,6033000000.0,8192000000.0,7764000000.0
Total Revenue,6551000000.0,7384000000.0,11661000000.0,10681000000.0
Operating Revenue,6551000000.0,7384000000.0,11661000000.0,10681000000.0
