,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.34,0.25,0.240493,0.275743
Normalized EBITDA,151600000.0,389800000.0,588900000.0,571858000.0
Net Income From Continuing Operation Net Minority Interest,138700000.0,374700000.0,369500000.0,292600000.0
Reconciled Depreciation,146900000.0,107500000.0,137900000.0,139558000.0
Reconciled Cost Of Revenue,455900000.0,426200000.0,349700000.0,292442000.0
EBITDA,151600000.0,389800000.0,588900000.0,571858000.0
EBIT,4700000.0,282300000.0,451000000.0,432300000.0
Net Interest Income,212500000.0,213600000.0,32100000.0,-31600000.0
Normalized Income,138700000.0,374700000.0,369500000.0,292600000.0
Net Income From Continuing And Discontinued Operation,138700000.0,374700000.0,369500000.0,292600000.0
Total Expenses,2731500000.0,2172700000.0,1731400000.0,1511800000.0
Total Operating Income As Reported,4700000.0,282300000.0,451000000.0,432300000.0
Diluted Average Shares,407800000.0,406900000.0,397752000.0,394160000.0
Basic Average Shares,406300000.0,405300000.0,396284000.0,392210000.0
Diluted EPS,0.34,0.92,0.93,0.74
Basic EPS,0.34,0.92,0.93,0.75
Diluted NI Availto Com Stockholders,138700000.0,374700000.0,369500000.0,292600000.0
Net Income Common Stockholders,138700000.0,374700000.0,369500000.0,292600000.0
Net Income,138700000.0,374700000.0,369500000.0,292600000.0
Net Income Including Noncontrolling Interests,138700000.0,374700000.0,369500000.0,292600000.0
Net Income Continuous Operations,138700000.0,374700000.0,369500000.0,292600000.0
Tax Provision,71400000.0,126600000.0,117000000.0,111400000.0
Pretax Income,210100000.0,501300000.0,486500000.0,404000000.0
Other Income Expense,-7100000.0,5400000.0,3400000.0,3300000.0
Other Non Operating Income Expenses,-7100000.0,5400000.0,3400000.0,3300000.0
Net Non Operating Interest Income Expense,212500000.0,213600000.0,32100000.0,-31600000.0
Total Other Finance Cost,-212500000.0,-213600000.0,-32100000.0,31600000.0
Operating Income,4700000.0,282300000.0,451000000.0,432300000.0
Operating Expense,2173000000.0,1681200000.0,1317400000.0,1154600000.0
Depreciation Amortization Depletion Income Statement,44300000.0,42200000.0,73600000.0,74800000.0
Depreciation And Amortization In Income Statement,44300000.0,42200000.0,73600000.0,74800000.0
Amortization,44300000.0,42200000.0,73600000.0,74800000.0
Amortization Of Intangibles Income Statement,44300000.0,42200000.0,73600000.0,74800000.0
Research And Development,325300000.0,267600000.0,220900000.0,201000000.0
Selling General And Administration,1803400000.0,1371400000.0,1022900000.0,878800000.0
Selling And Marketing Expense,1364300000.0,989900000.0,684200000.0,622000000.0
General And Administrative Expense,439100000.0,381500000.0,338700000.0,256800000.0
Other Gand A,439100000.0,381500000.0,338700000.0,256800000.0
Gross Profit,2177700000.0,1963500000.0,1768400000.0,1586900000.0
Cost Of Revenue,558500000.0,491500000.0,414000000.0,357200000.0
Total Revenue,2736200000.0,2455000000.0,2182400000.0,1944100000.0
Operating Revenue,2736200000.0,2455000000.0,2182400000.0,1944100000.0
