,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,7550130.0,12693124.610905,-6929019.99758,8820405.581077,
Tax Rate For Calcs,0.21,0.239457,0.292549,0.078634,
Normalized EBITDA,1900744000.0,1896145000.0,1644140000.0,1604416000.0,
Total Unusual Items,35953000.0,53008000.0,-23685000.0,112171000.0,
Total Unusual Items Excluding Goodwill,35953000.0,53008000.0,-23685000.0,112171000.0,
Net Income From Continuing Operation Net Minority Interest,81153000.0,-40973000.0,-47447000.0,49008000.0,
Reconciled Depreciation,1283286000.0,1414877000.0,1210755000.0,1215112000.0,
Reconciled Cost Of Revenue,2796926000.0,2538830000.0,2269961000.0,2070788000.0,
EBITDA,1936697000.0,1949153000.0,1620455000.0,1716587000.0,
EBIT,653411000.0,534276000.0,409700000.0,501475000.0,
Net Interest Income,-602835000.0,-574112000.0,-467557000.0,-440089000.0,
Interest Expense,602835000.0,574112000.0,467557000.0,440089000.0,
Normalized Income,52750130.0,-81287875.389095,-30691019.99758,-54342594.418923,
Net Income From Continuing And Discontinued Operation,81153000.0,-40973000.0,-47447000.0,49008000.0,
Total Expenses,4243036000.0,4082313000.0,3645347000.0,3406576000.0,
Diluted Average Shares,416366000.0,405670000.0,403454000.0,386304000.0,
Basic Average Shares,411770000.0,401809000.0,399549000.0,382785000.0,
Diluted EPS,0.19,-0.1,-0.12,0.13,
Basic EPS,0.2,-0.1,-0.12,0.13,
Diluted NI Availto Com Stockholders,81153000.0,-40973000.0,-47447000.0,49008000.0,
Net Income Common Stockholders,81153000.0,-40973000.0,-47447000.0,49008000.0,
Net Income,81153000.0,-40973000.0,-47447000.0,49008000.0,
Minority Interests,-7198000.0,-10676000.0,-6516000.0,-7551000.0,
Net Income Including Noncontrolling Interests,88351000.0,-30297000.0,-40931000.0,56559000.0,
Net Income Discontinuous Operations,,,,,0.0
Net Income Continuous Operations,88351000.0,-30297000.0,-40931000.0,56559000.0,
Tax Provision,-37775000.0,-9539000.0,-16926000.0,4827000.0,
Pretax Income,50576000.0,-39836000.0,-57857000.0,61386000.0,
Other Income Expense,-27819000.0,118762000.0,-74146000.0,80044000.0,
Other Non Operating Income Expenses,-65335000.0,52128000.0,-78961000.0,-37110000.0,
Special Income Charges,-21056000.0,-9111000.0,-31465000.0,-106617000.0,
Other Special Charges,687000.0,-6104000.0,581000.0,59299000.0,
Restructuring And Mergern Acquisition,20369000.0,15215000.0,30884000.0,47318000.0,
Earnings From Equity Interest,1563000.0,13626000.0,28500000.0,4983000.0,
Gain On Sale Of Security,57009000.0,62119000.0,7780000.0,218788000.0,
Net Non Operating Interest Income Expense,-602835000.0,-574112000.0,-467557000.0,-440089000.0,
Interest Expense Non Operating,602835000.0,574112000.0,467557000.0,440089000.0,
Operating Income,681230000.0,415514000.0,483846000.0,421431000.0,
Operating Expense,1415967000.0,1521067000.0,1362429000.0,1318079000.0,
Provision For Doubtful Accounts,-166000.0,-20270000.0,19757000.0,-9082000.0,
Depreciation Amortization Depletion Income Statement,1253143000.0,1392461000.0,1197798000.0,1197403000.0,
Depreciation And Amortization In Income Statement,1253143000.0,1392461000.0,1197798000.0,1197403000.0,
Selling General And Administration,162990000.0,148876000.0,144874000.0,129758000.0,
Gross Profit,2097197000.0,1936581000.0,1846275000.0,1739510000.0,
Cost Of Revenue,2827069000.0,2561246000.0,2282918000.0,2088497000.0,
Total Revenue,4924266000.0,4497827000.0,4129193000.0,3828007000.0,
Operating Revenue,4887095000.0,4463461000.0,4077398000.0,3738217000.0,
