,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,7105000.0,7474000.0,9360000.0,5125000.0,
Tax Rate For Calcs,0.145,0.202,0.195,0.125,
Normalized EBITDA,1015000000.0,1258000000.0,1131000000.0,963000000.0,
Total Unusual Items,49000000.0,37000000.0,48000000.0,41000000.0,
Total Unusual Items Excluding Goodwill,49000000.0,37000000.0,48000000.0,41000000.0,
Net Income From Continuing Operation Net Minority Interest,550000000.0,681000000.0,579000000.0,544000000.0,
Reconciled Depreciation,326000000.0,347000000.0,358000000.0,293000000.0,
Reconciled Cost Of Revenue,10085000000.0,9808000000.0,9236000000.0,8156000000.0,
EBITDA,1064000000.0,1295000000.0,1179000000.0,1004000000.0,
EBIT,738000000.0,948000000.0,821000000.0,711000000.0,
Net Interest Income,-95000000.0,-95000000.0,-102000000.0,-89000000.0,
Interest Expense,95000000.0,95000000.0,102000000.0,89000000.0,
Normalized Income,508105000.0,651474000.0,540360000.0,508125000.0,
Net Income From Continuing And Discontinued Operation,550000000.0,681000000.0,579000000.0,544000000.0,
Total Expenses,11049000000.0,10710000000.0,10159000000.0,9052000000.0,
Total Operating Income As Reported,535000000.0,781000000.0,565000000.0,513000000.0,
Diluted Average Shares,39400000.0,39900000.0,40100000.0,40300000.0,
Basic Average Shares,39400000.0,39900000.0,40100000.0,40300000.0,
Diluted EPS,13.96,17.07,14.44,13.5,
Basic EPS,13.96,17.07,14.44,13.5,
Diluted NI Availto Com Stockholders,550000000.0,681000000.0,579000000.0,544000000.0,
Net Income Common Stockholders,550000000.0,681000000.0,579000000.0,544000000.0,
Net Income,550000000.0,681000000.0,579000000.0,544000000.0,
Net Income Including Noncontrolling Interests,550000000.0,681000000.0,579000000.0,544000000.0,
Net Income Continuous Operations,550000000.0,681000000.0,579000000.0,544000000.0,
Tax Provision,93000000.0,172000000.0,140000000.0,78000000.0,
Pretax Income,643000000.0,853000000.0,719000000.0,622000000.0,
Other Income Expense,252000000.0,204000000.0,304000000.0,239000000.0,
Other Non Operating Income Expenses,203000000.0,167000000.0,256000000.0,198000000.0,
Special Income Charges,,,,0.0,0.0
Impairment Of Capital Assets,,,,0.0,0.0
Earnings From Equity Interest,,,,,32000000.0
Gain On Sale Of Security,49000000.0,37000000.0,48000000.0,41000000.0,
Net Non Operating Interest Income Expense,-95000000.0,-95000000.0,-102000000.0,-89000000.0,
Interest Expense Non Operating,95000000.0,95000000.0,102000000.0,89000000.0,
Operating Income,486000000.0,744000000.0,517000000.0,472000000.0,
Operating Expense,964000000.0,902000000.0,923000000.0,896000000.0,
Other Operating Expenses,-9000000.0,-120000000.0,-1000000.0,-2000000.0,
Selling General And Administration,973000000.0,1022000000.0,924000000.0,898000000.0,
General And Administrative Expense,973000000.0,1022000000.0,924000000.0,898000000.0,
Other Gand A,973000000.0,1022000000.0,924000000.0,898000000.0,
Gross Profit,1450000000.0,1646000000.0,1440000000.0,1368000000.0,
Cost Of Revenue,10085000000.0,9808000000.0,9236000000.0,8156000000.0,
Total Revenue,11535000000.0,11454000000.0,10676000000.0,9524000000.0,
Operating Revenue,11535000000.0,11454000000.0,10676000000.0,9524000000.0,
