,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,6792000.0,-38974000.0,319104000.0,-28482000.0
Tax Rate For Calcs,0.283,0.026,0.192,0.202
Total Unusual Items,24000000.0,-1499000000.0,1662000000.0,-141000000.0
Total Unusual Items Excluding Goodwill,24000000.0,-1499000000.0,1662000000.0,-141000000.0
Net Income From Continuing Operation Net Minority Interest,3434000000.0,5164000000.0,6704000000.0,5370000000.0
Reconciled Depreciation,2775000000.0,3035000000.0,2937000000.0,2923000000.0
EBIT,6704000000.0,6959000000.0,9625000000.0,7998000000.0
Net Interest Income,-1435000000.0,-1446000000.0,-1228000000.0,-1208000000.0
Interest Expense,1435000000.0,1446000000.0,1228000000.0,1208000000.0
Normalized Income,3416792000.0,6624026000.0,5361104000.0,5482518000.0
Net Income From Continuing And Discontinued Operation,3434000000.0,5164000000.0,6704000000.0,5370000000.0
Total Expenses,239115000000.0,189674000000.0,171634000000.0,167477000000.0
Diluted Average Shares,283218000.0,296882000.0,313065000.0,340966000.0
Basic Average Shares,280294000.0,296882000.0,313065000.0,337962000.0
Diluted EPS,12.12,17.39,21.299091,15.75
Basic EPS,12.25,17.39,21.299091,15.89
Diluted NI Availto Com Stockholders,3434000000.0,5164000000.0,6704000000.0,5370000000.0
Net Income Common Stockholders,3434000000.0,5164000000.0,6704000000.0,5370000000.0
Net Income,3434000000.0,5164000000.0,6704000000.0,5370000000.0
Minority Interests,-344000000.0,-208000000.0,-78000000.0,-50000000.0
Net Income Including Noncontrolling Interests,3778000000.0,5372000000.0,6782000000.0,5420000000.0
Net Income Continuous Operations,3778000000.0,5372000000.0,6782000000.0,5420000000.0
Tax Provision,1491000000.0,141000000.0,1615000000.0,1370000000.0
Pretax Income,5269000000.0,5513000000.0,8397000000.0,6790000000.0
Other Income Expense,185362000000.0,137243000000.0,128566000000.0,121413000000.0
Special Income Charges,24000000.0,-1499000000.0,1662000000.0,-141000000.0
Other Special Charges,-24000000.0,1499000000.0,-1662000000.0,141000000.0
Net Non Operating Interest Income Expense,-1435000000.0,-1446000000.0,-1228000000.0,-1208000000.0
Interest Expense Non Operating,1435000000.0,1446000000.0,1228000000.0,1208000000.0
Other Operating Expenses,182509000000.0,133801000000.0,124834000000.0,117553000000.0
Depreciation And Amortization In Income Statement,1703000000.0,1819000000.0,1876000000.0,1998000000.0
Amortization,1703000000.0,1819000000.0,1876000000.0,1998000000.0
Selling General And Administration,14844000000.0,14822000000.0,13174000000.0,13012000000.0
Total Revenue,244384000000.0,195187000000.0,180031000000.0,174267000000.0
Operating Revenue,244384000000.0,195187000000.0,180031000000.0,174267000000.0
Loss Adjustment Expense,38648000000.0,36287000000.0,32184000000.0,33565000000.0
Net Policyholder Benefits And Claims,38648000000.0,36287000000.0,32184000000.0,33565000000.0
