,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-19176600.0,-61156800.0,-14641200.0,-47954400.0
Tax Rate For Calcs,0.2062,0.2466,0.2324,0.2262
Normalized EBITDA,6416000000.0,5840000000.0,5397000000.0,4925000000.0
Total Unusual Items,-93000000.0,-248000000.0,-63000000.0,-212000000.0
Total Unusual Items Excluding Goodwill,-93000000.0,-248000000.0,-63000000.0,-212000000.0
Net Income From Continuing Operation Net Minority Interest,2746000000.0,2304000000.0,2238000000.0,1816000000.0
Reconciled Depreciation,2267000000.0,2071000000.0,2038000000.0,1999000000.0
Reconciled Cost Of Revenue,13383000000.0,12606000000.0,12294000000.0,11111000000.0
EBITDA,6323000000.0,5592000000.0,5334000000.0,4713000000.0
EBIT,4056000000.0,3521000000.0,3296000000.0,2714000000.0
Net Interest Income,-598000000.0,-500000000.0,-378000000.0,-365000000.0
Interest Expense,598000000.0,500000000.0,378000000.0,365000000.0
Normalized Income,2819823400.0,2490843200.0,2286358800.0,1980045600.0
Net Income From Continuing And Discontinued Operation,2746000000.0,2304000000.0,2238000000.0,1816000000.0
Total Expenses,17914000000.0,16603000000.0,16270000000.0,14974000000.0
Total Operating Income As Reported,4063000000.0,3575000000.0,3365000000.0,2965000000.0
Diluted Average Shares,403400000.0,406900000.0,415000000.0,422900000.0
Basic Average Shares,401500000.0,404900000.0,412800000.0,420400000.0
Diluted EPS,6.81,5.66,5.39,4.29
Basic EPS,6.84,5.69,5.42,4.32
Diluted NI Availto Com Stockholders,2746000000.0,2304000000.0,2238000000.0,1816000000.0
Net Income Common Stockholders,2746000000.0,2304000000.0,2238000000.0,1816000000.0
Net Income,2746000000.0,2304000000.0,2238000000.0,1816000000.0
Minority Interests,1000000.0,28000000.0,-2000000.0,-1000000.0
Net Income Including Noncontrolling Interests,2745000000.0,2276000000.0,2240000000.0,1817000000.0
Net Income Continuous Operations,2745000000.0,2276000000.0,2240000000.0,1817000000.0
Tax Provision,713000000.0,745000000.0,678000000.0,532000000.0
Pretax Income,3458000000.0,3021000000.0,2918000000.0,2349000000.0
Other Income Expense,-93000000.0,-302000000.0,-132000000.0,-243000000.0
Other Non Operating Income Expenses,-4000000.0,6000000.0,-2000000.0,5000000.0
Special Income Charges,-93000000.0,-248000000.0,-63000000.0,-212000000.0
Gain On Sale Of Business,26000000.0,0.0,5000000.0,16000000.0
Other Special Charges,25000000.0,-32000000.0,17000000.0,220000000.0
Impairment Of Capital Assets,90000000.0,275000000.0,50000000.0,
Restructuring And Mergern Acquisition,4000000.0,5000000.0,1000000.0,8000000.0
Earnings From Equity Interest,4000000.0,-60000000.0,-67000000.0,-36000000.0
Net Non Operating Interest Income Expense,-598000000.0,-500000000.0,-378000000.0,-365000000.0
Interest Expense Non Operating,598000000.0,500000000.0,378000000.0,365000000.0
Operating Income,4149000000.0,3823000000.0,3428000000.0,2957000000.0
Operating Expense,4531000000.0,3997000000.0,3976000000.0,3863000000.0
Provision For Doubtful Accounts,51000000.0,56000000.0,50000000.0,37000000.0
Depreciation Amortization Depletion Income Statement,2267000000.0,2071000000.0,2038000000.0,1999000000.0
Depletion Income Statement,,745000000.0,,731000000.0
Depreciation And Amortization In Income Statement,2267000000.0,2071000000.0,2038000000.0,1268000000.0
Amortization,180000000.0,129000000.0,129000000.0,143000000.0
Amortization Of Intangibles Income Statement,180000000.0,129000000.0,129000000.0,143000000.0
Depreciation Income Statement,2087000000.0,1942000000.0,1909000000.0,1125000000.0
Selling General And Administration,2213000000.0,1870000000.0,1888000000.0,1827000000.0
General And Administrative Expense,2213000000.0,1870000000.0,1888000000.0,1827000000.0
Other Gand A,813000000.0,665000000.0,693000000.0,612000000.0
Salaries And Wages,1400000000.0,1205000000.0,1195000000.0,1215000000.0
Gross Profit,8680000000.0,7820000000.0,7404000000.0,6820000000.0
Cost Of Revenue,13383000000.0,12606000000.0,12294000000.0,11111000000.0
Total Revenue,22063000000.0,20426000000.0,19698000000.0,17931000000.0
Operating Revenue,22063000000.0,20426000000.0,19698000000.0,17931000000.0
