,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,9032189.559832,7220155.267898,3214041.101149,5957095.317883
Tax Rate For Calcs,0.150061,0.129113,0.129986,0.147562
Normalized EBITDA,2010025000.0,1725231000.0,1624280000.0,1658063000.0
Total Unusual Items,60190000.0,55921000.0,24726000.0,40370000.0
Total Unusual Items Excluding Goodwill,60190000.0,55921000.0,24726000.0,40370000.0
Net Income From Continuing Operation Net Minority Interest,608806000.0,501557000.0,483602000.0,618720000.0
Reconciled Depreciation,956184000.0,854136000.0,817814000.0,719141000.0
Reconciled Cost Of Revenue,2926884000.0,2791289000.0,2551796000.0,2038352000.0
EBITDA,2070215000.0,1781152000.0,1649006000.0,1698433000.0
EBIT,1114031000.0,927016000.0,831192000.0,979292000.0
Net Interest Income,-353150000.0,-304081000.0,-248213000.0,-226536000.0
Interest Expense,377472000.0,331323000.0,255539000.0,233262000.0
Interest Income,24322000.0,27242000.0,7326000.0,6726000.0
Normalized Income,557648189.559832,452856155.267898,462090041.101149,584307095.317883
Net Income From Continuing And Discontinued Operation,608806000.0,501557000.0,483602000.0,618720000.0
Total Expenses,4112852000.0,3871351000.0,3592474000.0,2998525000.0
Total Operating Income As Reported,1012063000.0,824640000.0,731911000.0,805310000.0
Diluted Average Shares,116232000.0,113804000.0,113416000.0,113192000.0
Basic Average Shares,113846000.0,113442000.0,113196000.0,112910000.0
Diluted EPS,5.24,4.41,4.26,5.47
Basic EPS,5.35,4.42,4.27,5.48
Diluted NI Availto Com Stockholders,608806000.0,501557000.0,483602000.0,618720000.0
Net Income Common Stockholders,608806000.0,501557000.0,483602000.0,618720000.0
Net Income,608806000.0,501557000.0,483602000.0,618720000.0
Minority Interests,-17224000.0,-17224000.0,-17224000.0,-17224000.0
Net Income Including Noncontrolling Interests,626030000.0,518781000.0,500826000.0,635944000.0
Net Income Continuous Operations,626030000.0,518781000.0,500826000.0,635944000.0
Tax Provision,110529000.0,76912000.0,74827000.0,110086000.0
Pretax Income,736559000.0,595693000.0,575653000.0,746030000.0
Other Income Expense,77646000.0,75134000.0,91955000.0,167256000.0
Other Non Operating Income Expenses,17456000.0,19213000.0,67229000.0,126886000.0
Special Income Charges,61608000.0,59323000.0,45263000.0,41737000.0
Gain On Sale Of Business,22988000.0,6205000.0,0.0,0.0
Other Special Charges,-38620000.0,-53118000.0,-45263000.0,-41737000.0
Gain On Sale Of Security,-1418000.0,-3402000.0,-20537000.0,-1367000.0
Net Non Operating Interest Income Expense,-353150000.0,-304081000.0,-248213000.0,-226536000.0
Interest Expense Non Operating,377472000.0,331323000.0,255539000.0,233262000.0
Interest Income Non Operating,24322000.0,27242000.0,7326000.0,6726000.0
Operating Income,1012063000.0,824640000.0,731911000.0,805310000.0
Operating Expense,1125130000.0,1019969000.0,976059000.0,891907000.0
Other Operating Expenses,2389000.0,1913000.0,2494000.0,6393000.0
Other Taxes,227395000.0,224013000.0,220370000.0,234639000.0
Depreciation Amortization Depletion Income Statement,895346000.0,794043000.0,753195000.0,650875000.0
Depreciation And Amortization In Income Statement,895346000.0,794043000.0,753195000.0,650875000.0
Gross Profit,2137193000.0,1844609000.0,1707970000.0,1697217000.0
Cost Of Revenue,2987722000.0,2851382000.0,2616415000.0,2106618000.0
Total Revenue,5124915000.0,4695991000.0,4324385000.0,3803835000.0
Operating Revenue,5124915000.0,4695991000.0,4324385000.0,3803835000.0
