,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-37620000.0,156420000.0,-943800000.0,-323354000.0
Tax Rate For Calcs,0.22,0.22,0.22,0.214
Normalized EBITDA,12635000000.0,12618000000.0,17912000000.0,11273000000.0
Total Unusual Items,-171000000.0,711000000.0,-4290000000.0,-1511000000.0
Total Unusual Items Excluding Goodwill,-171000000.0,711000000.0,-4290000000.0,-1511000000.0
Net Income From Continuing Operation Net Minority Interest,6403000000.0,7594000000.0,7759000000.0,4664000000.0
Reconciled Depreciation,4108000000.0,3492000000.0,3542000000.0,3651000000.0
Reconciled Cost Of Revenue,5680000000.0,4946000000.0,4873000000.0,5345000000.0
EBITDA,12464000000.0,13329000000.0,13622000000.0,9762000000.0
EBIT,8356000000.0,9837000000.0,10080000000.0,6111000000.0
Net Interest Income,139000000.0,92000000.0,-179000000.0,-175000000.0
Interest Expense,138000000.0,148000000.0,179000000.0,178000000.0
Interest Income,277000000.0,240000000.0,,3000000.0
Normalized Income,6536380000.0,7039420000.0,11105200000.0,5851646000.0
Net Income From Continuing And Discontinued Operation,6403000000.0,7594000000.0,7759000000.0,4664000000.0
Total Expenses,15125000000.0,14290000000.0,15236000000.0,12056000000.0
Total Operating Income As Reported,8082000000.0,9603000000.0,9966000000.0,6102000000.0
Diluted Average Shares,569000000.0,584000000.0,587000000.0,584000000.0
Basic Average Shares,566000000.0,581000000.0,583000000.0,581000000.0
Diluted EPS,11.25,13.0,13.22,7.99
Basic EPS,11.31,13.07,13.31,8.03
Diluted NI Availto Com Stockholders,6403000000.0,7594000000.0,7759000000.0,4664000000.0
Net Income Common Stockholders,6403000000.0,7594000000.0,7759000000.0,4664000000.0
Net Income,6403000000.0,7594000000.0,7759000000.0,4664000000.0
Net Income Including Noncontrolling Interests,6403000000.0,7594000000.0,7759000000.0,4664000000.0
Net Income Continuous Operations,6403000000.0,7594000000.0,7759000000.0,4664000000.0
Tax Provision,1815000000.0,2095000000.0,2142000000.0,1269000000.0
Pretax Income,8218000000.0,9689000000.0,9901000000.0,5933000000.0
Other Income Expense,-174000000.0,705000000.0,-4176000000.0,-1505000000.0
Other Non Operating Income Expenses,-3000000.0,-6000000.0,114000000.0,-12000000.0
Special Income Charges,-375000000.0,-107000000.0,-308000000.0,-359000000.0
Gain On Sale Of Ppe,16000000.0,95000000.0,74000000.0,17000000.0
Write Off,33000000.0,33000000.0,56000000.0,46000000.0
Impairment Of Capital Assets,358000000.0,169000000.0,326000000.0,330000000.0
Earnings From Equity Interest,,,,18000000.0
Gain On Sale Of Security,204000000.0,818000000.0,-3982000000.0,-1152000000.0
Net Non Operating Interest Income Expense,139000000.0,92000000.0,-179000000.0,-175000000.0
Interest Expense Non Operating,138000000.0,148000000.0,179000000.0,178000000.0
Interest Income Non Operating,277000000.0,240000000.0,,3000000.0
Operating Income,8253000000.0,8892000000.0,14256000000.0,7613000000.0
Operating Expense,9445000000.0,9344000000.0,10363000000.0,6711000000.0
Other Operating Expenses,1810000000.0,1711000000.0,1673000000.0,980000000.0
Other Taxes,1249000000.0,1284000000.0,1585000000.0,1047000000.0
Selling General And Administration,6386000000.0,6349000000.0,7105000000.0,4684000000.0
Selling And Marketing Expense,5717000000.0,5709000000.0,6535000000.0,4173000000.0
General And Administrative Expense,669000000.0,640000000.0,570000000.0,511000000.0
Other Gand A,669000000.0,640000000.0,570000000.0,511000000.0
Gross Profit,17698000000.0,18236000000.0,24619000000.0,14324000000.0
Cost Of Revenue,5680000000.0,4946000000.0,4873000000.0,5345000000.0
Total Revenue,23378000000.0,23182000000.0,29492000000.0,19669000000.0
Operating Revenue,23378000000.0,23182000000.0,29492000000.0,19669000000.0
