,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6409000.0,-122238300.0,-58257620.817844,-3632800.0
Tax Rate For Calcs,0.221,0.331,0.189025,0.239
Normalized EBITDA,1840300000.0,1715100000.0,2262600000.0,3691600000.0
Total Unusual Items,-29000000.0,-369300000.0,-308200000.0,-15200000.0
Total Unusual Items Excluding Goodwill,-29000000.0,-369300000.0,-308200000.0,-15200000.0
Net Income From Continuing Operation Net Minority Interest,746000000.0,379200000.0,1002000000.0,2195400000.0
Reconciled Depreciation,643500000.0,577300000.0,537200000.0,577000000.0
Reconciled Cost Of Revenue,8997400000.0,8439200000.0,7811400000.0,7796200000.0
EBITDA,1811300000.0,1345800000.0,1954400000.0,3676400000.0
EBIT,1167800000.0,768500000.0,1417200000.0,3099400000.0
Net Interest Income,-208300000.0,-199600000.0,-179800000.0,-211800000.0
Interest Expense,208300000.0,199600000.0,179800000.0,211800000.0
Normalized Income,768591000.0,626261700.0,1251942379.182156,2206967200.0
Net Income From Continuing And Discontinued Operation,746000000.0,418000000.0,1279100000.0,2377300000.0
Total Expenses,11870900000.0,11037900000.0,10111700000.0,10063500000.0
Total Operating Income As Reported,1086700000.0,725600000.0,1436500000.0,3048600000.0
Diluted Average Shares,84400000.0,87600000.0,91600000.0,97500000.0
Basic Average Shares,83900000.0,87100000.0,91100000.0,96700000.0
Diluted EPS,8.84,4.77,13.97,24.39
Basic EPS,8.89,4.8,14.05,24.6
Diluted NI Availto Com Stockholders,746000000.0,418000000.0,1279100000.0,2377300000.0
Net Income Common Stockholders,746000000.0,418000000.0,1279100000.0,2377300000.0
Net Income,746000000.0,418000000.0,1279100000.0,2377300000.0
Minority Interests,-1100000.0,-1200000.0,-1500000.0,-2200000.0
Net Income Including Noncontrolling Interests,747100000.0,419200000.0,1280600000.0,2379500000.0
Net Income Discontinuous Operations,0.0,38800000.0,277100000.0,181900000.0
Net Income Continuous Operations,747100000.0,380400000.0,1003500000.0,2197600000.0
Tax Provision,212400000.0,188500000.0,233900000.0,690000000.0
Pretax Income,959500000.0,568900000.0,1237400000.0,2887600000.0
Other Income Expense,29800000.0,-355200000.0,-335000000.0,26800000.0
Other Non Operating Income Expenses,60200000.0,15500000.0,-32200000.0,15500000.0
Special Income Charges,-51300000.0,-398100000.0,-315700000.0,-24000000.0
Impairment Of Capital Assets,5300000.0,349000000.0,261700000.0,0.0
Restructuring And Mergern Acquisition,46000000.0,49100000.0,54000000.0,24000000.0
Earnings From Equity Interest,-1400000.0,-1400000.0,5400000.0,26500000.0
Gain On Sale Of Security,22300000.0,28800000.0,7500000.0,8800000.0
Net Non Operating Interest Income Expense,-208300000.0,-199600000.0,-179800000.0,-211800000.0
Interest Expense Non Operating,208300000.0,199600000.0,179800000.0,211800000.0
Operating Income,1138000000.0,1123700000.0,1752200000.0,3072600000.0
Operating Expense,2486400000.0,2241200000.0,1956700000.0,1919800000.0
Depreciation Amortization Depletion Income Statement,256400000.0,219800000.0,193600000.0,229500000.0
Depreciation And Amortization In Income Statement,256400000.0,219800000.0,193600000.0,229500000.0
Amortization,256400000.0,219800000.0,193600000.0,229500000.0
Amortization Of Intangibles Income Statement,256400000.0,219800000.0,193600000.0,229500000.0
Selling General And Administration,2230000000.0,2021400000.0,1763100000.0,1690300000.0
Gross Profit,3624400000.0,3364900000.0,3708900000.0,4992400000.0
Cost Of Revenue,9384500000.0,8796700000.0,8155000000.0,8143700000.0
Total Revenue,13008900000.0,12161600000.0,11863900000.0,13136100000.0
Operating Revenue,13066900000.0,12189300000.0,11863900000.0,13224300000.0
