,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Tax Effect Of Unusual Items,0.0,-258639000.0,0.0,0.0,
Tax Rate For Calcs,0.231,0.219,0.207,0.231,
Total Unusual Items,,-1181000000.0,-470000000.0,-456000000.0,-231000000.0
Total Unusual Items Excluding Goodwill,,-1181000000.0,-470000000.0,-456000000.0,-231000000.0
Net Income From Continuing Operation Net Minority Interest,13390000000.0,9087000000.0,11029000000.0,15034000000.0,
Reconciled Depreciation,5161000000.0,4256000000.0,3998000000.0,4216000000.0,
Net Interest Income,8611000000.0,8230000000.0,9327000000.0,8045000000.0,
Interest Expense,45524000000.0,37619000000.0,12268000000.0,1366000000.0,
Interest Income,54135000000.0,45849000000.0,21595000000.0,9411000000.0,
Normalized Income,13390000000.0,10009361000.0,11029000000.0,15034000000.0,
Net Income From Continuing And Discontinued Operation,13390000000.0,9087000000.0,11029000000.0,15034000000.0,
Diluted Average Shares,1611000000.0,1646000000.0,1713000000.0,1814000000.0,
Basic Average Shares,1591000000.0,1628000000.0,1691000000.0,1785000000.0,
Diluted EPS,7.95,5.18,6.15,8.03,
Basic EPS,8.04,5.24,6.23,8.16,
Diluted NI Availto Com Stockholders,12800000000.0,8530000000.0,10540000000.0,14566000000.0,
Net Income Common Stockholders,12800000000.0,8530000000.0,10540000000.0,14566000000.0,
Preferred Stock Dividends,590000000.0,557000000.0,489000000.0,468000000.0,
Net Income,13390000000.0,9087000000.0,11029000000.0,15034000000.0,
Minority Interests,-139000000.0,-143000000.0,-150000000.0,-86000000.0,
Net Income Including Noncontrolling Interests,13529000000.0,9230000000.0,11179000000.0,15120000000.0,
Net Income Discontinuous Operations,,,,,0.0
Net Income Continuous Operations,13529000000.0,9230000000.0,11179000000.0,15120000000.0,
Tax Provision,4067000000.0,2583000000.0,2910000000.0,4548000000.0,
Pretax Income,17596000000.0,11813000000.0,14089000000.0,19668000000.0,
Special Income Charges,,-1181000000.0,-470000000.0,-456000000.0,-231000000.0
Other Special Charges,,535000000.0,,,
Restructuring And Mergern Acquisition,,646000000.0,470000000.0,456000000.0,231000000.0
Gain On Sale Of Security,824000000.0,573000000.0,15000000.0,1376000000.0,
Selling General And Administration,27143000000.0,25103000000.0,23958000000.0,25271000000.0,
Selling And Marketing Expense,965000000.0,898000000.0,905000000.0,643000000.0,
General And Administrative Expense,26178000000.0,24205000000.0,23053000000.0,24628000000.0,
Other Gand A,,,,,2465000000.0
Salaries And Wages,26178000000.0,24205000000.0,23053000000.0,24628000000.0,
Total Revenue,57621000000.0,50667000000.0,50210000000.0,56414000000.0,
Operating Revenue,57621000000.0,50667000000.0,50210000000.0,56414000000.0,
Occupancy And Equipment,1905000000.0,1895000000.0,1729000000.0,1725000000.0,
Professional Expense And Contract Services Expense,2901000000.0,3058000000.0,3070000000.0,2933000000.0,
Other Non Interest Expense,7812000000.0,7085000000.0,7084000000.0,6813000000.0,
