,2024-10-31,2023-10-31,2022-10-31,2021-10-31,2020-10-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.29,0.22,0.13,0.11,
Normalized EBITDA,1219000000.0,1647000000.0,1587000000.0,1382000000.0,
Total Unusual Items,,,,,0.0
Total Unusual Items Excluding Goodwill,,,,,0.0
Net Income From Continuing Operation Net Minority Interest,614000000.0,1057000000.0,1124000000.0,894000000.0,
Reconciled Depreciation,270000000.0,212000000.0,223000000.0,293000000.0,
Reconciled Cost Of Revenue,1846000000.0,1932000000.0,1970000000.0,1872000000.0,
EBITDA,1219000000.0,1647000000.0,1587000000.0,1382000000.0,
EBIT,949000000.0,1435000000.0,1364000000.0,1089000000.0,
Net Interest Income,-3000000.0,24000000.0,-63000000.0,-76000000.0,
Interest Expense,84000000.0,78000000.0,79000000.0,79000000.0,
Interest Income,81000000.0,102000000.0,16000000.0,3000000.0,
Normalized Income,614000000.0,1057000000.0,1124000000.0,894000000.0,
Net Income From Continuing And Discontinued Operation,614000000.0,1057000000.0,1124000000.0,894000000.0,
Total Expenses,4146000000.0,4106000000.0,4086000000.0,3861000000.0,
Total Operating Income As Reported,833000000.0,1358000000.0,1334000000.0,1080000000.0,
Diluted Average Shares,175000000.0,179000000.0,182000000.0,187000000.0,
Basic Average Shares,174000000.0,178000000.0,180000000.0,185000000.0,
Diluted EPS,3.51,5.91,6.18,4.78,
Basic EPS,3.53,5.95,6.23,4.84,
Diluted NI Availto Com Stockholders,614000000.0,1057000000.0,1124000000.0,894000000.0,
Net Income Common Stockholders,614000000.0,1057000000.0,1124000000.0,894000000.0,
Net Income,614000000.0,1057000000.0,1124000000.0,894000000.0,
Net Income Including Noncontrolling Interests,614000000.0,1057000000.0,1124000000.0,894000000.0,
Net Income Continuous Operations,614000000.0,1057000000.0,1124000000.0,894000000.0,
Tax Provision,251000000.0,300000000.0,161000000.0,116000000.0,
Pretax Income,865000000.0,1357000000.0,1285000000.0,1010000000.0,
Other Income Expense,35000000.0,-25000000.0,14000000.0,6000000.0,
Other Non Operating Income Expenses,35000000.0,-25000000.0,14000000.0,6000000.0,
Special Income Charges,,,,,0.0
Impairment Of Capital Assets,,,,,0.0
Net Non Operating Interest Income Expense,-3000000.0,24000000.0,-63000000.0,-76000000.0,
Interest Expense Non Operating,84000000.0,78000000.0,79000000.0,79000000.0,
Interest Income Non Operating,81000000.0,102000000.0,16000000.0,3000000.0,
Operating Income,833000000.0,1358000000.0,1334000000.0,1080000000.0,
Operating Expense,2300000000.0,2174000000.0,2116000000.0,1989000000.0,
Other Operating Expenses,-14000000.0,-15000000.0,-8000000.0,-17000000.0,
Research And Development,919000000.0,882000000.0,841000000.0,811000000.0,
Selling General And Administration,1395000000.0,1307000000.0,1283000000.0,1195000000.0,
Gross Profit,3133000000.0,3532000000.0,3450000000.0,3069000000.0,
Cost Of Revenue,1846000000.0,1932000000.0,1970000000.0,1872000000.0,
Total Revenue,4979000000.0,5464000000.0,5420000000.0,4941000000.0,
Operating Revenue,4979000000.0,5464000000.0,5420000000.0,4941000000.0,
