,2024-03-31,2023-03-31,2022-03-31,2021-03-31
Tax Effect Of Unusual Items,-5547585.0,-88270.0,-10944.0,679400.119413
Tax Rate For Calcs,0.213,0.182,0.228,0.23315
Normalized EBITDA,1438450000.0,1344483000.0,1009445000.0,771036000.0
Total Unusual Items,-26045000.0,-485000.0,-48000.0,2914000.0
Total Unusual Items Excluding Goodwill,-26045000.0,-485000.0,-48000.0,2914000.0
Net Income From Continuing Operation Net Minority Interest,551440000.0,557414000.0,285477000.0,397400000.0
Reconciled Depreciation,565244000.0,552897000.0,553104000.0,219237000.0
Reconciled Cost Of Revenue,2920541000.0,2555540000.0,2340396000.0,1764419000.0
EBITDA,1412405000.0,1343998000.0,1009397000.0,773950000.0
EBIT,847161000.0,791101000.0,456293000.0,554713000.0
Net Interest Income,-133308000.0,-110835000.0,-83206000.0,-30835000.0
Interest Expense,144351000.0,110835000.0,89490000.0,37180000.0
Interest Income,11043000.0,,6284000.0,6345000.0
Normalized Income,571937415.0,557810730.0,285514056.0,395165400.119413
Net Income From Continuing And Discontinued Operation,378239000.0,107030000.0,243888000.0,397400000.0
Total Expenses,4276538000.0,3744680000.0,3745540000.0,2562065000.0
Total Operating Income As Reported,836118000.0,791101000.0,477815000.0,548368000.0
Diluted Average Shares,99359000.0,100246000.0,98326000.0,85898000.0
Basic Average Shares,98787000.0,99706000.0,97535000.0,85203000.0
Diluted EPS,3.81,1.07,2.48,4.63
Basic EPS,3.83,1.07,2.5,4.66
Diluted NI Availto Com Stockholders,378239000.0,107030000.0,243888000.0,397400000.0
Net Income Common Stockholders,378239000.0,107030000.0,243888000.0,397400000.0
Net Income,378239000.0,107030000.0,243888000.0,397400000.0
Minority Interests,-1840000.0,1217000.0,1018000.0,530000.0
Net Income Including Noncontrolling Interests,380079000.0,105813000.0,242870000.0,396870000.0
Net Income Discontinuous Operations,-173201000.0,-450384000.0,-41589000.0,
Net Income Continuous Operations,553280000.0,556197000.0,284459000.0,396870000.0
Tax Provision,149530000.0,124069000.0,82344000.0,120663000.0
Pretax Income,702810000.0,680266000.0,366803000.0,517533000.0
Other Income Expense,-26045000.0,-485000.0,-27854000.0,2914000.0
Other Non Operating Income Expenses,,,-27806000.0,
Special Income Charges,-26045000.0,-485000.0,-48000.0,2914000.0
Impairment Of Capital Assets,,490565000.0,0.0,0.0
Restructuring And Mergern Acquisition,26045000.0,485000.0,48000.0,-2914000.0
Net Non Operating Interest Income Expense,-133308000.0,-110835000.0,-83206000.0,-30835000.0
Interest Expense Non Operating,144351000.0,110835000.0,89490000.0,37180000.0
Interest Income Non Operating,11043000.0,,6284000.0,6345000.0
Operating Income,862163000.0,791586000.0,477863000.0,545454000.0
Operating Expense,1355997000.0,1189140000.0,1405144000.0,797646000.0
Research And Development,103679000.0,98477000.0,86663000.0,66326000.0
Selling General And Administration,1252318000.0,1090663000.0,1318481000.0,731320000.0
Gross Profit,2218160000.0,1980726000.0,1883007000.0,1343100000.0
Cost Of Revenue,2920541000.0,2555540000.0,2340396000.0,1764419000.0
Total Revenue,5138701000.0,4536266000.0,4223403000.0,3107519000.0
Operating Revenue,5138701000.0,4536266000.0,4223403000.0,3107519000.0
