,2024-04-30,2023-04-30,2022-04-30,2021-04-30
Tax Effect Of Unusual Items,-87750000.0,-101775000.0,-12865000.0,-27962772.785623
Tax Rate For Calcs,0.234,0.295,0.083,0.068036
Normalized EBITDA,8578000000.0,9042000000.0,8932000000.0,7933000000.0
Total Unusual Items,-375000000.0,-345000000.0,-155000000.0,-411000000.0
Total Unusual Items Excluding Goodwill,-375000000.0,-345000000.0,-155000000.0,-411000000.0
Net Income From Continuing Operation Net Minority Interest,3676000000.0,3758000000.0,5039000000.0,3606000000.0
Reconciled Depreciation,2647000000.0,2697000000.0,2707000000.0,2702000000.0
Reconciled Cost Of Revenue,10262000000.0,9720000000.0,9171000000.0,9564000000.0
EBITDA,8203000000.0,8697000000.0,8777000000.0,7522000000.0
EBIT,5556000000.0,6000000000.0,6070000000.0,4820000000.0
Net Interest Income,-719000000.0,-636000000.0,-553000000.0,-925000000.0
Interest Expense,719000000.0,636000000.0,553000000.0,925000000.0
Normalized Income,3963250000.0,4001225000.0,5181135000.0,3989037227.214377
Net Income From Continuing And Discontinued Operation,3676000000.0,3758000000.0,5039000000.0,3606000000.0
Total Expenses,26844000000.0,25397000000.0,25778000000.0,25222000000.0
Total Operating Income As Reported,5144000000.0,5485000000.0,5752000000.0,4484000000.0
Diluted Average Shares,1330200000.0,1332800000.0,1351400000.0,1354000000.0
Basic Average Shares,1327700000.0,1329800000.0,1342400000.0,1344900000.0
Diluted EPS,2.76,2.82,3.73,2.66
Basic EPS,2.77,2.83,3.75,2.68
Diluted NI Availto Com Stockholders,3676000000.0,3758000000.0,5039000000.0,3606000000.0
Net Income Common Stockholders,3676000000.0,3758000000.0,5039000000.0,3606000000.0
Net Income,3676000000.0,3758000000.0,5039000000.0,3606000000.0
Minority Interests,-28000000.0,-26000000.0,-22000000.0,-24000000.0
Net Income Including Noncontrolling Interests,3705000000.0,3784000000.0,5062000000.0,3630000000.0
Net Income Continuous Operations,3705000000.0,3784000000.0,5062000000.0,3630000000.0
Tax Provision,1133000000.0,1580000000.0,456000000.0,265000000.0
Pretax Income,4837000000.0,5364000000.0,5517000000.0,3895000000.0
Other Income Expense,37000000.0,170000000.0,163000000.0,-75000000.0
Other Non Operating Income Expenses,412000000.0,515000000.0,318000000.0,336000000.0
Special Income Charges,-375000000.0,-345000000.0,-155000000.0,-411000000.0
Other Special Charges,149000000.0,-30000000.0,95000000.0,118000000.0
Restructuring And Mergern Acquisition,226000000.0,375000000.0,60000000.0,293000000.0
Net Non Operating Interest Income Expense,-719000000.0,-636000000.0,-553000000.0,-925000000.0
Interest Expense Non Operating,719000000.0,636000000.0,553000000.0,925000000.0
Operating Income,5520000000.0,5830000000.0,5908000000.0,4895000000.0
Operating Expense,15628000000.0,14678000000.0,15633000000.0,14739000000.0
Other Operating Expenses,464000000.0,-131000000.0,862000000.0,315000000.0
Depreciation Amortization Depletion Income Statement,1693000000.0,1698000000.0,1733000000.0,1783000000.0
Depreciation And Amortization In Income Statement,1693000000.0,1698000000.0,1733000000.0,1783000000.0
Amortization,1693000000.0,1698000000.0,1733000000.0,1783000000.0
Amortization Of Intangibles Income Statement,1693000000.0,1698000000.0,1733000000.0,1783000000.0
Research And Development,2735000000.0,2696000000.0,2746000000.0,2493000000.0
Selling General And Administration,10736000000.0,10415000000.0,10292000000.0,10148000000.0
Gross Profit,21148000000.0,20508000000.0,21541000000.0,19634000000.0
Cost Of Revenue,11216000000.0,10719000000.0,10145000000.0,10483000000.0
Total Revenue,32364000000.0,31227000000.0,31686000000.0,30117000000.0
Operating Revenue,32364000000.0,31227000000.0,31686000000.0,30117000000.0
