,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,3025456.337157,11250313.932532,2160993.699665,18776355.31416
Tax Rate For Calcs,0.008452,0.030336,0.032932,0.057669
Normalized EBITDA,4659979000.0,4516269000.0,4523643000.0,4521922000.0
Total Unusual Items,357962000.0,370855000.0,65620000.0,325591000.0
Total Unusual Items Excluding Goodwill,357962000.0,370855000.0,65620000.0,325591000.0
Net Income From Continuing Operation Net Minority Interest,2370896000.0,2283126000.0,2139535000.0,2249631000.0
Reconciled Depreciation,1359861000.0,1333584000.0,1292113000.0,1325895000.0
Reconciled Cost Of Revenue,948893000.0,956909000.0,936212000.0,907884000.0
EBITDA,5017941000.0,4887124000.0,4589263000.0,4847513000.0
EBIT,3658080000.0,3553540000.0,3297150000.0,3521618000.0
Net Interest Income,-905797000.0,-854648000.0,-761253000.0,-795712000.0
Interest Expense,905797000.0,854648000.0,761253000.0,795712000.0
Normalized Income,2015959456.337157,1923521313.932532,2076075993.699665,1942816355.31416
Net Income From Continuing And Discontinued Operation,2370896000.0,2283126000.0,2139535000.0,2249631000.0
Total Expenses,2871002000.0,2851814000.0,2707894000.0,2703599000.0
Total Operating Income As Reported,3092796000.0,2807022000.0,2583553000.0,2413190000.0
Diluted Average Shares,326097137.0,326808000.0,327817000.0,328587000.0
Basic Average Shares,326097137.0,326808000.0,327817000.0,328587000.0
Diluted EPS,7.26,6.98,6.52,6.84
Basic EPS,7.26,6.98,6.52,6.84
Diluted NI Availto Com Stockholders,2367559000.0,2279789000.0,2136198000.0,2246294000.0
Net Income Common Stockholders,2367559000.0,2279789000.0,2136198000.0,2246294000.0
Preferred Stock Dividends,3337000.0,3337000.0,3337000.0,3337000.0
Net Income,2370896000.0,2283126000.0,2139535000.0,2249631000.0
Minority Interests,-358125000.0,-333892000.0,-312850000.0,-319076000.0
Net Income Including Noncontrolling Interests,2729021000.0,2617018000.0,2452385000.0,2568707000.0
Net Income Continuous Operations,2729021000.0,2617018000.0,2452385000.0,2568707000.0
Tax Provision,23262000.0,81874000.0,83512000.0,157199000.0
Pretax Income,2752283000.0,2698892000.0,2535897000.0,2725906000.0
Other Income Expense,565284000.0,746518000.0,713597000.0,1108428000.0
Special Income Charges,375354000.0,358963000.0,126824000.0,333686000.0
Gain On Sale Of Business,451172000.0,362019000.0,121177000.0,178672000.0
Other Special Charges,,,,51841000.0
Restructuring And Mergern Acquisition,75818000.0,3056000.0,-5647000.0,-206855000.0
Earnings From Equity Interest,207322000.0,375663000.0,647977000.0,782837000.0
Gain On Sale Of Security,-17392000.0,11892000.0,-61204000.0,-8095000.0
Net Non Operating Interest Income Expense,-905797000.0,-854648000.0,-761253000.0,-795712000.0
Interest Expense Non Operating,905797000.0,854648000.0,761253000.0,795712000.0
Operating Income,3092796000.0,2807022000.0,2583553000.0,2413190000.0
Operating Expense,1827588000.0,1823428000.0,1706940000.0,1732535000.0
Other Operating Expenses,372954000.0,395462000.0,336805000.0,325178000.0
Depreciation Amortization Depletion Income Statement,1265340000.0,1262107000.0,1227371000.0,1262715000.0
Depreciation And Amortization In Income Statement,1265340000.0,1262107000.0,1227371000.0,1262715000.0
Selling General And Administration,189294000.0,165859000.0,142764000.0,144642000.0
Selling And Marketing Expense,144551000.0,127346000.0,107793000.0,114303000.0
General And Administrative Expense,44743000.0,38513000.0,34971000.0,30339000.0
Other Gand A,44743000.0,38513000.0,34971000.0,30339000.0
Gross Profit,4920384000.0,4630450000.0,4290493000.0,4145725000.0
Cost Of Revenue,1043414000.0,1028386000.0,1000954000.0,971064000.0
Total Revenue,5963798000.0,5658836000.0,5291447000.0,5116789000.0
Operating Revenue,5523010000.0,5290330000.0,5022079000.0,4843202000.0
