,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,15964620.0,4172244.0,-35507084.0,-10479510.0
Tax Rate For Calcs,0.21,0.284,0.356,0.27
Normalized EBITDA,332136000.0,904735000.0,699376000.0,669009000.0
Total Unusual Items,76022000.0,14691000.0,-99739000.0,-38813000.0
Total Unusual Items Excluding Goodwill,76022000.0,14691000.0,-99739000.0,-38813000.0
Net Income From Continuing Operation Net Minority Interest,32615000.0,597599000.0,340660000.0,948581000.0
Reconciled Depreciation,89248000.0,82660000.0,67855000.0,57844000.0
Reconciled Cost Of Revenue,312100000.0,255000000.0,207000000.0,150991000.0
EBITDA,408158000.0,919426000.0,599637000.0,630196000.0
EBIT,318910000.0,836766000.0,531782000.0,572352000.0
Net Interest Income,126430000.0,155863000.0,37785000.0,8739000.0
Interest Expense,2280000.0,2551000.0,2666000.0,1908000.0
Interest Income,128710000.0,158414000.0,40451000.0,10647000.0
Normalized Income,-27442380.0,587080244.0,404891916.0,976914490.0
Net Income From Continuing And Discontinued Operation,32615000.0,597599000.0,340660000.0,948581000.0
Total Expenses,4139923000.0,3045939000.0,2803009000.0,2385749000.0
Total Operating Income As Reported,61366000.0,620525000.0,579440000.0,585777000.0
Diluted Average Shares,210530000.0,225928000.0,223958000.0,222074000.0
Basic Average Shares,207110000.0,223628000.0,222004000.0,220428000.0
Diluted EPS,0.15,2.65,1.52,4.27
Basic EPS,0.16,2.67,1.53,4.3
Diluted NI Availto Com Stockholders,32615000.0,597599000.0,340660000.0,948581000.0
Net Income Common Stockholders,32615000.0,597599000.0,340660000.0,948581000.0
Net Income,32615000.0,597599000.0,340660000.0,948581000.0
Net Income Including Noncontrolling Interests,32615000.0,597599000.0,340660000.0,948581000.0
Net Income Continuous Operations,32615000.0,597599000.0,340660000.0,948581000.0
Tax Provision,284015000.0,236616000.0,188456000.0,-378137000.0
Pretax Income,316630000.0,834215000.0,529116000.0,570444000.0
Other Income Expense,88831000.0,28625000.0,-100258000.0,-38813000.0
Other Non Operating Income Expenses,12809000.0,13934000.0,-519000.0,10647000.0
Special Income Charges,-40003000.0,-29202000.0,-12149000.0,-14741000.0
Restructuring And Mergern Acquisition,40003000.0,29202000.0,12149000.0,14741000.0
Gain On Sale Of Security,116025000.0,43893000.0,-87590000.0,-24072000.0
Net Non Operating Interest Income Expense,126430000.0,155863000.0,37785000.0,8739000.0
Interest Expense Non Operating,2280000.0,2551000.0,2666000.0,1908000.0
Interest Income Non Operating,128710000.0,158414000.0,40451000.0,10647000.0
Operating Income,101294000.0,649710000.0,591626000.0,600518000.0
Operating Expense,3827823000.0,2790939000.0,2596009000.0,2234758000.0
Other Operating Expenses,-1025000.0,2045000.0,7973000.0,37019000.0
Research And Development,2606848000.0,1627594000.0,1585936000.0,1458179000.0
Selling General And Administration,1222000000.0,1161300000.0,1002100000.0,739560000.0
General And Administrative Expense,1222000000.0,1161300000.0,1002100000.0,739600000.0
Other Gand A,769900000.0,775100000.0,659800000.0,450200000.0
Salaries And Wages,452100000.0,386200000.0,342300000.0,289400000.0
Gross Profit,3929117000.0,3440649000.0,3187635000.0,2835276000.0
Cost Of Revenue,312100000.0,255000000.0,207000000.0,150991000.0
Total Revenue,4241217000.0,3695649000.0,3394635000.0,2986267000.0
Operating Revenue,4241217000.0,3695649000.0,3394635000.0,2986267000.0
