,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,6440000.0,7560000.0,6020000.0,6020000.0
Tax Rate For Calcs,0.07,0.14,0.14,0.14
Normalized EBITDA,3446000000.0,3352000000.0,3136000000.0,2769000000.0
Total Unusual Items,92000000.0,54000000.0,43000000.0,43000000.0
Total Unusual Items Excluding Goodwill,92000000.0,54000000.0,43000000.0,43000000.0
Net Income From Continuing Operation Net Minority Interest,1182000000.0,1152000000.0,1074000000.0,990000000.0
Reconciled Depreciation,1605000000.0,1500000000.0,1438000000.0,1277000000.0
Reconciled Cost Of Revenue,3955000000.0,3920000000.0,4465000000.0,3272000000.0
EBITDA,3538000000.0,3406000000.0,3179000000.0,2812000000.0
EBIT,1933000000.0,1906000000.0,1741000000.0,1535000000.0
Net Interest Income,-622000000.0,-533000000.0,-451000000.0,-356000000.0
Interest Expense,663000000.0,566000000.0,486000000.0,383000000.0
Interest Income,41000000.0,33000000.0,35000000.0,27000000.0
Normalized Income,1096440000.0,1105560000.0,1037020000.0,953020000.0
Net Income From Continuing And Discontinued Operation,1182000000.0,1152000000.0,1074000000.0,990000000.0
Total Expenses,6107000000.0,5942000000.0,6442000000.0,5061000000.0
Total Operating Income As Reported,1516000000.0,1558000000.0,1515000000.0,1333000000.0
Diluted Average Shares,267400000.0,263400000.0,259500000.0,257600000.0
Basic Average Shares,266800000.0,262800000.0,258400000.0,256300000.0
Diluted EPS,4.42,4.38,4.14,3.84
Basic EPS,4.43,4.39,4.16,3.86
Diluted NI Availto Com Stockholders,1182000000.0,1152000000.0,1074000000.0,990000000.0
Net Income Common Stockholders,1182000000.0,1152000000.0,1074000000.0,990000000.0
Net Income,1182000000.0,1152000000.0,1074000000.0,990000000.0
Minority Interests,-5000000.0,-5000000.0,-5000000.0,-5000000.0
Net Income Including Noncontrolling Interests,1187000000.0,1157000000.0,1079000000.0,995000000.0
Net Income Continuous Operations,1187000000.0,1157000000.0,1079000000.0,995000000.0
Tax Provision,83000000.0,183000000.0,176000000.0,157000000.0
Pretax Income,1270000000.0,1340000000.0,1255000000.0,1152000000.0
Other Income Expense,376000000.0,315000000.0,191000000.0,175000000.0
Other Non Operating Income Expenses,288000000.0,260000000.0,146000000.0,120000000.0
Special Income Charges,92000000.0,54000000.0,43000000.0,43000000.0
Other Special Charges,-92000000.0,-54000000.0,-43000000.0,-43000000.0
Earnings From Equity Interest,-4000000.0,1000000.0,2000000.0,12000000.0
Net Non Operating Interest Income Expense,-622000000.0,-533000000.0,-451000000.0,-356000000.0
Interest Expense Non Operating,663000000.0,566000000.0,486000000.0,383000000.0
Interest Income Non Operating,41000000.0,33000000.0,35000000.0,27000000.0
Operating Income,1516000000.0,1558000000.0,1515000000.0,1333000000.0
Operating Expense,2137000000.0,1909000000.0,1828000000.0,1658000000.0
Other Taxes,547000000.0,522000000.0,539000000.0,512000000.0
Depreciation Amortization Depletion Income Statement,1590000000.0,1387000000.0,1289000000.0,1146000000.0
Depreciation And Amortization In Income Statement,1590000000.0,1387000000.0,1289000000.0,1146000000.0
Selling General And Administration,,-295000000.0,-184000000.0,-136000000.0
General And Administrative Expense,,-295000000.0,-184000000.0,-136000000.0
Salaries And Wages,,-295000000.0,-184000000.0,-136000000.0
Gross Profit,3653000000.0,3467000000.0,3343000000.0,2991000000.0
Cost Of Revenue,3970000000.0,4033000000.0,4614000000.0,3403000000.0
Total Revenue,7623000000.0,7500000000.0,7957000000.0,6394000000.0
Operating Revenue,7623000000.0,7500000000.0,7957000000.0,6394000000.0
