,2024-09-30,2023-09-30,2022-09-30,2021-09-30
Tax Effect Of Unusual Items,4250400.0,24969000.0,-19713600.0,55620600.0
Tax Rate For Calcs,0.138,0.205,0.144,0.119
Normalized EBITDA,1540300000.0,1872400000.0,1572600000.0,1343200000.0
Total Unusual Items,30800000.0,121800000.0,-136900000.0,467400000.0
Total Unusual Items Excluding Goodwill,30800000.0,121800000.0,-136900000.0,467400000.0
Net Income From Continuing Operation Net Minority Interest,952500000.0,1387400000.0,932200000.0,1344300000.0
Reconciled Depreciation,317400000.0,250400000.0,238900000.0,189800000.0
Reconciled Cost Of Revenue,5070800000.0,5341000000.0,4658400000.0,4099700000.0
EBITDA,1571100000.0,1994200000.0,1435700000.0,1810600000.0
EBIT,1253700000.0,1743800000.0,1196800000.0,1620800000.0
Net Interest Income,-139000000.0,-125600000.0,-118800000.0,-93000000.0
Interest Expense,154600000.0,135300000.0,123200000.0,94600000.0
Interest Income,15600000.0,9700000.0,4400000.0,1600000.0
Normalized Income,925950400.0,1290569000.0,1049386400.0,932520600.0
Net Income From Continuing And Discontinued Operation,952500000.0,1387400000.0,932200000.0,1344300000.0
Total Expenses,7073400000.0,7364700000.0,6425100000.0,5779700000.0
Diluted Average Shares,114500000.0,115600000.0,116700000.0,117100000.0
Basic Average Shares,114000000.0,114800000.0,115200000.0,116000000.0
Diluted EPS,8.28,11.95,7.97,11.58
Basic EPS,8.32,12.085366,7.978299,11.707759
Diluted NI Availto Com Stockholders,948200000.0,1381500000.0,929300000.0,1344300000.0
Net Income Common Stockholders,948200000.0,1381500000.0,929300000.0,1344300000.0
Otherunder Preferred Stock Dividend,4300000.0,5900000.0,2900000.0,2100000.0
Net Income,952500000.0,1387400000.0,932200000.0,1344300000.0
Minority Interests,5200000.0,109400000.0,13100000.0,13800000.0
Net Income Including Noncontrolling Interests,947300000.0,1278000000.0,919100000.0,1344300000.0
Net Income Continuous Operations,947300000.0,1278000000.0,919100000.0,1344300000.0
Tax Provision,151800000.0,330500000.0,154500000.0,181900000.0
Pretax Income,1099100000.0,1608500000.0,1073600000.0,1526200000.0
Other Income Expense,47300000.0,40800000.0,-142900000.0,401500000.0
Other Non Operating Income Expenses,16500000.0,-81000000.0,-6000000.0,-65900000.0
Special Income Charges,30700000.0,-157500000.0,0.0,70000000.0
Other Special Charges,-30700000.0,,,-70000000.0
Impairment Of Capital Assets,0.0,157500000.0,0.0,0.0
Gain On Sale Of Security,100000.0,279300000.0,-136900000.0,397400000.0
Net Non Operating Interest Income Expense,-139000000.0,-125600000.0,-118800000.0,-93000000.0
Interest Expense Non Operating,154600000.0,135300000.0,123200000.0,94600000.0
Interest Income Non Operating,15600000.0,9700000.0,4400000.0,1600000.0
Operating Income,1190800000.0,1693300000.0,1335300000.0,1217700000.0
Operating Expense,2002600000.0,2023700000.0,1766700000.0,1680000000.0
Selling General And Administration,2002600000.0,2023700000.0,1766700000.0,1680000000.0
Gross Profit,3193400000.0,3717000000.0,3102000000.0,2897700000.0
Cost Of Revenue,5070800000.0,5341000000.0,4658400000.0,4099700000.0
Total Revenue,8264200000.0,9058000000.0,7760400000.0,6997400000.0
Operating Revenue,8264200000.0,9058000000.0,7760400000.0,6997400000.0
